comparison,policy,selection_role,tokens,logit_kl_mean,logit_kl_median,logit_kl_p95,logit_kl_p99,top1_agreement,top5_overlap,baseline_ppl,approx_ppl,ppl_delta,final_hidden_cosine_median,final_hidden_cosine_p5,final_hidden_relative_l2_p95,selected_hidden_cosine_p5,selected_hidden_relative_l2_p95
full_indexer_vs_two_path_verifier,streak2_bucket8_m0+head_dynamic_abs_w8_b64_r0.1,Aggressive,384,0.0025926091533065563,0.0005490397743415087,0.008886326802894466,0.02578000364825131,0.9895833333333334,0.9697916666666666,3.8322917643591445,3.8133067529251834,-0.004953957736340545,0.9996376633644104,0.996955731511116,0.07900239266455171,0.9954320371150971,0.09601083844900131
