context,combined_ms,score_ms,topk_ms,measurement_status,gpu_ops,score_fraction_of_isolated_sum,topk_fraction_of_isolated_sum,score_fraction_of_combined,topk_fraction_of_combined,nonadditivity_ratio
8192,0.0407840013504028,0.0133119998499751,0.0348160006105899,LOCKED CUDA-EVENT MEASUREMENT,2.0,0.2765957389167384,0.7234042610832616,0.32640249630247786,0.8536680918446969,1.1800705881471747
16384,0.0634879991412162,0.012288000434637,0.0583200007677078,LOCKED CUDA-EVENT MEASUREMENT,2.0,0.17403127443620273,0.8259687255637973,0.19354839656081824,0.9185988148403728,1.112147211401191
32768,0.0870399996638298,0.0112640000879764,0.0635839998722076,LOCKED CUDA-EVENT MEASUREMENT,18.0,0.15049166435934663,0.8495083356406534,0.12941176621646117,0.7305147072355799,0.859926473452041
65536,0.149695999920368,0.0225280001759528,0.1271679997444152,ANALYTICAL 2X PROJECTION FROM 32K; NO REAL 64K TRACE,,0.15049166435934663,0.8495083356406534,0.15049166435934663,0.8495083356406534,1.0
