context,block_size,promotion_target,topk,fused_compact_plus_topk,fused_dense_plus_topk,candidate_fraction,qk_reduction,compact_speedup_vs_dense
32768,128,0.05,512,0.1138880029320716,0.1054719984531402,0.61328125,0.33837890625,0.926102800450798
32768,128,0.05,1024,0.1188480034470558,0.1054719984531402,0.61328125,0.33837890625,0.8874528422358031
32768,128,0.05,2048,0.114496000111103,0.1054719984531402,0.61328125,0.33837890625,0.9211850051599513
32768,128,0.1,512,0.1187840029597282,0.1054719984531402,0.6328125,0.3212890625,0.8879309993358179
32768,128,0.1,1024,0.1146880015730857,0.1056960001587867,0.6328125,0.3212890625,0.9215959708865553
32768,128,0.1,2048,0.1187840029597282,0.1054719984531402,0.6328125,0.3212890625,0.8879309993358179
32768,128,0.15,512,0.1136640012264251,0.1054719984531402,0.65625,0.30078125,0.9279279043066065
32768,128,0.15,1024,0.1198080033063888,0.1064959987998008,0.65625,0.30078125,0.888888854340183
32768,128,0.15,2048,0.1136960014700889,0.1054719984531402,0.65625,0.30078125,0.927666734884144
32768,128,0.2,512,0.1187840029597282,0.1033119969069957,0.67578125,0.28369140625,0.8697467195310968
32768,128,0.2,1024,0.1137920022010803,0.1054719984531402,0.67578125,0.28369140625,0.9268841079600838
32768,128,0.2,2048,0.1187840029597282,0.1054719984531402,0.67578125,0.28369140625,0.8879309993358179
