comparison,policy,selection_role,tokens,logit_kl_mean,logit_kl_median,logit_kl_p95,logit_kl_p99,top1_agreement,top5_overlap,baseline_ppl,approx_ppl,ppl_delta,final_hidden_cosine_median,final_hidden_cosine_p5,final_hidden_relative_l2_p95,selected_hidden_cosine_p5,selected_hidden_relative_l2_p95
full_indexer_vs_two_path_verifier,streak2_bucket8_m0+head_dynamic_abs_w_w8_b64_threshold_r0.1,Aggressive,384,0.0024889039901007,0.0006955584394745,0.0084893319290131,0.029800585322082,0.984375,0.9703125,3.832291764359145,3.81535762919264,-0.0044188011267813,0.9996209144592284,0.996613058447838,0.082318065688014,0.9949202388525008,0.1012069080024957
