context,layer,method,scope,block_size,promotion_target,topk,warmup,measurements,kernel_launches,median_ms,p5_ms,p95_ms,mean_ms,std_ms
16384,17,two_pass_kernel,kernel,32,0.2,2048,50,500,4,0.060479998588562,0.0593920014798641,0.0634879991412162,0.0612958081439137,0.0030371741188352
16384,17,two_pass_plus_topk,indexer_topk,32,0.2,2048,50,500,5,0.0901120007038116,0.0849919989705085,0.0941472016274929,0.0896312962770462,0.0039910259564551
16384,17,two_pass_kernel,kernel,64,0.05,512,50,500,4,0.061439998447895,0.0594879984855651,0.0645119994878768,0.0619518077075481,0.0030618891509466
16384,17,two_pass_plus_topk,indexer_topk,64,0.05,512,50,500,5,0.0880640000104904,0.0860159993171691,0.0952320024371147,0.0897239042669534,0.0042570279449187
16384,17,two_pass_kernel,kernel,64,0.05,1024,50,500,4,0.060623999685049,0.0593920014798641,0.0655359998345375,0.0614844160825014,0.0029618630717865
16384,17,two_pass_plus_topk,indexer_topk,64,0.05,1024,50,500,5,0.0880640000104904,0.0829439982771873,0.0983456034213304,0.0903651843070983,0.0066568987474541
16384,17,two_pass_kernel,kernel,64,0.05,2048,50,500,4,0.061439998447895,0.0594224017113447,0.0658592019230127,0.0617241599708795,0.0035723596152298
16384,17,two_pass_plus_topk,indexer_topk,64,0.05,2048,50,500,5,0.0880319997668266,0.0719343967735767,0.1011936027556657,0.0883651847988367,0.017365528847587
16384,17,two_pass_kernel,kernel,64,0.1,512,50,500,4,0.0604160018265247,0.0593920014798641,0.0656384006142616,0.0611900164186954,0.0027403510925044
16384,17,two_pass_plus_topk,indexer_topk,64,0.1,512,50,500,5,0.0860159993171691,0.0797104034572839,0.0983040034770965,0.0884522877633571,0.0076736171349524
16384,17,two_pass_kernel,kernel,64,0.1,1024,50,500,4,0.0604160018265247,0.0592608004808425,0.0656992010772228,0.0610069764181971,0.00277627775036
16384,17,two_pass_plus_topk,indexer_topk,64,0.1,1024,50,500,5,0.0839679986238479,0.0798719972372055,0.0993279963731765,0.0882844794988632,0.0082088826161099
16384,17,two_pass_kernel,kernel,64,0.1,2048,50,500,4,0.0604160018265247,0.0593584012240171,0.0655359998345375,0.0610612482354044,0.0023555782713084
16384,17,two_pass_plus_topk,indexer_topk,64,0.1,2048,50,500,5,0.0849919989705085,0.0819199979305267,0.0983040034770965,0.0886934397667646,0.007087027824683
16384,17,two_pass_kernel,kernel,64,0.15,512,50,500,4,0.0594240017235279,0.0583680011332035,0.0645119994878768,0.0602881926819682,0.0027522645568694
16384,17,two_pass_plus_topk,indexer_topk,64,0.15,512,50,500,5,0.089088000357151,0.0800943989306688,0.0952320024371147,0.0885765119493007,0.0063421835009182
16384,17,two_pass_kernel,kernel,64,0.15,1024,50,500,4,0.0604160018265247,0.0593584012240171,0.0655359998345375,0.0610610565170645,0.0032283664374272
16384,17,two_pass_plus_topk,indexer_topk,64,0.15,1024,50,500,5,0.0921600013971328,0.0778239965438842,0.0962560027837753,0.0886417923271656,0.0072464368084305
16384,17,two_pass_kernel,kernel,64,0.15,2048,50,500,4,0.0602560006082057,0.0583680011332035,0.0643295980989932,0.0604455686509609,0.0024715839478431
16384,17,two_pass_plus_topk,indexer_topk,64,0.15,2048,50,500,5,0.0858239978551864,0.0719295967370271,0.1065007988363504,0.0888888318240642,0.0137943225432739
