policy,policy_role,rescue,rescue_blocks,missed_blocks,step,layer,prompt_id,workload,base_context_length,context_length,output_cosine,output_relative_l2,output_max_abs,top128_recall,top512_recall,top2048_recall
streak2_bucket8_m0,Aggressive,best2,2,45,43,8,code_heldout_4,long-code,32768,32812,0.9995694756507874,0.029420927166938782,0.010589599609375,1.0,0.98828125,0.9443359375
streak2_bucket8_m0,Aggressive,best4,4,45,43,8,code_heldout_4,long-code,32768,32812,0.9995706677436829,0.029381293803453445,0.01056671142578125,1.0,0.990234375,0.947265625
streak2_bucket8_m0,Aggressive,best8,8,45,43,8,code_heldout_4,long-code,32768,32812,0.999571681022644,0.02935006655752659,0.01056671142578125,1.0,0.9921875,0.96435546875
streak2_bucket8_m0,Aggressive,all,45,45,43,8,code_heldout_4,long-code,32768,32812,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,42,44,8,code_heldout_4,long-code,32768,32813,0.9993036985397339,0.037314508110284805,0.01318359375,1.0,0.994140625,0.96337890625
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,42,44,8,code_heldout_4,long-code,32768,32813,0.9993117451667786,0.03709562495350838,0.0130615234375,1.0,0.994140625,0.96484375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,42,44,8,code_heldout_4,long-code,32768,32813,0.9993119835853577,0.037090130150318146,0.0130615234375,1.0,0.994140625,0.96533203125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,42,44,8,code_heldout_4,long-code,32768,32813,0.9993119239807129,0.037092141807079315,0.01300048828125,1.0,0.994140625,0.96826171875
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,42,44,8,code_heldout_4,long-code,32768,32813,0.9993089437484741,0.03717747703194618,0.013092041015625,1.0,0.994140625,0.970703125
streak2_bucket8_m-0.75_refresh8,Balanced,all,42,42,44,8,code_heldout_4,long-code,32768,32813,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,52,44,8,code_heldout_4,long-code,32768,32813,0.9992976784706116,0.03748289868235588,0.012939453125,1.0,0.98828125,0.9501953125
streak2_bucket8_m0,Aggressive,best1,1,52,44,8,code_heldout_4,long-code,32768,32813,0.9993060827255249,0.03725927695631981,0.013153076171875,1.0,0.98828125,0.95068359375
streak2_bucket8_m0,Aggressive,best2,2,52,44,8,code_heldout_4,long-code,32768,32813,0.9993066191673279,0.037240881472826004,0.013031005859375,1.0,0.98828125,0.9521484375
streak2_bucket8_m0,Aggressive,best4,4,52,44,8,code_heldout_4,long-code,32768,32813,0.9993038773536682,0.037306852638721466,0.013214111328125,1.0,0.98828125,0.95556640625
streak2_bucket8_m0,Aggressive,best8,8,52,44,8,code_heldout_4,long-code,32768,32813,0.9993040561676025,0.03730087727308273,0.013275146484375,1.0,0.9921875,0.962890625
streak2_bucket8_m0,Aggressive,all,52,52,44,8,code_heldout_4,long-code,32768,32813,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,99,45,8,code_heldout_4,long-code,32768,32814,0.9974318742752075,0.07186252623796463,0.0301513671875,0.9921875,0.93359375,0.853515625
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,99,45,8,code_heldout_4,long-code,32768,32814,0.998406708240509,0.05643172562122345,0.0224609375,0.9921875,0.93359375,0.85400390625
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,99,45,8,code_heldout_4,long-code,32768,32814,0.998420774936676,0.05619506165385246,0.02294921875,0.9921875,0.935546875,0.857421875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,99,45,8,code_heldout_4,long-code,32768,32814,0.9984108805656433,0.056377165019512177,0.02294921875,0.9921875,0.939453125,0.85986328125
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,99,45,8,code_heldout_4,long-code,32768,32814,0.9984332919120789,0.05598481371998787,0.02294921875,0.9921875,0.94140625,0.87109375
streak2_bucket8_m-0.75_refresh8,Balanced,all,99,99,45,8,code_heldout_4,long-code,32768,32814,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,99,45,8,code_heldout_4,long-code,32768,32814,0.9965175986289978,0.0852493941783905,0.0321044921875,0.984375,0.94140625,0.86376953125
streak2_bucket8_m0,Aggressive,best1,1,99,45,8,code_heldout_4,long-code,32768,32814,0.9981374740600586,0.06175466626882553,0.02197265625,0.984375,0.94140625,0.8642578125
streak2_bucket8_m0,Aggressive,best2,2,99,45,8,code_heldout_4,long-code,32768,32814,0.9982183575630188,0.05978580191731453,0.021484375,0.984375,0.943359375,0.8671875
streak2_bucket8_m0,Aggressive,best4,4,99,45,8,code_heldout_4,long-code,32768,32814,0.9984155297279358,0.05628039315342903,0.02197265625,0.984375,0.9453125,0.87060546875
streak2_bucket8_m0,Aggressive,best8,8,99,45,8,code_heldout_4,long-code,32768,32814,0.9984238147735596,0.05614865943789482,0.02294921875,0.984375,0.947265625,0.8759765625
streak2_bucket8_m0,Aggressive,all,99,99,45,8,code_heldout_4,long-code,32768,32814,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,64,46,8,code_heldout_4,long-code,32768,32815,0.9999935030937195,0.0035820957273244858,0.001220703125,0.984375,0.970703125,0.91845703125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,64,46,8,code_heldout_4,long-code,32768,32815,0.9999937415122986,0.00353325717151165,0.001220703125,0.984375,0.970703125,0.92041015625
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,64,46,8,code_heldout_4,long-code,32768,32815,0.9999934434890747,0.0036211509723216295,0.001953125,0.984375,0.970703125,0.92138671875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,64,46,8,code_heldout_4,long-code,32768,32815,0.9999933838844299,0.0036531505174934864,0.001953125,0.984375,0.97265625,0.92333984375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,64,46,8,code_heldout_4,long-code,32768,32815,0.9999935030937195,0.003578316420316696,0.00390625,0.984375,0.97265625,0.92578125
streak2_bucket8_m-0.75_refresh8,Balanced,all,64,64,46,8,code_heldout_4,long-code,32768,32815,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,65,46,8,code_heldout_4,long-code,32768,32815,0.9999907612800598,0.004303925205022097,0.001953125,0.9765625,0.97265625,0.916015625
streak2_bucket8_m0,Aggressive,best1,1,65,46,8,code_heldout_4,long-code,32768,32815,0.9999935030937195,0.0036140521988272667,0.001953125,0.9765625,0.97265625,0.91748046875
streak2_bucket8_m0,Aggressive,best2,2,65,46,8,code_heldout_4,long-code,32768,32815,0.9999940991401672,0.003434716258198023,0.001953125,0.9765625,0.97265625,0.91943359375
streak2_bucket8_m0,Aggressive,best4,4,65,46,8,code_heldout_4,long-code,32768,32815,0.9999943971633911,0.003323653247207403,0.001953125,0.9765625,0.97265625,0.9208984375
streak2_bucket8_m0,Aggressive,best8,8,65,46,8,code_heldout_4,long-code,32768,32815,0.9999950528144836,0.0031605944968760014,0.001953125,0.9765625,0.97265625,0.92626953125
streak2_bucket8_m0,Aggressive,all,65,65,46,8,code_heldout_4,long-code,32768,32815,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,76,47,8,code_heldout_4,long-code,32768,32816,0.9991534948348999,0.04149610549211502,0.0234375,0.984375,0.97265625,0.89794921875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,76,47,8,code_heldout_4,long-code,32768,32816,0.9991549849510193,0.04146474972367287,0.0234375,0.984375,0.97265625,0.8984375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,76,47,8,code_heldout_4,long-code,32768,32816,0.9991557598114014,0.041448842734098434,0.0234375,0.984375,0.97265625,0.89990234375
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,76,47,8,code_heldout_4,long-code,32768,32816,0.9991577863693237,0.04140259325504303,0.0234375,0.984375,0.9765625,0.90380859375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,76,47,8,code_heldout_4,long-code,32768,32816,0.9991563558578491,0.04143659770488739,0.0234375,0.984375,0.9765625,0.908203125
streak2_bucket8_m-0.75_refresh8,Balanced,all,76,76,47,8,code_heldout_4,long-code,32768,32816,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,76,47,8,code_heldout_4,long-code,32768,32816,0.99888676404953,0.0471760556101799,0.01953125,0.984375,0.9765625,0.9013671875
streak2_bucket8_m0,Aggressive,best1,1,76,47,8,code_heldout_4,long-code,32768,32816,0.9991244077682495,0.04204561188817024,0.0234375,0.984375,0.9765625,0.90380859375
streak2_bucket8_m0,Aggressive,best2,2,76,47,8,code_heldout_4,long-code,32768,32816,0.9991331696510315,0.04185391962528229,0.0234375,0.984375,0.9765625,0.904296875
streak2_bucket8_m0,Aggressive,best4,4,76,47,8,code_heldout_4,long-code,32768,32816,0.9991574287414551,0.04137376695871353,0.0234375,0.984375,0.98046875,0.9091796875
streak2_bucket8_m0,Aggressive,best8,8,76,47,8,code_heldout_4,long-code,32768,32816,0.9991578459739685,0.041380640119314194,0.0234375,0.984375,0.98046875,0.91796875
streak2_bucket8_m0,Aggressive,all,76,76,47,8,code_heldout_4,long-code,32768,32816,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best1,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best2,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best4,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best8,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,all,0,0,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,57,48,8,code_heldout_4,long-code,32768,32817,0.9999846816062927,0.005535047966986895,0.001953125,0.9921875,0.9921875,0.93212890625
streak2_bucket8_m0,Aggressive,best1,1,57,48,8,code_heldout_4,long-code,32768,32817,0.9999880790710449,0.004878499079495668,0.001953125,0.9921875,0.9921875,0.93994140625
streak2_bucket8_m0,Aggressive,best2,2,57,48,8,code_heldout_4,long-code,32768,32817,0.9999887943267822,0.004725902806967497,0.001953125,0.9921875,0.9921875,0.94091796875
streak2_bucket8_m0,Aggressive,best4,4,57,48,8,code_heldout_4,long-code,32768,32817,0.9999894499778748,0.004675872623920441,0.00390625,0.9921875,0.9921875,0.94384765625
streak2_bucket8_m0,Aggressive,best8,8,57,48,8,code_heldout_4,long-code,32768,32817,0.9999964833259583,0.002597266109660268,0.00390625,1.0,0.99609375,0.9521484375
streak2_bucket8_m0,Aggressive,all,57,57,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,20,49,8,code_heldout_4,long-code,32768,32818,0.9999988079071045,0.0015159549657255411,0.0009765625,1.0,1.0,0.98388671875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,20,49,8,code_heldout_4,long-code,32768,32818,0.9999990463256836,0.0013986416161060333,0.0009765625,1.0,1.0,0.984375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,20,49,8,code_heldout_4,long-code,32768,32818,0.9999989867210388,0.0014018176589161158,0.0009765625,1.0,1.0,0.98486328125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,20,49,8,code_heldout_4,long-code,32768,32818,0.9999991655349731,0.0012809154577553272,0.001953125,1.0,1.0,0.986328125
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,20,49,8,code_heldout_4,long-code,32768,32818,0.9999993443489075,0.0011712996056303382,0.0009765625,1.0,1.0,0.9921875
streak2_bucket8_m-0.75_refresh8,Balanced,all,20,20,49,8,code_heldout_4,long-code,32768,32818,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,44,49,8,code_heldout_4,long-code,32768,32818,0.9999926090240479,0.0038127130828797817,0.00390625,1.0,0.984375,0.958984375
streak2_bucket8_m0,Aggressive,best1,1,44,49,8,code_heldout_4,long-code,32768,32818,0.9999967813491821,0.002489912323653698,0.001953125,1.0,0.984375,0.95947265625
streak2_bucket8_m0,Aggressive,best2,2,44,49,8,code_heldout_4,long-code,32768,32818,0.999998152256012,0.0018884233431890607,0.001953125,1.0,0.984375,0.9609375
streak2_bucket8_m0,Aggressive,best4,4,44,49,8,code_heldout_4,long-code,32768,32818,0.9999991059303284,0.0013697824906557798,0.0009765625,1.0,0.984375,0.9619140625
streak2_bucket8_m0,Aggressive,best8,8,44,49,8,code_heldout_4,long-code,32768,32818,0.9999989867210388,0.001360576949082315,0.001953125,1.0,0.986328125,0.96484375
streak2_bucket8_m0,Aggressive,all,44,44,49,8,code_heldout_4,long-code,32768,32818,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,14,50,8,code_heldout_4,long-code,32768,32819,0.999998152256012,0.0019176164641976357,0.001953125,1.0,1.0,0.98779296875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,14,50,8,code_heldout_4,long-code,32768,32819,0.9999985098838806,0.0017613802338019013,0.001953125,1.0,1.0,0.9892578125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,14,50,8,code_heldout_4,long-code,32768,32819,0.9999983310699463,0.0018597939051687717,0.001953125,1.0,1.0,0.99072265625
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,14,50,8,code_heldout_4,long-code,32768,32819,0.9999995231628418,0.0009309707093052566,0.001953125,1.0,1.0,0.994140625
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,14,50,8,code_heldout_4,long-code,32768,32819,0.9999995231628418,0.0009309707093052566,0.001953125,1.0,1.0,0.9970703125
streak2_bucket8_m-0.75_refresh8,Balanced,all,14,14,50,8,code_heldout_4,long-code,32768,32819,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,47,50,8,code_heldout_4,long-code,32768,32819,0.9999865293502808,0.005196162033826113,0.001953125,0.9921875,0.98046875,0.93896484375
streak2_bucket8_m0,Aggressive,best1,1,47,50,8,code_heldout_4,long-code,32768,32819,0.999993085861206,0.003724372247233987,0.001953125,0.9921875,0.98046875,0.939453125
streak2_bucket8_m0,Aggressive,best2,2,47,50,8,code_heldout_4,long-code,32768,32819,0.9999929666519165,0.003774174489080906,0.001953125,0.9921875,0.98046875,0.93994140625
streak2_bucket8_m0,Aggressive,best4,4,47,50,8,code_heldout_4,long-code,32768,32819,0.9999930262565613,0.0037392342928797007,0.001953125,0.9921875,0.984375,0.94384765625
streak2_bucket8_m0,Aggressive,best8,8,47,50,8,code_heldout_4,long-code,32768,32819,0.999993085861206,0.0037192017771303654,0.001953125,0.9921875,0.98828125,0.9521484375
streak2_bucket8_m0,Aggressive,all,47,47,50,8,code_heldout_4,long-code,32768,32819,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,23,51,8,code_heldout_4,long-code,32768,32820,0.9999786019325256,0.006577132735401392,0.00390625,1.0,0.994140625,0.978515625
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,23,51,8,code_heldout_4,long-code,32768,32820,0.9999841451644897,0.005647539161145687,0.001953125,1.0,0.99609375,0.97998046875
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,23,51,8,code_heldout_4,long-code,32768,32820,0.9999842047691345,0.005641227588057518,0.001953125,1.0,0.998046875,0.982421875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,23,51,8,code_heldout_4,long-code,32768,32820,0.9999996423721313,0.0008801796357147396,0.0009765625,1.0,0.998046875,0.98583984375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,23,51,8,code_heldout_4,long-code,32768,32820,0.9999997615814209,0.0007425561780110002,0.0009765625,1.0,0.998046875,0.98779296875
streak2_bucket8_m-0.75_refresh8,Balanced,all,23,23,51,8,code_heldout_4,long-code,32768,32820,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,40,51,8,code_heldout_4,long-code,32768,32820,0.9998929500579834,0.014649280346930027,0.015625,0.9921875,0.986328125,0.95166015625
streak2_bucket8_m0,Aggressive,best1,1,40,51,8,code_heldout_4,long-code,32768,32820,0.9999045133590698,0.013823727145791054,0.015625,0.9921875,0.986328125,0.9521484375
streak2_bucket8_m0,Aggressive,best2,2,40,51,8,code_heldout_4,long-code,32768,32820,0.9999046921730042,0.01380900014191866,0.015625,0.9921875,0.98828125,0.95458984375
streak2_bucket8_m0,Aggressive,best4,4,40,51,8,code_heldout_4,long-code,32768,32820,0.9999047517776489,0.013815012760460377,0.015625,0.9921875,0.98828125,0.9609375
streak2_bucket8_m0,Aggressive,best8,8,40,51,8,code_heldout_4,long-code,32768,32820,0.9999788999557495,0.00652781967073679,0.00390625,0.9921875,0.990234375,0.96875
streak2_bucket8_m0,Aggressive,all,40,40,51,8,code_heldout_4,long-code,32768,32820,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,23,52,8,code_heldout_4,long-code,32768,32821,0.9999929666519165,0.0037855887785553932,0.001953125,1.0,0.998046875,0.9794921875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,23,52,8,code_heldout_4,long-code,32768,32821,0.9999942779541016,0.003382052294909954,0.001953125,1.0,0.998046875,0.98095703125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,23,52,8,code_heldout_4,long-code,32768,32821,0.9999942779541016,0.003384784795343876,0.001953125,1.0,0.998046875,0.98291015625
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,23,52,8,code_heldout_4,long-code,32768,32821,0.9999943971633911,0.003349236911162734,0.001953125,1.0,0.998046875,0.98388671875
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,23,52,8,code_heldout_4,long-code,32768,32821,0.9999943971633911,0.0033436741214245558,0.001953125,1.0,0.998046875,0.98583984375
streak2_bucket8_m-0.75_refresh8,Balanced,all,23,23,52,8,code_heldout_4,long-code,32768,32821,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,41,52,8,code_heldout_4,long-code,32768,32821,0.9999930262565613,0.0037463796325027943,0.001953125,0.9921875,0.990234375,0.947265625
streak2_bucket8_m0,Aggressive,best1,1,41,52,8,code_heldout_4,long-code,32768,32821,0.9999943971633911,0.0033614481799304485,0.001953125,0.9921875,0.990234375,0.94873046875
streak2_bucket8_m0,Aggressive,best2,2,41,52,8,code_heldout_4,long-code,32768,32821,0.9999944567680359,0.0033436769153922796,0.001953125,0.9921875,0.990234375,0.9521484375
streak2_bucket8_m0,Aggressive,best4,4,41,52,8,code_heldout_4,long-code,32768,32821,0.9999945163726807,0.0033508881460875273,0.001953125,0.9921875,0.990234375,0.9541015625
streak2_bucket8_m0,Aggressive,best8,8,41,52,8,code_heldout_4,long-code,32768,32821,0.999994695186615,0.003321353578940034,0.001953125,0.9921875,0.9921875,0.9619140625
streak2_bucket8_m0,Aggressive,all,41,41,52,8,code_heldout_4,long-code,32768,32821,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,24,53,8,code_heldout_4,long-code,32768,32822,0.9999651312828064,0.008382254280149937,0.00390625,1.0,1.0,0.9794921875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,24,53,8,code_heldout_4,long-code,32768,32822,0.9999897480010986,0.004540770780295134,0.001953125,1.0,1.0,0.9814453125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,24,53,8,code_heldout_4,long-code,32768,32822,0.9999897480010986,0.00453201774507761,0.001953125,1.0,1.0,0.98486328125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,24,53,8,code_heldout_4,long-code,32768,32822,0.9999897480010986,0.004530958831310272,0.001953125,1.0,1.0,0.98583984375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,24,53,8,code_heldout_4,long-code,32768,32822,0.9999897480010986,0.004535955842584372,0.001953125,1.0,1.0,0.98779296875
streak2_bucket8_m-0.75_refresh8,Balanced,all,24,24,53,8,code_heldout_4,long-code,32768,32822,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,33,53,8,code_heldout_4,long-code,32768,32822,0.9999353289604187,0.011375734582543373,0.00439453125,1.0,0.99609375,0.96875
streak2_bucket8_m0,Aggressive,best1,1,33,53,8,code_heldout_4,long-code,32768,32822,0.9999481439590454,0.010210791602730751,0.00390625,1.0,0.99609375,0.970703125
streak2_bucket8_m0,Aggressive,best2,2,33,53,8,code_heldout_4,long-code,32768,32822,0.9999486207962036,0.010165782645344734,0.00390625,1.0,0.99609375,0.97119140625
streak2_bucket8_m0,Aggressive,best4,4,33,53,8,code_heldout_4,long-code,32768,32822,0.9999487996101379,0.010146783664822578,0.00390625,1.0,0.99609375,0.974609375
streak2_bucket8_m0,Aggressive,best8,8,33,53,8,code_heldout_4,long-code,32768,32822,0.999949038028717,0.010122387669980526,0.00390625,1.0,0.99609375,0.9775390625
streak2_bucket8_m0,Aggressive,all,33,33,53,8,code_heldout_4,long-code,32768,32822,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,41,54,8,code_heldout_4,long-code,32768,32823,0.9996963739395142,0.02532450668513775,0.015625,1.0,0.9921875,0.9404296875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,41,54,8,code_heldout_4,long-code,32768,32823,0.9996965527534485,0.02530483715236187,0.015625,1.0,0.994140625,0.95068359375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,41,54,8,code_heldout_4,long-code,32768,32823,0.9996964335441589,0.025308871641755104,0.015625,1.0,0.994140625,0.955078125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,41,54,8,code_heldout_4,long-code,32768,32823,0.9996965527534485,0.02529105544090271,0.015625,1.0,0.994140625,0.95654296875
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,41,54,8,code_heldout_4,long-code,32768,32823,0.9999987483024597,0.00160087866242975,0.0009765625,1.0,0.994140625,0.96435546875
streak2_bucket8_m-0.75_refresh8,Balanced,all,41,41,54,8,code_heldout_4,long-code,32768,32823,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,54,54,8,code_heldout_4,long-code,32768,32823,0.9994717836380005,0.033972423523664474,0.0234375,0.9921875,0.982421875,0.90576171875
streak2_bucket8_m0,Aggressive,best1,1,54,54,8,code_heldout_4,long-code,32768,32823,0.9996752738952637,0.026479296386241913,0.0234375,0.9921875,0.984375,0.916015625
streak2_bucket8_m0,Aggressive,best2,2,54,54,8,code_heldout_4,long-code,32768,32823,0.9996755123138428,0.02647578902542591,0.0234375,0.9921875,0.984375,0.91796875
streak2_bucket8_m0,Aggressive,best4,4,54,54,8,code_heldout_4,long-code,32768,32823,0.9996757507324219,0.026469456031918526,0.0234375,0.9921875,0.984375,0.9228515625
streak2_bucket8_m0,Aggressive,best8,8,54,54,8,code_heldout_4,long-code,32768,32823,0.9996758699417114,0.026470139622688293,0.0234375,0.9921875,0.98828125,0.93212890625
streak2_bucket8_m0,Aggressive,all,54,54,54,8,code_heldout_4,long-code,32768,32823,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,111,55,8,code_heldout_4,long-code,32768,32824,0.9950380325317383,0.10025604814291,0.1015625,0.9140625,0.8671875,0.8046875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,111,55,8,code_heldout_4,long-code,32768,32824,0.9986671805381775,0.05213126912713051,0.0185546875,0.9296875,0.873046875,0.80908203125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,111,55,8,code_heldout_4,long-code,32768,32824,0.9986259937286377,0.05296110734343529,0.0234375,0.9296875,0.873046875,0.81005859375
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,111,55,8,code_heldout_4,long-code,32768,32824,0.9986689686775208,0.05223504826426506,0.01953125,0.9375,0.876953125,0.8134765625
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,111,55,8,code_heldout_4,long-code,32768,32824,0.998632550239563,0.05292801931500435,0.0234375,0.9375,0.87890625,0.81591796875
streak2_bucket8_m-0.75_refresh8,Balanced,all,111,111,55,8,code_heldout_4,long-code,32768,32824,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,117,55,8,code_heldout_4,long-code,32768,32824,0.9945793747901917,0.10546683520078659,0.109375,0.9453125,0.8671875,0.79248046875
streak2_bucket8_m0,Aggressive,best1,1,117,55,8,code_heldout_4,long-code,32768,32824,0.9984690546989441,0.05531926453113556,0.0234375,0.9609375,0.873046875,0.796875
streak2_bucket8_m0,Aggressive,best2,2,117,55,8,code_heldout_4,long-code,32768,32824,0.9987679123878479,0.049841806292533875,0.0234375,0.9609375,0.873046875,0.79833984375
streak2_bucket8_m0,Aggressive,best4,4,117,55,8,code_heldout_4,long-code,32768,32824,0.9987373352050781,0.050579983741045,0.0234375,0.9609375,0.876953125,0.80126953125
streak2_bucket8_m0,Aggressive,best8,8,117,55,8,code_heldout_4,long-code,32768,32824,0.9987123608589172,0.05133550986647606,0.017578125,0.9609375,0.880859375,0.80810546875
streak2_bucket8_m0,Aggressive,all,117,117,55,8,code_heldout_4,long-code,32768,32824,0.9999998807907104,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best1,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best2,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best4,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best8,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,all,0,0,56,8,code_heldout_4,long-code,32768,32825,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,97,56,8,code_heldout_4,long-code,32768,32825,0.9918103218078613,0.13414892554283142,0.125,0.9609375,0.90234375,0.85498046875
streak2_bucket8_m0,Aggressive,best1,1,97,56,8,code_heldout_4,long-code,32768,32825,0.9942774772644043,0.10686277598142624,0.0419921875,0.9609375,0.90234375,0.8583984375
streak2_bucket8_m0,Aggressive,best2,2,97,56,8,code_heldout_4,long-code,32768,32825,0.9972339868545532,0.07466857135295868,0.02978515625,0.9609375,0.904296875,0.859375
