policy,policy_role,rescue,rescue_blocks,missed_blocks,step,layer,prompt_id,workload,base_context_length,context_length,output_cosine,output_relative_l2,output_max_abs,top128_recall,top512_recall,top2048_recall
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,11,50,2,text_heldout_28444,long-text,16384,16435,0.999995231628418,0.0031570736318826675,0.001953125,1.0,1.0,0.99365234375
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,11,50,2,text_heldout_28444,long-text,16384,16435,0.9999980926513672,0.0019292128272354603,0.00048828125,1.0,1.0,0.99462890625
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,11,50,2,text_heldout_28444,long-text,16384,16435,0.999998152256012,0.001900586299598217,0.00048828125,1.0,1.0,0.99560546875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,11,50,2,text_heldout_28444,long-text,16384,16435,0.9999979734420776,0.0020443995017558336,0.00048828125,1.0,1.0,0.99658203125
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,11,50,2,text_heldout_28444,long-text,16384,16435,0.9999986886978149,0.0016754281241446733,0.00048828125,1.0,1.0,0.99853515625
streak2_bucket8_m-0.75_refresh8,Balanced,all,11,11,50,2,text_heldout_28444,long-text,16384,16435,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,35,50,2,text_heldout_28444,long-text,16384,16435,0.9999719262123108,0.007858915254473686,0.005859375,1.0,0.9921875,0.9638671875
streak2_bucket8_m0,Aggressive,best1,1,35,50,2,text_heldout_28444,long-text,16384,16435,0.9999843835830688,0.00568753806874156,0.00390625,1.0,0.994140625,0.96533203125
streak2_bucket8_m0,Aggressive,best2,2,35,50,2,text_heldout_28444,long-text,16384,16435,0.9999842643737793,0.005666295997798443,0.00390625,1.0,0.994140625,0.96630859375
streak2_bucket8_m0,Aggressive,best4,4,35,50,2,text_heldout_28444,long-text,16384,16435,0.9999861717224121,0.005281966179609299,0.00390625,1.0,0.99609375,0.96923828125
streak2_bucket8_m0,Aggressive,best8,8,35,50,2,text_heldout_28444,long-text,16384,16435,0.9999895691871643,0.004568779841065407,0.001953125,1.0,0.99609375,0.97216796875
streak2_bucket8_m0,Aggressive,all,35,35,50,2,text_heldout_28444,long-text,16384,16435,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,7,51,2,text_heldout_28444,long-text,16384,16436,0.9999988675117493,0.0014782912330701947,0.0009765625,1.0,1.0,0.99658203125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,7,51,2,text_heldout_28444,long-text,16384,16436,0.9999991059303284,0.0012342961272224784,0.00048828125,1.0,1.0,0.9970703125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,7,51,2,text_heldout_28444,long-text,16384,16436,0.9999995231628418,0.001028588623739779,0.00048828125,1.0,1.0,0.99755859375
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,7,51,2,text_heldout_28444,long-text,16384,16436,0.9999995231628418,0.0009848058689385653,0.0009765625,1.0,1.0,0.99853515625
streak2_bucket8_m-0.75_refresh8,Balanced,best8,7,7,51,2,text_heldout_28444,long-text,16384,16436,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,all,7,7,51,2,text_heldout_28444,long-text,16384,16436,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,29,51,2,text_heldout_28444,long-text,16384,16436,0.9999843835830688,0.005597552750259638,0.001953125,1.0,0.99609375,0.97265625
streak2_bucket8_m0,Aggressive,best1,1,29,51,2,text_heldout_28444,long-text,16384,16436,0.9999885559082031,0.004793069791048765,0.0009765625,1.0,0.99609375,0.9736328125
streak2_bucket8_m0,Aggressive,best2,2,29,51,2,text_heldout_28444,long-text,16384,16436,0.9999898672103882,0.004525761120021343,0.0009765625,1.0,0.99609375,0.98046875
streak2_bucket8_m0,Aggressive,best4,4,29,51,2,text_heldout_28444,long-text,16384,16436,0.9999895691871643,0.004568282514810562,0.0009765625,1.0,0.998046875,0.98388671875
streak2_bucket8_m0,Aggressive,best8,8,29,51,2,text_heldout_28444,long-text,16384,16436,0.9999905824661255,0.004363415762782097,0.0009765625,1.0,0.998046875,0.98583984375
streak2_bucket8_m0,Aggressive,all,29,29,51,2,text_heldout_28444,long-text,16384,16436,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,14,52,2,text_heldout_28444,long-text,16384,16437,0.9999966621398926,0.002594111952930689,0.0009765625,1.0,0.998046875,0.98486328125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,14,52,2,text_heldout_28444,long-text,16384,16437,0.9999980330467224,0.0020098586101084948,0.00048828125,1.0,0.998046875,0.98779296875
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,14,52,2,text_heldout_28444,long-text,16384,16437,0.9999982118606567,0.0019404032500460744,0.00048828125,1.0,1.0,0.990234375
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,14,52,2,text_heldout_28444,long-text,16384,16437,0.9999985098838806,0.0017719888128340244,0.00048828125,1.0,1.0,0.9921875
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,14,52,2,text_heldout_28444,long-text,16384,16437,0.9999990463256836,0.001463728491216898,0.00048828125,1.0,1.0,0.99462890625
streak2_bucket8_m-0.75_refresh8,Balanced,all,14,14,52,2,text_heldout_28444,long-text,16384,16437,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,40,52,2,text_heldout_28444,long-text,16384,16437,0.9999775886535645,0.006739011034369469,0.001953125,0.9921875,0.990234375,0.953125
streak2_bucket8_m0,Aggressive,best1,1,40,52,2,text_heldout_28444,long-text,16384,16437,0.9999836683273315,0.005755175836384296,0.001953125,0.9921875,0.990234375,0.95556640625
streak2_bucket8_m0,Aggressive,best2,2,40,52,2,text_heldout_28444,long-text,16384,16437,0.9999847412109375,0.00558081129565835,0.001953125,0.9921875,0.9921875,0.9580078125
streak2_bucket8_m0,Aggressive,best4,4,40,52,2,text_heldout_28444,long-text,16384,16437,0.999984860420227,0.005547611974179745,0.001953125,0.9921875,0.9921875,0.96142578125
streak2_bucket8_m0,Aggressive,best8,8,40,52,2,text_heldout_28444,long-text,16384,16437,0.9999896287918091,0.004690362606197596,0.001953125,0.9921875,0.99609375,0.97607421875
streak2_bucket8_m0,Aggressive,all,40,40,52,2,text_heldout_28444,long-text,16384,16437,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,29,53,2,text_heldout_28444,long-text,16384,16438,0.9999812245368958,0.006158039439469576,0.001953125,1.0,1.0,0.98046875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,29,53,2,text_heldout_28444,long-text,16384,16438,0.9999836683273315,0.005804403685033321,0.0009765625,1.0,1.0,0.9814453125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,29,53,2,text_heldout_28444,long-text,16384,16438,0.9999855160713196,0.00548349367454648,0.0009765625,1.0,1.0,0.9833984375
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,29,53,2,text_heldout_28444,long-text,16384,16438,0.9999874234199524,0.005197426769882441,0.0009765625,1.0,1.0,0.98486328125
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,29,53,2,text_heldout_28444,long-text,16384,16438,0.9999896287918091,0.004835556726902723,0.0009765625,1.0,1.0,0.98681640625
streak2_bucket8_m-0.75_refresh8,Balanced,all,29,29,53,2,text_heldout_28444,long-text,16384,16438,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,54,53,2,text_heldout_28444,long-text,16384,16438,0.9997779130935669,0.021219898015260696,0.01171875,1.0,0.990234375,0.94970703125
streak2_bucket8_m0,Aggressive,best1,1,54,53,2,text_heldout_28444,long-text,16384,16438,0.9998482465744019,0.017460620030760765,0.0078125,1.0,0.9921875,0.951171875
streak2_bucket8_m0,Aggressive,best2,2,54,53,2,text_heldout_28444,long-text,16384,16438,0.9998795986175537,0.015539410524070263,0.0068359375,1.0,0.9921875,0.95166015625
streak2_bucket8_m0,Aggressive,best4,4,54,53,2,text_heldout_28444,long-text,16384,16438,0.9999127388000488,0.013217181898653507,0.0048828125,1.0,0.9921875,0.95458984375
streak2_bucket8_m0,Aggressive,best8,8,54,53,2,text_heldout_28444,long-text,16384,16438,0.9999428987503052,0.010706791654229164,0.0029296875,1.0,0.994140625,0.96142578125
streak2_bucket8_m0,Aggressive,all,54,54,53,2,text_heldout_28444,long-text,16384,16438,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,13,54,2,text_heldout_28444,long-text,16384,16439,0.9999973773956299,0.002314566634595394,0.0009765625,1.0,1.0,0.99072265625
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,13,54,2,text_heldout_28444,long-text,16384,16439,0.9999982118606567,0.001918520894832909,0.00048828125,1.0,1.0,0.9912109375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,13,54,2,text_heldout_28444,long-text,16384,16439,0.9999983906745911,0.0018007608596235514,0.00048828125,1.0,1.0,0.99169921875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,13,54,2,text_heldout_28444,long-text,16384,16439,0.9999984502792358,0.0017893272452056408,0.00048828125,1.0,1.0,0.9931640625
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,13,54,2,text_heldout_28444,long-text,16384,16439,0.9999994039535522,0.0011866072891280055,0.00048828125,1.0,1.0,0.99609375
streak2_bucket8_m-0.75_refresh8,Balanced,all,13,13,54,2,text_heldout_28444,long-text,16384,16439,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,30,54,2,text_heldout_28444,long-text,16384,16439,0.9999872446060181,0.005046388134360313,0.00390625,1.0,0.99609375,0.97900390625
streak2_bucket8_m0,Aggressive,best1,1,30,54,2,text_heldout_28444,long-text,16384,16439,0.9999896883964539,0.004575386177748442,0.00390625,1.0,0.998046875,0.98095703125
streak2_bucket8_m0,Aggressive,best2,2,30,54,2,text_heldout_28444,long-text,16384,16439,0.9999898672103882,0.004517632070928812,0.00390625,1.0,0.998046875,0.9814453125
streak2_bucket8_m0,Aggressive,best4,4,30,54,2,text_heldout_28444,long-text,16384,16439,0.9999945163726807,0.0032927505671977997,0.00048828125,1.0,0.998046875,0.9833984375
streak2_bucket8_m0,Aggressive,best8,8,30,54,2,text_heldout_28444,long-text,16384,16439,0.9999970197677612,0.002441221149638295,0.00048828125,1.0,0.998046875,0.9853515625
streak2_bucket8_m0,Aggressive,all,30,30,54,2,text_heldout_28444,long-text,16384,16439,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,16,55,2,text_heldout_28444,long-text,16384,16440,0.9999979138374329,0.0020809504203498363,0.00048828125,1.0,1.0,0.986328125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,16,55,2,text_heldout_28444,long-text,16384,16440,0.9999979138374329,0.002026126254349947,0.00048828125,1.0,1.0,0.98828125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,16,55,2,text_heldout_28444,long-text,16384,16440,0.9999978542327881,0.0020701983012259007,0.00048828125,1.0,1.0,0.98876953125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,16,55,2,text_heldout_28444,long-text,16384,16440,0.9999979138374329,0.002064281376078725,0.00048828125,1.0,1.0,0.99169921875
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,16,55,2,text_heldout_28444,long-text,16384,16440,0.9999987483024597,0.001596328685991466,0.00048828125,1.0,1.0,0.9951171875
streak2_bucket8_m-0.75_refresh8,Balanced,all,16,16,55,2,text_heldout_28444,long-text,16384,16440,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,31,55,2,text_heldout_28444,long-text,16384,16440,0.9999922513961792,0.003948603756725788,0.0009765625,1.0,0.9921875,0.96923828125
streak2_bucket8_m0,Aggressive,best1,1,31,55,2,text_heldout_28444,long-text,16384,16440,0.9999934434890747,0.003648915095254779,0.0009765625,1.0,0.9921875,0.97021484375
streak2_bucket8_m0,Aggressive,best2,2,31,55,2,text_heldout_28444,long-text,16384,16440,0.9999942779541016,0.0034037737641483545,0.0009765625,1.0,0.9921875,0.97119140625
streak2_bucket8_m0,Aggressive,best4,4,31,55,2,text_heldout_28444,long-text,16384,16440,0.9999943971633911,0.0033686207607388496,0.0009765625,1.0,0.9921875,0.97216796875
streak2_bucket8_m0,Aggressive,best8,8,31,55,2,text_heldout_28444,long-text,16384,16440,0.9999946355819702,0.003299843519926071,0.0009765625,1.0,0.9921875,0.9755859375
streak2_bucket8_m0,Aggressive,all,31,31,55,2,text_heldout_28444,long-text,16384,16440,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best1,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best2,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best4,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,best8,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,all,0,0,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,25,56,2,text_heldout_28444,long-text,16384,16441,0.9999850988388062,0.005481410305947065,0.00390625,1.0,1.0,0.97900390625
streak2_bucket8_m0,Aggressive,best1,1,25,56,2,text_heldout_28444,long-text,16384,16441,0.9999902248382568,0.004434826783835888,0.001953125,1.0,1.0,0.98095703125
streak2_bucket8_m0,Aggressive,best2,2,25,56,2,text_heldout_28444,long-text,16384,16441,0.9999918937683105,0.004031178075820208,0.001953125,1.0,1.0,0.9814453125
streak2_bucket8_m0,Aggressive,best4,4,25,56,2,text_heldout_28444,long-text,16384,16441,0.9999945163726807,0.0033387094736099243,0.0009765625,1.0,1.0,0.98291015625
streak2_bucket8_m0,Aggressive,best8,8,25,56,2,text_heldout_28444,long-text,16384,16441,0.9999966621398926,0.002578027080744505,0.0009765625,1.0,1.0,0.986328125
streak2_bucket8_m0,Aggressive,all,25,25,56,2,text_heldout_28444,long-text,16384,16441,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,19,57,2,text_heldout_28444,long-text,16384,16442,0.9999934434890747,0.0036517607513815165,0.0009765625,1.0,1.0,0.9873046875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,19,57,2,text_heldout_28444,long-text,16384,16442,0.999994158744812,0.0034154849126935005,0.0009765625,1.0,1.0,0.98828125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,19,57,2,text_heldout_28444,long-text,16384,16442,0.999994695186615,0.003257035044953227,0.0009765625,1.0,1.0,0.9892578125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,19,57,2,text_heldout_28444,long-text,16384,16442,0.9999953508377075,0.003057831199839711,0.00048828125,1.0,1.0,0.990234375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,19,57,2,text_heldout_28444,long-text,16384,16442,0.999996542930603,0.0026257061399519444,0.00048828125,1.0,1.0,0.99267578125
streak2_bucket8_m-0.75_refresh8,Balanced,all,19,19,57,2,text_heldout_28444,long-text,16384,16442,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,43,57,2,text_heldout_28444,long-text,16384,16442,0.9999302625656128,0.011917329393327236,0.0078125,1.0,0.990234375,0.94873046875
streak2_bucket8_m0,Aggressive,best1,1,43,57,2,text_heldout_28444,long-text,16384,16442,0.999961793422699,0.00881018117070198,0.0048828125,1.0,0.994140625,0.9521484375
streak2_bucket8_m0,Aggressive,best2,2,43,57,2,text_heldout_28444,long-text,16384,16442,0.9999669194221497,0.008178068324923515,0.00390625,1.0,0.994140625,0.95263671875
streak2_bucket8_m0,Aggressive,best4,4,43,57,2,text_heldout_28444,long-text,16384,16442,0.9999713897705078,0.007584524806588888,0.00390625,1.0,0.994140625,0.9560546875
streak2_bucket8_m0,Aggressive,best8,8,43,57,2,text_heldout_28444,long-text,16384,16442,0.9999786019325256,0.006543631665408611,0.001953125,1.0,0.994140625,0.9599609375
streak2_bucket8_m0,Aggressive,all,43,43,57,2,text_heldout_28444,long-text,16384,16442,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,5,58,2,text_heldout_28444,long-text,16384,16443,0.9999918937683105,0.0040113613940775394,0.001953125,1.0,1.0,0.99609375
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,5,58,2,text_heldout_28444,long-text,16384,16443,0.9999988079071045,0.0015320184174925089,0.0009765625,1.0,1.0,0.99755859375
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,5,58,2,text_heldout_28444,long-text,16384,16443,0.9999995231628418,0.0009299429948441684,0.00048828125,1.0,1.0,0.998046875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,5,58,2,text_heldout_28444,long-text,16384,16443,0.9999995231628418,0.000999852200038731,0.00048828125,1.0,1.0,0.9990234375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,5,5,58,2,text_heldout_28444,long-text,16384,16443,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,all,5,5,58,2,text_heldout_28444,long-text,16384,16443,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,25,58,2,text_heldout_28444,long-text,16384,16443,0.9999731779098511,0.007328805513679981,0.00390625,0.9921875,0.994140625,0.97119140625
streak2_bucket8_m0,Aggressive,best1,1,25,58,2,text_heldout_28444,long-text,16384,16443,0.9999801516532898,0.006298686843365431,0.001953125,0.9921875,0.994140625,0.97216796875
streak2_bucket8_m0,Aggressive,best2,2,25,58,2,text_heldout_28444,long-text,16384,16443,0.9999810457229614,0.0061582946218550205,0.001953125,0.9921875,0.994140625,0.97265625
streak2_bucket8_m0,Aggressive,best4,4,25,58,2,text_heldout_28444,long-text,16384,16443,0.9999854564666748,0.0053985146805644035,0.001953125,1.0,0.998046875,0.98291015625
streak2_bucket8_m0,Aggressive,best8,8,25,58,2,text_heldout_28444,long-text,16384,16443,0.9999871253967285,0.005101123824715614,0.0009765625,1.0,1.0,0.9873046875
streak2_bucket8_m0,Aggressive,all,25,25,58,2,text_heldout_28444,long-text,16384,16443,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,23,59,2,text_heldout_28444,long-text,16384,16444,0.9999914765357971,0.00413503497838974,0.001953125,1.0,1.0,0.986328125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,23,59,2,text_heldout_28444,long-text,16384,16444,0.9999933242797852,0.0036433804780244827,0.00048828125,1.0,1.0,0.98681640625
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,23,59,2,text_heldout_28444,long-text,16384,16444,0.999994158744812,0.003451782511547208,0.0009765625,1.0,1.0,0.98779296875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,23,59,2,text_heldout_28444,long-text,16384,16444,0.9999954104423523,0.0030676797032356262,0.00048828125,1.0,1.0,0.9892578125
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,23,59,2,text_heldout_28444,long-text,16384,16444,0.9999978542327881,0.0020679740700870752,0.0009765625,1.0,1.0,0.99169921875
streak2_bucket8_m-0.75_refresh8,Balanced,all,23,23,59,2,text_heldout_28444,long-text,16384,16444,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,45,59,2,text_heldout_28444,long-text,16384,16444,0.9999375343322754,0.011440359987318516,0.0068359375,1.0,0.984375,0.95751953125
streak2_bucket8_m0,Aggressive,best1,1,45,59,2,text_heldout_28444,long-text,16384,16444,0.999962568283081,0.008736060932278633,0.00390625,1.0,0.98828125,0.95947265625
streak2_bucket8_m0,Aggressive,best2,2,45,59,2,text_heldout_28444,long-text,16384,16444,0.9999676942825317,0.008082661777734756,0.00390625,1.0,0.990234375,0.96142578125
streak2_bucket8_m0,Aggressive,best4,4,45,59,2,text_heldout_28444,long-text,16384,16444,0.9999756813049316,0.006989764049649239,0.0029296875,1.0,0.990234375,0.96240234375
streak2_bucket8_m0,Aggressive,best8,8,45,59,2,text_heldout_28444,long-text,16384,16444,0.9999816417694092,0.006075233221054077,0.001953125,1.0,0.994140625,0.9697265625
streak2_bucket8_m0,Aggressive,all,45,45,59,2,text_heldout_28444,long-text,16384,16444,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,12,60,2,text_heldout_28444,long-text,16384,16445,0.9999940395355225,0.0034466253127902746,0.001953125,1.0,1.0,0.99169921875
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,12,60,2,text_heldout_28444,long-text,16384,16445,0.9999942779541016,0.003389654913917184,0.001953125,1.0,1.0,0.9921875
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,12,60,2,text_heldout_28444,long-text,16384,16445,0.9999943971633911,0.0033616332802921534,0.001953125,1.0,1.0,0.99267578125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,12,60,2,text_heldout_28444,long-text,16384,16445,0.9999943375587463,0.0033762266393750906,0.001953125,1.0,1.0,0.99365234375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,12,60,2,text_heldout_28444,long-text,16384,16445,0.9999966621398926,0.0026177726686000824,0.00048828125,1.0,1.0,0.99560546875
streak2_bucket8_m-0.75_refresh8,Balanced,all,12,12,60,2,text_heldout_28444,long-text,16384,16445,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,30,60,2,text_heldout_28444,long-text,16384,16445,0.9999831914901733,0.005813070107251406,0.00390625,1.0,0.98828125,0.970703125
streak2_bucket8_m0,Aggressive,best1,1,30,60,2,text_heldout_28444,long-text,16384,16445,0.9999854564666748,0.0054139322601258755,0.00390625,1.0,0.990234375,0.9716796875
streak2_bucket8_m0,Aggressive,best2,2,30,60,2,text_heldout_28444,long-text,16384,16445,0.999985933303833,0.005343998782336712,0.00390625,1.0,0.990234375,0.97216796875
streak2_bucket8_m0,Aggressive,best4,4,30,60,2,text_heldout_28444,long-text,16384,16445,0.9999856352806091,0.0053649297915399075,0.00390625,1.0,0.990234375,0.97412109375
streak2_bucket8_m0,Aggressive,best8,8,30,60,2,text_heldout_28444,long-text,16384,16445,0.9999912977218628,0.004173883702605963,0.001953125,1.0,0.990234375,0.9775390625
streak2_bucket8_m0,Aggressive,all,30,30,60,2,text_heldout_28444,long-text,16384,16445,1.0000001192092896,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,16,61,2,text_heldout_28444,long-text,16384,16446,0.9999964833259583,0.002633398864418268,0.0009765625,1.0,1.0,0.986328125
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,16,61,2,text_heldout_28444,long-text,16384,16446,0.999997079372406,0.0024349901359528303,0.0009765625,1.0,1.0,0.98828125
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,16,61,2,text_heldout_28444,long-text,16384,16446,0.9999970197677612,0.0024299207143485546,0.0009765625,1.0,1.0,0.98876953125
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,16,61,2,text_heldout_28444,long-text,16384,16446,0.999997079372406,0.002415074035525322,0.0009765625,1.0,1.0,0.98974609375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,16,61,2,text_heldout_28444,long-text,16384,16446,0.9999971389770508,0.0023775144945830107,0.0009765625,1.0,1.0,0.9921875
streak2_bucket8_m-0.75_refresh8,Balanced,all,16,16,61,2,text_heldout_28444,long-text,16384,16446,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,32,61,2,text_heldout_28444,long-text,16384,16446,0.9999893307685852,0.004841351881623268,0.0009765625,1.0,0.9921875,0.966796875
streak2_bucket8_m0,Aggressive,best1,1,32,61,2,text_heldout_28444,long-text,16384,16446,0.9999938011169434,0.00351290893740952,0.0009765625,1.0,0.9921875,0.9677734375
streak2_bucket8_m0,Aggressive,best2,2,32,61,2,text_heldout_28444,long-text,16384,16446,0.9999937415122986,0.0035415724851191044,0.0009765625,1.0,0.9921875,0.96826171875
streak2_bucket8_m0,Aggressive,best4,4,32,61,2,text_heldout_28444,long-text,16384,16446,0.999994695186615,0.0032749308738857508,0.0009765625,1.0,0.994140625,0.97021484375
streak2_bucket8_m0,Aggressive,best8,8,32,61,2,text_heldout_28444,long-text,16384,16446,0.9999954700469971,0.0029897375497967005,0.0009765625,1.0,1.0,0.9794921875
streak2_bucket8_m0,Aggressive,all,32,32,61,2,text_heldout_28444,long-text,16384,16446,0.9999999403953552,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,16,62,2,text_heldout_28444,long-text,16384,16447,0.9999824166297913,0.006153940223157406,0.00390625,1.0,1.0,0.98583984375
streak2_bucket8_m-0.75_refresh8,Balanced,best1,1,16,62,2,text_heldout_28444,long-text,16384,16447,0.9999856352806091,0.005358175840228796,0.001953125,1.0,1.0,0.98681640625
streak2_bucket8_m-0.75_refresh8,Balanced,best2,2,16,62,2,text_heldout_28444,long-text,16384,16447,0.9999856948852539,0.005361758638173342,0.001953125,1.0,1.0,0.9873046875
streak2_bucket8_m-0.75_refresh8,Balanced,best4,4,16,62,2,text_heldout_28444,long-text,16384,16447,0.9999867677688599,0.005132249090820551,0.001953125,1.0,1.0,0.98974609375
streak2_bucket8_m-0.75_refresh8,Balanced,best8,8,16,62,2,text_heldout_28444,long-text,16384,16447,0.9999867081642151,0.005150764714926481,0.001953125,1.0,1.0,0.99267578125
streak2_bucket8_m-0.75_refresh8,Balanced,all,16,16,62,2,text_heldout_28444,long-text,16384,16447,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m0,Aggressive,0,0,31,62,2,text_heldout_28444,long-text,16384,16447,0.9999639987945557,0.009275849908590317,0.0078125,1.0,0.99609375,0.96484375
streak2_bucket8_m0,Aggressive,best1,1,31,62,2,text_heldout_28444,long-text,16384,16447,0.9999741315841675,0.007706148084253073,0.00390625,1.0,0.99609375,0.9658203125
streak2_bucket8_m0,Aggressive,best2,2,31,62,2,text_heldout_28444,long-text,16384,16447,0.9999774694442749,0.007375799119472504,0.00390625,1.0,0.99609375,0.97216796875
streak2_bucket8_m0,Aggressive,best4,4,31,62,2,text_heldout_28444,long-text,16384,16447,0.9999778270721436,0.007314779795706272,0.00390625,1.0,0.998046875,0.974609375
streak2_bucket8_m0,Aggressive,best8,8,31,62,2,text_heldout_28444,long-text,16384,16447,0.9999812841415405,0.006427704822272062,0.00390625,1.0,0.998046875,0.978515625
streak2_bucket8_m0,Aggressive,all,31,31,62,2,text_heldout_28444,long-text,16384,16447,1.0,0.0,0.0,1.0,1.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,0,0,41,63,2,text_heldout_28444,long-text,16384,16448,0.9999748468399048,0.007112958002835512,0.00390625,1.0,0.998046875,0.97119140625
