split,scope,method,base_context_length,layer,workload,observations,qk_reduction,top2048_recall,top128_recall,top512_recall,weighted_recall,teacher_attention_mass_ratio
test,pure_no_h56,raw_h8,8192,5,long-text,254,0.875,0.8233190821850394,0.9999692421259843,0.9975855068897638,0.9853970242194148,0.992550116887125
test,pure_no_h56,raw_h8,8192,8,long-code,254,0.875,0.7986704908956693,1.0,0.9980314960629921,0.9876396026035467,0.9924475823807527
test,pure_no_h56,raw_h8,8192,8,long-text,254,0.875,0.8206835168553149,1.0,0.9984313484251969,0.9863663586443375,0.9940283813941916
test,pure_no_h56,raw_h8,8192,11,long-code,254,0.875,0.844730407234252,1.0,0.9993387057086615,0.9784276439639792,0.9954605790375785
test,pure_no_h56,raw_h8,8192,11,long-text,254,0.875,0.8511703371062992,1.0,0.9994156003937008,0.9789580678627896,0.9961345839495335
test,pure_no_h56,raw_h8,8192,14,long-code,254,0.875,0.8324214905265748,0.9999077263779528,0.9960091658464567,0.9708708629910734,0.9902972730112765
test,pure_no_h56,raw_h8,8192,14,long-text,254,0.875,0.8230595626230315,0.9999077263779528,0.9973548228346457,0.9641240276596595,0.9913035345078064
test,pure_no_h56,raw_h8,8192,17,long-code,254,0.875,0.7896411325049213,0.9990157480314961,0.9886580339566929,0.9679742361646202,0.9835432687466724
test,pure_no_h56,raw_h8,8192,17,long-text,254,0.875,0.7593561608021654,0.9988312007874016,0.9819220595472441,0.9584233383449193,0.9817612802568687
test,pure_no_h56,raw_h8,8192,21,long-code,254,0.875,0.8369025282972441,0.9999692421259843,0.9981468380905512,0.9821323480896379,0.9834611741251985
test,pure_no_h56,raw_h8,8192,21,long-text,254,0.875,0.82325179933563,0.9999384842519685,0.9969242125984252,0.9541042806131447,0.9902554303535588
test,pure_no_h56,raw_h8,8192,25,long-code,254,0.875,0.8052276851624016,1.0,0.9958246186023622,0.964717948486422,0.9813189592214432
test,pure_no_h56,raw_h8,8192,25,long-text,254,0.875,0.7569954939714567,0.9999077263779528,0.9833369217519685,0.948165804155419,0.9824661925247884
test,pure_no_h56,raw_h8,16384,2,long-code,254,0.875,0.7176465612696851,0.9835445374015748,0.9436285063976378,0.9388606428137244,0.9853389654289151
test,pure_no_h56,raw_h8,16384,2,long-text,254,0.875,0.6822307917076772,0.9765625,0.9132781742125984,0.9086607146310169,0.9744984849767928
test,pure_no_h56,raw_h8,16384,5,long-code,254,0.875,0.8275367556594488,0.9998154527559056,0.9966473917322834,0.9463424756459962,0.9767323120394757
test,pure_no_h56,raw_h8,16384,5,long-text,254,0.875,0.7798312930610236,0.9960629921259843,0.9796536663385826,0.8938819430492925,0.9819997373278337
test,pure_no_h56,raw_h8,16384,8,long-code,254,0.875,0.8392958753690944,0.9999077263779528,0.9979853592519685,0.9517517787877967,0.9587583313829591
test,pure_no_h56,raw_h8,16384,8,long-text,254,0.875,0.7953255720964567,0.9976008858267716,0.9855514886811023,0.9026954594144286,0.948488108004115
test,pure_no_h56,raw_h8,16384,11,long-code,254,0.875,0.835814468503937,0.9999692421259843,0.9982391117125984,0.9412070935929254,0.9936200945697343
test,pure_no_h56,raw_h8,16384,11,long-text,254,0.875,0.8014137087844488,0.9995386318897638,0.9923720472440944,0.9137704205628082,0.9872535916820449
test,pure_no_h56,raw_h8,16384,14,long-code,254,0.875,0.7893143300935039,0.9994463582677166,0.9895423228346457,0.9070102834758055,0.9879134867268686
test,pure_no_h56,raw_h8,16384,14,long-text,254,0.875,0.7578413355068898,0.9961860236220472,0.9783695250984252,0.8741537925502424,0.9675768198383289
test,pure_no_h56,raw_h8,16384,17,long-code,254,0.875,0.7312127060777559,0.9980314960629921,0.9730791707677166,0.9103024324425003,0.9776826248427688
test,pure_no_h56,raw_h8,16384,17,long-text,254,0.875,0.6934478038877953,0.9943713090551181,0.950072281003937,0.8477820867614059,0.9625124279687629
test,pure_no_h56,raw_h8,16384,21,long-code,254,0.875,0.7826763964074803,0.9996924212598425,0.9905035063976378,0.9371866032907137,0.9563604117956384
test,pure_no_h56,raw_h8,16384,21,long-text,254,0.875,0.78760726808563,0.9995386318897638,0.989503875492126,0.8918495205115269,0.9848920430948771
test,pure_no_h56,raw_h8,16384,25,long-code,254,0.875,0.7850216843011811,0.9992925688976378,0.9896961122047244,0.8964259447488243,0.9593371110535881
test,pure_no_h56,raw_h8,16384,25,long-text,254,0.875,0.7393904558316929,0.9972010334645669,0.976324126476378,0.8542604402672083,0.9860066882084205
test,pure_no_h56,raw_h8,32768,2,long-code,254,0.875,0.6558962844488189,0.9713336614173228,0.9054656742125984,0.8682277907634361,0.9786448237955796
test,pure_no_h56,raw_h8,32768,2,long-text,254,0.875,0.6338621124507874,0.961429625984252,0.8796059916338582,0.8390938179692433,0.9672335627517621
test,pure_no_h56,raw_h8,32768,5,long-code,254,0.875,0.7636449618602362,0.996831938976378,0.9812453863188977,0.8889172530147197,0.9701713642922897
test,pure_no_h56,raw_h8,32768,5,long-text,254,0.875,0.7216527743602362,0.991941437007874,0.9561854084645669,0.8258128908673669,0.9681352631046951
test,pure_no_h56,raw_h8,32768,8,long-code,254,0.875,0.7349459430364174,0.9964320866141733,0.969964936023622,0.8434827221785938,0.9358367634493607
test,pure_no_h56,raw_h8,32768,8,long-text,254,0.875,0.7074733944389764,0.989142470472441,0.9496570497047244,0.7969025655404036,0.9292831209399954
test,pure_no_h56,raw_h8,32768,11,long-code,254,0.875,0.7637737604576772,0.9986466535433071,0.983644500492126,0.8684230121531858,0.9922975483640357
test,pure_no_h56,raw_h8,32768,11,long-text,254,0.875,0.7204878198818898,0.9948019192913385,0.9626830093503937,0.8321529027863205,0.9818927640856513
test,pure_no_h56,raw_h8,32768,14,long-code,254,0.875,0.7159010519192913,0.9975393700787402,0.9659664124015748,0.8292429757792338,0.967240330684358
test,pure_no_h56,raw_h8,32768,14,long-text,254,0.875,0.690679595226378,0.9794537401574803,0.938968688484252,0.795520271109516,0.9364317910358033
test,pure_no_h56,raw_h8,32768,17,long-code,254,0.875,0.6879075418307087,0.9951094980314961,0.9533172367125984,0.8524239543911175,0.9718560462666108
test,pure_no_h56,raw_h8,32768,17,long-text,254,0.875,0.646734282726378,0.9884657972440944,0.9234744094488189,0.7756027378013147,0.9612700549249458
test,pure_no_h56,raw_h8,32768,21,long-code,254,0.875,0.7309185839074803,0.9978469488188977,0.9742787278543307,0.860989316718501,0.9532700433060384
test,pure_no_h56,raw_h8,32768,21,long-text,254,0.875,0.7257570281742126,0.9980007381889764,0.9730176550196851,0.8283928646964434,0.9651954568182292
test,pure_no_h56,raw_h8,32768,25,long-code,254,0.875,0.68213851808563,0.9946481299212598,0.9484498031496063,0.7914691446240707,0.9629713596258326
test,pure_no_h56,raw_h8,32768,25,long-text,254,0.875,0.6409383458415354,0.9901574803149606,0.9266117125984252,0.7573128662265781,0.9664539814068811
test,pure_no_h56,t1_global,8192,2,long-code,254,0.875,0.8397111066683071,1.0,0.9979853592519685,0.9885242670012183,0.9983883860558544
test,pure_no_h56,t1_global,8192,2,long-text,254,0.875,0.8299051119586615,0.9999692421259843,0.9967781126968503,0.9899068598884337,0.9974980719040961
test,pure_no_h56,t1_global,8192,5,long-code,254,0.875,0.8782488004429134,1.0,0.9999615526574803,0.9923261581574853,0.9961619125095958
test,pure_no_h56,t1_global,8192,5,long-text,254,0.875,0.8725758950541339,0.9999692421259843,0.9988619586614174,0.9903009126294419,0.9962905065326111
test,pure_no_h56,t1_global,8192,8,long-code,254,0.875,0.8618663877952756,1.0,0.9998462106299213,0.9923271655761005,0.9972888217345439
test,pure_no_h56,t1_global,8192,8,long-text,254,0.875,0.8705266516978346,1.0,0.9983852116141733,0.9907224029868689,0.9964665356032043
test,pure_no_h56,t1_global,8192,11,long-code,254,0.875,0.8863400436761811,1.0,0.9999769315944882,0.9854076960686083,0.9988283503712027
test,pure_no_h56,t1_global,8192,11,long-text,254,0.875,0.8924877737450787,1.0,0.9999615526574803,0.9856392436416458,0.9989400876369767
test,pure_no_h56,t1_global,8192,14,long-code,254,0.875,0.876339889886811,0.9999692421259843,0.9997923843503937,0.9804237754296715,0.9970020855601854
test,pure_no_h56,t1_global,8192,14,long-text,254,0.875,0.8754421444389764,1.0,0.9999077263779528,0.9771563395361337,0.9978946754273014
test,pure_no_h56,t1_global,8192,17,long-code,254,0.875,0.8449630136564961,0.9999077263779528,0.9981083907480315,0.9780178980814702,0.996172562287866
test,pure_no_h56,t1_global,8192,17,long-text,254,0.875,0.8322465551181102,1.0,0.998169906496063,0.9742807728298342,0.9944361671451843
test,pure_no_h56,t1_global,8192,21,long-code,254,0.875,0.8759381151574803,1.0,0.9998615895669292,0.9873920954418065,0.9930671395594205
test,pure_no_h56,t1_global,8192,21,long-text,254,0.875,0.8605514886811023,1.0,0.9996385949803149,0.9652518427953618,0.9969416284529764
test,pure_no_h56,t1_global,8192,25,long-code,254,0.875,0.8648518239419292,1.0,0.9998692790354331,0.9786628235267542,0.9926535017596745
test,pure_no_h56,t1_global,8192,25,long-text,254,0.875,0.840084045890748,1.0,0.9993387057086615,0.9698413115010949,0.9947865688892691
test,pure_no_h56,t1_global,16384,2,long-code,254,0.875,0.8133669875738189,0.9994771161417323,0.9927795890748031,0.9693565658771679,0.9983806675318708
test,pure_no_h56,t1_global,16384,2,long-text,254,0.875,0.7993933009350394,0.9994771161417323,0.988888718011811,0.954843967769441,0.994262566468776
test,pure_no_h56,t1_global,16384,5,long-code,254,0.875,0.8694482037401575,1.0,0.9996155265748031,0.9623809612983932,0.9874937008365764
test,pure_no_h56,t1_global,16384,5,long-text,254,0.875,0.8311988650344488,0.9980930118110236,0.9918260949803149,0.9245396384673049,0.9863791067692792
test,pure_no_h56,t1_global,16384,8,long-code,254,0.875,0.870847687007874,0.999876968503937,0.9993387057086615,0.9632755267088866,0.9882116498263
test,pure_no_h56,t1_global,16384,8,long-text,254,0.875,0.840576171875,0.9985851377952756,0.9940329724409449,0.9291818156541893,0.9792772917373584
test,pure_no_h56,t1_global,16384,11,long-code,254,0.875,0.8767647330216536,1.0,0.9998923474409449,0.9589121474897278,0.9998307890284577
test,pure_no_h56,t1_global,16384,11,long-text,254,0.875,0.844841904527559,0.9999692421259843,0.9984390378937008,0.9368862338614676,0.9961200209173816
test,pure_no_h56,t1_global,16384,14,long-code,254,0.875,0.8359528789370079,0.9999077263779528,0.9978315698818898,0.9325801796988021,0.9938751171761898
test,pure_no_h56,t1_global,16384,14,long-text,254,0.875,0.813472717765748,0.9992002952755905,0.9944020669291339,0.9096413735768355,0.9881007031286841
test,pure_no_h56,t1_global,16384,17,long-code,254,0.875,0.8006793645423228,0.9996924212598425,0.9954093873031497,0.9388225383096995,0.9914098672261853
test,pure_no_h56,t1_global,16384,17,long-text,254,0.875,0.7681567575049213,0.999507874015748,0.9873969611220472,0.893232071710583,0.9806275471547808
test,pure_no_h56,t1_global,16384,21,long-code,254,0.875,0.8358855960875984,1.0,0.9991003321850394,0.9560654033520153,0.9760468036865486
test,pure_no_h56,t1_global,16384,21,long-text,254,0.875,0.8226654773622047,0.9999692421259843,0.997316375492126,0.9138258578454882,0.9913936517845406
test,pure_no_h56,t1_global,16384,25,long-code,254,0.875,0.832767516609252,0.9988004429133859,0.9974240280511811,0.9252074850593575,0.9624247652982066
test,pure_no_h56,t1_global,16384,25,long-text,254,0.875,0.8162486158956693,0.9986774114173228,0.9954709030511811,0.904842241757749,0.9874749418181731
test,pure_no_h56,t1_global,32768,2,long-code,254,0.875,0.7683182363435039,0.9987081692913385,0.9833215428149606,0.9268451331431359,0.9981310899747384
test,pure_no_h56,t1_global,32768,2,long-text,254,0.875,0.7642505075049213,0.9977546751968503,0.9791077140748031,0.9140520010841842,0.992111183680904
test,pure_no_h56,t1_global,32768,5,long-code,254,0.875,0.8131612942913385,0.999876968503937,0.9957707923228346,0.9180830095462676,0.9875764520652391
test,pure_no_h56,t1_global,32768,5,long-text,254,0.875,0.7771322896161418,0.9911417322834646,0.9741018700787402,0.8662393217715129,0.9794024885724016
test,pure_no_h56,t1_global,32768,8,long-code,254,0.875,0.7807155819389764,0.99732406496063,0.9855207308070866,0.8759515893296571,0.9718766100883683
test,pure_no_h56,t1_global,32768,8,long-text,254,0.875,0.7643350916584646,0.991326279527559,0.9695497047244095,0.8410459392383449,0.965400932309582
test,pure_no_h56,t1_global,32768,11,long-code,254,0.875,0.8184189683809056,0.9997846948818898,0.9962936761811023,0.9049260751975073,1.000401249489377
test,pure_no_h56,t1_global,32768,11,long-text,254,0.875,0.790402389886811,0.9992310531496063,0.9895884596456693,0.8822095121975388,0.9965298731769394
test,pure_no_h56,t1_global,32768,14,long-code,254,0.875,0.7739104023129921,0.9994156003937008,0.9884504183070866,0.8714332878780777,0.9859346184738423
test,pure_no_h56,t1_global,32768,14,long-text,254,0.875,0.7623954232283464,0.995232529527559,0.9773852731299213,0.8520353392140673,0.9768023096451847
test,pure_no_h56,t1_global,32768,17,long-code,254,0.875,0.754146545890748,0.9989849901574803,0.9852515994094488,0.8901918737034359,0.9780932540687038
test,pure_no_h56,t1_global,32768,17,long-text,254,0.875,0.7354207677165354,0.9983390748031497,0.977416031003937,0.8422930243596728,0.9758906050003534
test,pure_no_h56,t1_global,32768,21,long-code,254,0.875,0.7840412770669292,0.9996924212598425,0.9932486466535433,0.8943122375322144,0.9727006698206102
test,pure_no_h56,t1_global,32768,21,long-text,254,0.875,0.7779915877214567,0.9998154527559056,0.9913724163385826,0.866485859780828,0.9774482540119978
test,pure_no_h56,t1_global,32768,25,long-code,254,0.875,0.7526048074557087,0.9976316437007874,0.9835752952755905,0.8466709001138519,0.9782180861079965
test,pure_no_h56,t1_global,32768,25,long-text,254,0.875,0.7411263533464567,0.9968934547244095,0.9829216904527559,0.8361711072227154,0.9721881863947174
test,pure_no_h56,t1_layer,8192,2,long-code,254,0.875,0.8407414954478346,1.0,0.9981468380905512,0.9886144262823141,0.998516306692509
test,pure_no_h56,t1_layer,8192,2,long-text,254,0.875,0.8315660371555118,1.0,0.9970472440944882,0.990046439619141,0.9976707733637749
test,pure_no_h56,t1_layer,8192,5,long-code,254,0.875,0.8791350116879921,1.0,0.9999615526574803,0.9923668950520944,0.9962405007510586
test,pure_no_h56,t1_layer,8192,5,long-text,254,0.875,0.8728796290600394,0.9999692421259843,0.9985774483267716,0.9902749566480741,0.9962607831962241
test,pure_no_h56,t1_layer,8192,8,long-code,254,0.875,0.8540481206938977,1.0,0.9999615526574803,0.9920182992803521,0.9965518719424451
test,pure_no_h56,t1_layer,8192,8,long-text,254,0.875,0.865964874507874,1.0,0.9994694266732284,0.9906361834819053,0.9963880559353324
test,pure_no_h56,t1_layer,8192,11,long-code,254,0.875,0.8844542015255905,1.0,0.9999692421259843,0.9851973525563862,0.9984962556673067
test,pure_no_h56,t1_layer,8192,11,long-text,254,0.875,0.8904923566683071,1.0,0.9999769315944882,0.9855005607413162,0.9986978717673876
test,pure_no_h56,t1_layer,8192,14,long-code,254,0.875,0.8758073941929134,0.9999692421259843,0.9997923843503937,0.9804364578041025,0.9966704539147383
test,pure_no_h56,t1_layer,8192,14,long-text,254,0.875,0.8737446942667323,1.0,0.9999077263779528,0.9768454592574503,0.9975817793069576
test,pure_no_h56,t1_layer,8192,17,long-code,254,0.875,0.8438960999015748,0.9999077263779528,0.9981391486220472,0.9779729713504256,0.9958047867601266
test,pure_no_h56,t1_layer,8192,17,long-text,254,0.875,0.8292438176673228,1.0,0.9979930487204725,0.973803385363544,0.993399568147934
test,pure_no_h56,t1_layer,8192,21,long-code,254,0.875,0.8733352300688977,1.0,0.9998231422244095,0.9873397190159776,0.9909061996506601
test,pure_no_h56,t1_layer,8192,21,long-text,254,0.875,0.8576487143208661,1.0,0.9995847687007874,0.9645726202329521,0.9955343071365707
test,pure_no_h56,t1_layer,8192,25,long-code,254,0.875,0.860720656988189,1.0,0.9998154527559056,0.9777946311748574,0.991323643688861
test,pure_no_h56,t1_layer,8192,25,long-text,254,0.875,0.8318697711614174,1.0,0.9992002952755905,0.9680789978774456,0.9931383495067787
test,pure_no_h56,t1_layer,16384,2,long-code,254,0.875,0.814574234128937,0.9994156003937008,0.9931640625,0.9695860569045859,0.9982937575784034
test,pure_no_h56,t1_layer,16384,2,long-text,254,0.875,0.8011714905265748,0.9992310531496063,0.9895423228346457,0.9527427201823145,0.9922897119055242
test,pure_no_h56,t1_layer,16384,5,long-code,254,0.875,0.8695250984251969,1.0,0.9996001476377953,0.9623702751316181,0.9876825575533932
test,pure_no_h56,t1_layer,16384,5,long-text,254,0.875,0.8313276636318898,0.9979699803149606,0.9917338213582677,0.9245466807305652,0.9863903920160773
test,pure_no_h56,t1_layer,16384,8,long-code,254,0.875,0.8712379275344488,0.9999692421259843,0.9995617002952756,0.9640301979110222,0.9830631255015554
test,pure_no_h56,t1_layer,16384,8,long-text,254,0.875,0.8397437869094488,0.9991695374015748,0.9952863558070866,0.9293878125311489,0.976515606761174
test,pure_no_h56,t1_layer,16384,11,long-code,254,0.875,0.8757900928887795,1.0,0.9999231053149606,0.9586136752585229,0.9993650783876628
test,pure_no_h56,t1_layer,16384,11,long-text,254,0.875,0.8440902589812992,1.0,0.9984313484251969,0.9366459921011134,0.9953449898765111
test,pure_no_h56,t1_layer,16384,14,long-code,254,0.875,0.8361547274852362,0.9999077263779528,0.9979084645669292,0.9328277286350622,0.9937478694354127
test,pure_no_h56,t1_layer,16384,14,long-text,254,0.875,0.8127249169537402,0.9991695374015748,0.9943328617125984,0.9093234259846537,0.9868329915358515
test,pure_no_h56,t1_layer,16384,17,long-code,254,0.875,0.7995893823818898,0.9998462106299213,0.9954247662401575,0.9386560376330053,0.9921141420298266
test,pure_no_h56,t1_layer,16384,17,long-text,254,0.875,0.7667841873769685,0.999507874015748,0.9872739296259843,0.8925920327252046,0.9804837581388347
test,pure_no_h56,t1_layer,16384,21,long-code,254,0.875,0.8290304349163385,1.0,0.9985774483267716,0.9543645260313735,0.9712734302717978
test,pure_no_h56,t1_layer,16384,21,long-text,254,0.875,0.823980376476378,0.9999692421259843,0.9975931963582677,0.9146157241021091,0.9905706769624399
test,pure_no_h56,t1_layer,16384,25,long-code,254,0.875,0.8324906957431102,0.9997231791338582,0.9978315698818898,0.9253599851609325,0.9650881961494503
test,pure_no_h56,t1_layer,16384,25,long-text,254,0.875,0.8112639179379921,0.9995386318897638,0.9957554133858267,0.9022691808534385,0.9918678030841297
test,pure_no_h56,t1_layer,32768,2,long-code,254,0.875,0.76929672121063,0.9982775590551181,0.9836060531496063,0.9255468591772397,0.9946428358762269
test,pure_no_h56,t1_layer,32768,2,long-text,254,0.875,0.7658018577755905,0.9974470964566929,0.9798074557086615,0.9128998296651035,0.9888597315830773
test,pure_no_h56,t1_layer,32768,5,long-code,254,0.875,0.8130151943897638,0.9999077263779528,0.9957631028543307,0.91793403932563,0.9878726018396495
test,pure_no_h56,t1_layer,32768,5,long-text,254,0.875,0.7769881120816929,0.9906188484251969,0.973509781003937,0.8659440167937446,0.9797696827433995
test,pure_no_h56,t1_layer,32768,8,long-code,254,0.875,0.7812980591781497,0.9986774114173228,0.9880736343503937,0.8774371581209441,0.9719609476479872
test,pure_no_h56,t1_layer,32768,8,long-text,254,0.875,0.7625472902312992,0.9952632874015748,0.9733329232283464,0.8413568969960055,0.9661709520856188
test,pure_no_h56,t1_layer,32768,11,long-code,254,0.875,0.8168061023622047,0.999753937007874,0.9964090182086615,0.9040916564927187,1.0005484585011293
test,pure_no_h56,t1_layer,32768,11,long-text,254,0.875,0.7874419445127953,0.9992310531496063,0.9894346702755905,0.8804192295515093,0.9946001059459858
test,pure_no_h56,t1_layer,32768,14,long-code,254,0.875,0.7740430456446851,0.9995693897637795,0.9887887549212598,0.8716636648849377,0.9858158983943595
test,pure_no_h56,t1_layer,32768,14,long-text,254,0.875,0.7610190083661418,0.9952940452755905,0.9772084153543307,0.8511732245124867,0.9764938699475599
test,pure_no_h56,t1_layer,32768,17,long-code,254,0.875,0.7539139394685039,0.9991695374015748,0.9857437253937008,0.8904648259561253,0.9796100523464542
test,pure_no_h56,t1_layer,32768,17,long-text,254,0.875,0.7328255720964567,0.9983083169291339,0.9767085999015748,0.8405990369169763,0.9759250437828855
test,pure_no_h56,t1_layer,32768,21,long-code,254,0.875,0.7810385396161418,0.9998462106299213,0.9927257627952756,0.8930084121457047,0.9679827707154577
test,pure_no_h56,t1_layer,32768,21,long-text,254,0.875,0.7756597563976378,0.9997846948818898,0.9914954478346457,0.8650392084183154,0.9744309942683139
test,pure_no_h56,t1_layer,32768,25,long-code,254,0.875,0.7514859897883859,0.999138779527559,0.9843673105314961,0.8464203670525968,0.9798391140194066
test,pure_no_h56,t1_layer,32768,25,long-text,254,0.875,0.7339770700049213,0.9990157480314961,0.982306532972441,0.8317446173290132,0.9797162957808501
test,pure_no_h56,t2_residual_layer,8192,2,long-code,254,0.875,0.8407414954478346,1.0,0.9981468380905512,0.9886144262823141,0.998516306692509
test,pure_no_h56,t2_residual_layer,8192,2,long-text,254,0.875,0.8315660371555118,1.0,0.9970472440944882,0.990046439619141,0.9976707733637749
test,pure_no_h56,t2_residual_layer,8192,5,long-code,254,0.875,0.8791350116879921,1.0,0.9999615526574803,0.9923668950520944,0.9962405007510586
test,pure_no_h56,t2_residual_layer,8192,5,long-text,254,0.875,0.8728796290600394,0.9999692421259843,0.9985774483267716,0.9902749566480741,0.9962607831962241
test,pure_no_h56,t2_residual_layer,8192,8,long-code,254,0.875,0.8540481206938977,1.0,0.9999615526574803,0.9920182992803521,0.9965518719424451
test,pure_no_h56,t2_residual_layer,8192,8,long-text,254,0.875,0.865964874507874,1.0,0.9994694266732284,0.9906361834819053,0.9963880559353324
test,pure_no_h56,t2_residual_layer,8192,11,long-code,254,0.875,0.8844542015255905,1.0,0.9999692421259843,0.9851973525563862,0.9984962556673067
test,pure_no_h56,t2_residual_layer,8192,11,long-text,254,0.875,0.8904923566683071,1.0,0.9999769315944882,0.9855005607413162,0.9986978717673876
test,pure_no_h56,t2_residual_layer,8192,14,long-code,254,0.875,0.8758073941929134,0.9999692421259843,0.9997923843503937,0.9804364578041025,0.9966704539147383
test,pure_no_h56,t2_residual_layer,8192,14,long-text,254,0.875,0.8737446942667323,1.0,0.9999077263779528,0.9768454592574503,0.9975817793069576
test,pure_no_h56,t2_residual_layer,8192,17,long-code,254,0.875,0.8438960999015748,0.9999077263779528,0.9981391486220472,0.9779729713504256,0.9958047867601266
test,pure_no_h56,t2_residual_layer,8192,17,long-text,254,0.875,0.8292438176673228,1.0,0.9979930487204725,0.973803385363544,0.993399568147934
test,pure_no_h56,t2_residual_layer,8192,21,long-code,254,0.875,0.8733352300688977,1.0,0.9998231422244095,0.9873397190159776,0.9909061996506601
test,pure_no_h56,t2_residual_layer,8192,21,long-text,254,0.875,0.8576487143208661,1.0,0.9995847687007874,0.9645726202329521,0.9955343071365707
test,pure_no_h56,t2_residual_layer,8192,25,long-code,254,0.875,0.860720656988189,1.0,0.9998154527559056,0.9777946311748574,0.991323643688861
test,pure_no_h56,t2_residual_layer,8192,25,long-text,254,0.875,0.8318697711614174,1.0,0.9992002952755905,0.9680789978774456,0.9931383495067787
test,pure_no_h56,t2_residual_layer,16384,2,long-code,254,0.875,0.814574234128937,0.9994156003937008,0.9931640625,0.9695860569045859,0.9982937575784034
test,pure_no_h56,t2_residual_layer,16384,2,long-text,254,0.875,0.8011714905265748,0.9992310531496063,0.9895423228346457,0.9527427201823145,0.9922897119055242
test,pure_no_h56,t2_residual_layer,16384,5,long-code,254,0.875,0.8695250984251969,1.0,0.9996001476377953,0.9623702751316181,0.9876825575533932
test,pure_no_h56,t2_residual_layer,16384,5,long-text,254,0.875,0.8313276636318898,0.9979699803149606,0.9917338213582677,0.9245466807305652,0.9863903920160773
test,pure_no_h56,t2_residual_layer,16384,8,long-code,254,0.875,0.8712379275344488,0.9999692421259843,0.9995617002952756,0.9640301979110222,0.9830631255015554
test,pure_no_h56,t2_residual_layer,16384,8,long-text,254,0.875,0.8397437869094488,0.9991695374015748,0.9952863558070866,0.9293878125311489,0.976515606761174
test,pure_no_h56,t2_residual_layer,16384,11,long-code,254,0.875,0.8757900928887795,1.0,0.9999231053149606,0.9586136752585229,0.9993650783876628
test,pure_no_h56,t2_residual_layer,16384,11,long-text,254,0.875,0.8440902589812992,1.0,0.9984313484251969,0.9366459921011134,0.9953449898765111
test,pure_no_h56,t2_residual_layer,16384,14,long-code,254,0.875,0.8361547274852362,0.9999077263779528,0.9979084645669292,0.9328277286350622,0.9937478694354127
test,pure_no_h56,t2_residual_layer,16384,14,long-text,254,0.875,0.8127249169537402,0.9991695374015748,0.9943328617125984,0.9093234259846537,0.9868329915358515
test,pure_no_h56,t2_residual_layer,16384,17,long-code,254,0.875,0.7995893823818898,0.9998462106299213,0.9954247662401575,0.9386560376330053,0.9921141420298266
test,pure_no_h56,t2_residual_layer,16384,17,long-text,254,0.875,0.7667841873769685,0.999507874015748,0.9872739296259843,0.8925920327252046,0.9804837581388347
test,pure_no_h56,t2_residual_layer,16384,21,long-code,254,0.875,0.8290304349163385,1.0,0.9985774483267716,0.9543645260313735,0.9712734302717978
test,pure_no_h56,t2_residual_layer,16384,21,long-text,254,0.875,0.823980376476378,0.9999692421259843,0.9975931963582677,0.9146157241021091,0.9905706769624399
test,pure_no_h56,t2_residual_layer,16384,25,long-code,254,0.875,0.8324906957431102,0.9997231791338582,0.9978315698818898,0.9253599851609325,0.9650881961494503
test,pure_no_h56,t2_residual_layer,16384,25,long-text,254,0.875,0.8112639179379921,0.9995386318897638,0.9957554133858267,0.9022691808534385,0.9918678030841297
test,pure_no_h56,t2_residual_layer,32768,2,long-code,254,0.875,0.76929672121063,0.9982775590551181,0.9836060531496063,0.9255468591772397,0.9946428358762269
test,pure_no_h56,t2_residual_layer,32768,2,long-text,254,0.875,0.7658018577755905,0.9974470964566929,0.9798074557086615,0.9128998296651035,0.9888597315830773
test,pure_no_h56,t2_residual_layer,32768,5,long-code,254,0.875,0.8130151943897638,0.9999077263779528,0.9957631028543307,0.91793403932563,0.9878726018396495
test,pure_no_h56,t2_residual_layer,32768,5,long-text,254,0.875,0.7769881120816929,0.9906188484251969,0.973509781003937,0.8659440167937446,0.9797696827433995
test,pure_no_h56,t2_residual_layer,32768,8,long-code,254,0.875,0.7812980591781497,0.9986774114173228,0.9880736343503937,0.8774371581209441,0.9719609476479872
test,pure_no_h56,t2_residual_layer,32768,8,long-text,254,0.875,0.7625472902312992,0.9952632874015748,0.9733329232283464,0.8413568969960055,0.9661709520856188
test,pure_no_h56,t2_residual_layer,32768,11,long-code,254,0.875,0.8168061023622047,0.999753937007874,0.9964090182086615,0.9040916564927187,1.0005484585011293
test,pure_no_h56,t2_residual_layer,32768,11,long-text,254,0.875,0.7874419445127953,0.9992310531496063,0.9894346702755905,0.8804192295515093,0.9946001059459858
test,pure_no_h56,t2_residual_layer,32768,14,long-code,254,0.875,0.7740430456446851,0.9995693897637795,0.9887887549212598,0.8716636648849377,0.9858158983943595
test,pure_no_h56,t2_residual_layer,32768,14,long-text,254,0.875,0.7610190083661418,0.9952940452755905,0.9772084153543307,0.8511732245124867,0.9764938699475599
test,pure_no_h56,t2_residual_layer,32768,17,long-code,254,0.875,0.7539139394685039,0.9991695374015748,0.9857437253937008,0.8904648259561253,0.9796100523464542
test,pure_no_h56,t2_residual_layer,32768,17,long-text,254,0.875,0.7328255720964567,0.9983083169291339,0.9767085999015748,0.8405990369169763,0.9759250437828855
test,pure_no_h56,t2_residual_layer,32768,21,long-code,254,0.875,0.7810385396161418,0.9998462106299213,0.9927257627952756,0.8930084121457047,0.9679827707154577
