split,scope,method,base_context_length,layer,workload,observations,qk_reduction,top2048_recall,top128_recall,top512_recall,weighted_recall,teacher_attention_mass_ratio
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,8192,17,long-text,254,0.013695102730461898,0.9979622908464567,1.0,0.9999692421259843,0.9996627437954013,0.9999508949724034
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,8192,21,long-code,254,0.014658163103549624,0.9935773714320866,1.0,1.0,0.9993808266051548,0.9995372766387903
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,8192,21,long-text,254,0.013862555968176439,0.9983698326771654,1.0,1.0,0.9997233954103634,0.9999280400198374
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,8192,25,long-code,254,0.061582001792643996,0.9902497539370079,1.0,1.0,0.9989279367868598,0.9995462099526223
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,8192,25,long-text,254,0.01548127362233613,0.9961975578248031,1.0,1.0,0.9995405009786659,0.9998856529099357
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,2,long-code,254,0.2568144748021057,0.9817567359744095,1.0,0.9994002214566929,0.996359927629417,0.9991839069381218
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,2,long-text,254,0.23822432089136905,0.9867664247047244,1.0,0.9994463582677166,0.9972408430199292,0.998982958709088
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,5,long-code,254,0.4402387134848468,0.9873565914124016,1.0,0.9996462844488189,0.9960566144650725,0.9983018338057987
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,5,long-text,254,0.3431057093903857,0.9859513410433071,0.9998154527559056,0.9986005167322834,0.9928376328873945,0.9964675214378611
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,8,long-code,254,0.4974762052725689,0.9927315298966536,1.0,0.9998308316929134,0.9976335683083256,0.9983690346759162
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,8,long-text,254,0.45031855828052425,0.9794710414616141,0.9993540846456693,0.9965474286417323,0.9881373279886125,0.9921325781412967
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,11,long-code,254,0.32952617133428685,0.9924777774360236,1.0,0.9998923474409449,0.9972976022837725,0.9997744239806872
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,11,long-text,254,0.2237426711776836,0.9907476470226378,0.9999077263779528,0.9997923843503937,0.9962345817722347,0.9992252655822628
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,14,long-code,254,0.25009026657225847,0.9899056502214567,0.9999692421259843,0.9995770792322834,0.995582447262453,0.9995497800423422
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,14,long-text,254,0.20599275331864597,0.9874123400590551,0.9999077263779528,0.9988312007874016,0.9931077225180189,0.9998437613849075
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,17,long-code,254,0.15665222652115776,0.9711395023375984,1.0,0.9998000738188977,0.9934172498647573,0.9991112096467974
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,17,long-text,254,0.10550183825600865,0.9864453893946851,0.9999077263779528,0.9991157111220472,0.9943157869380809,0.999197743320229
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,21,long-code,254,0.08184647108049299,0.9747054933562992,1.0,0.9999923105314961,0.9946658809858804,0.9990184121045788
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,21,long-text,254,0.1209684400773772,0.986937515378937,1.0,0.9997923843503937,0.9936868162338526,0.9985115413654676
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,25,long-code,254,0.4176793818080447,0.9927622877706693,0.9999692421259843,0.9996385949803149,0.9964039129921566,0.997085202952333
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,16384,25,long-text,254,0.3572701307518633,0.9881486066683071,0.9998462106299213,0.9981007012795275,0.9931669669511962,0.9941729573490681
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,2,long-code,254,0.5070519464841625,0.9597437100147638,0.9992002952755905,0.9941867618110236,0.9864181245709306,0.9966377001139073
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,2,long-text,254,0.4883088752712156,0.9568217119832677,0.9992925688976378,0.9930102731299213,0.9829642483912518,0.9924486313264219
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,5,long-code,254,0.5763840746989924,0.9571908064714567,0.9993540846456693,0.9943251722440944,0.9779422471917458,0.9989348394036212
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,5,long-text,254,0.5146916800852911,0.9410506120816929,0.9967089074803149,0.9851747047244095,0.9601190004302262,0.9927977724942693
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,8,long-code,254,0.5537658087797427,0.9402316836860236,0.9944328248031497,0.983890563484252,0.9603882176500457,0.9966283768852296
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,8,long-text,254,0.5328994122151357,0.9227573665108267,0.9862512303149606,0.9713797982283464,0.9402165872079947,0.9907361916292728
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,11,long-code,254,0.4706637784988416,0.9717412032480315,0.9997846948818898,0.9966320127952756,0.9833769402407102,0.9972751881169609
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,11,long-text,254,0.43104345759391755,0.9611220472440944,0.9997231791338582,0.9942175196850394,0.9762672527319536,0.9978358554367422
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,14,long-code,254,0.35504262546831766,0.9718949926181102,0.9986774114173228,0.9942252091535433,0.9818187533869531,0.9981252314146591
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,14,long-text,254,0.3227845971399431,0.962283156988189,0.9974163385826772,0.9914723794291339,0.9744879666365166,0.9977651330386232
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,17,long-code,254,0.31724061902378026,0.9706300750492126,0.9995693897637795,0.9968780757874016,0.9870650765169373,0.9981189470847719
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,17,long-text,254,0.3295824469444608,0.9622370201771654,0.9971702755905512,0.989996001476378,0.9746353121258807,0.9973415403569538
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,21,long-code,254,0.1910585426986832,0.9562776820866141,1.0,0.999753937007874,0.980044008673046,0.9963418261090065
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,21,long-text,254,0.23762211085427773,0.9742479699803149,0.9998462106299213,0.9982621801181102,0.9842321623325249,0.9963205886786225
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,25,long-code,254,0.4014818662534046,0.9631866695374016,0.9978161909448819,0.9898345226377953,0.9742328485625311,0.9981785489826988
test,hybrid_temporal_hot_full_cold_h8,layer_affine_h8,32768,25,long-text,254,0.37928425088719514,0.95799820066437,0.9981545275590551,0.988650344488189,0.9707558325576892,0.9942413571583691
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,2,long-code,254,0.03596506778414064,0.9856668307086615,1.0,1.0,0.9990474371539623,0.9996630727827387
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,2,long-text,254,0.022295431328782065,0.9877641332431102,1.0,0.9999846210629921,0.9996537454061755,0.9997016919876754
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,5,long-code,254,0.05009882751771744,0.899781234621063,1.0,1.0,0.9923971948693492,0.9964450035936447
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,5,long-text,254,0.02484701604695809,0.9403970072588582,1.0,1.0,0.9958913492062917,0.9978544769244474
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,8,long-code,254,0.033238466667381485,0.8720972256397638,1.0,1.0,0.9918924234981679,0.9966115724169256
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,8,long-text,254,0.01452386040040541,0.9479019285187008,1.0,1.0,0.9968053340334599,0.9989097470071177
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,11,long-code,254,0.022795537309754442,0.9431613711860236,1.0,1.0,0.9925984421344728,0.9983257088878503
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,11,long-text,254,0.019404239645350617,0.9507354976624016,1.0,1.0,0.9938254993610345,0.9989613595658263
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,14,long-code,254,0.02418259217966291,0.9281130813238189,1.0,1.0,0.9897953896689609,0.9970304927445729
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,14,long-text,254,0.011219905437327624,0.9722679318405512,1.0,1.0,0.995522541644967,0.9988435896264839
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,17,long-code,254,0.010381353884139619,0.9549262579970472,1.0,1.0,0.9958510453474297,0.9973942149345975
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,17,long-text,254,0.006221899437008732,0.9745074895423228,1.0,1.0,0.9966042368222161,0.9986924865857396
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,21,long-code,254,0.0127907724949415,0.9423828125,1.0,1.0,0.9942763428769451,0.9954546506071386
test,hybrid_temporal_hot_full_cold_h8,raw_h8,8192,21,long-text,254,0.006247426050000409,0.980347640871063,1.0,1.0,0.9952972841199306,0.9986854359637791
