policy,layer,base_context_length,workload,qk_reduction,recall,top128_recall,top512_recall,top2048_recall,index_mass_ratio,newly_hot_miss_rate
ema_bucket8_age8_m-4,5,16384,long-code,0.5748968196164117,0.9598084297080052,0.9993643372703412,0.9958886975065616,0.9598084297080052,0.9944904711423088,0.1156420005308596
ema_bucket8_age8_m-4,5,16384,long-text,0.508830490987437,0.9585934936843832,0.998523622047244,0.993904814632546,0.9585934936843832,0.9926083680515227,0.1075176996817321
ema_bucket8_age8_m-4,5,32768,long-code,0.6941051028179741,0.9226747047244096,0.9951402559055118,0.9825807906824148,0.9226747047244096,0.9839188054759486,0.1675810969400442
ema_bucket8_age8_m-4,5,32768,long-text,0.6439613379272495,0.9083287196522308,0.9910392060367454,0.973127870734908,0.9083287196522308,0.9781283844056322,0.1838080517412531
ema_bucket8_age8_m-4,8,8192,long-code,0.2091756445950853,0.9780914226541996,1.0,0.9989439796587928,0.9780914226541996,0.9992561239034464,0.0683173797158829
ema_bucket8_age8_m-4,8,8192,long-text,0.131289972245686,0.9812338521161418,0.9998359580052494,0.998031496062992,0.9812338521161418,0.9989507239543672,0.0536577567577355
ema_bucket8_age8_m-4,8,16384,long-code,0.6352067222797296,0.9707736117946194,0.9995898950131232,0.9968832020997376,0.9707736117946194,0.9951204919067284,0.0870780955714866
ema_bucket8_age8_m-4,8,16384,long-text,0.593922484381634,0.962165251804462,0.997334317585302,0.992920562664042,0.962165251804462,0.9917153383391312,0.1026891973751769
ema_bucket8_age8_m-4,8,32768,long-code,0.660095816423057,0.9021566395997376,0.9839854002624672,0.9648898868110236,0.9021566395997376,0.9719348439002896,0.1784399975007836
ema_bucket8_age8_m-4,8,32768,long-text,0.630339990852264,0.9010339771981628,0.9847645997375328,0.96457718175853,0.9010339771981628,0.973796297822492,0.1795996302247115
ema_bucket8_age8_m-4,11,8192,long-code,0.1862043884107164,0.9772020074639108,0.9999384842519684,0.9986107693569554,0.9772020074639108,0.9986363137930258,0.0701756922003455
ema_bucket8_age8_m-4,11,8192,long-text,0.154179715731149,0.9827371432086616,0.9999589895013123,0.9994258530183728,0.9827371432086616,0.9989964210319686,0.0579763878718909
ema_bucket8_age8_m-4,11,16384,long-code,0.4816118460978273,0.9634314509514436,0.9996719160104988,0.9970164862204725,0.9634314509514436,0.9945322240310006,0.1025460885868705
ema_bucket8_age8_m-4,11,16384,long-text,0.4239440899422667,0.9585576094980316,0.9991182742782152,0.9945302247375328,0.9585576094980316,0.992747338479252,0.1037699510625991
ema_bucket8_age8_m-4,11,32768,long-code,0.6082612404045327,0.928461029773622,0.993909940944882,0.9800637713254592,0.928461029773622,0.9825664023758832,0.145453401567431
ema_bucket8_age8_m-4,11,32768,long-text,0.5722975850112537,0.9188184362696852,0.9945456036745408,0.9785412565616798,0.9188184362696852,0.98176504800626,0.1612147030319128
ema_bucket8_age8_m-4,14,8192,long-code,0.1950268161872257,0.978634811761811,0.9999384842519684,0.9984467273622047,0.978634811761811,0.9983826391860988,0.0646665575194284
ema_bucket8_age8_m-4,14,8192,long-text,0.092652913499819,0.9873303190616798,0.9999589895013123,0.9989542322834646,0.9873303190616798,0.9989021437963248,0.0387487238228277
ema_bucket8_age8_m-4,14,16384,long-code,0.4061508420795704,0.960326187253937,0.9977034120734908,0.9907418799212598,0.960326187253937,0.9921083922730228,0.0914599304537717
ema_bucket8_age8_m-4,14,16384,long-text,0.331363830176037,0.9564481319717848,0.9979904855643044,0.989865280511811,0.9564481319717848,0.9911893615716784,0.0931888055720294
ema_bucket8_age8_m-4,14,32768,long-code,0.5193410616229408,0.8907954498851706,0.9834317585301836,0.9553805774278216,0.8907954498851706,0.970125673018378,0.1871815810006659
ema_bucket8_age8_m-4,14,32768,long-text,0.4837549527583054,0.895023375984252,0.9833087270341208,0.956421218832021,0.895023375984252,0.9723803108774548,0.1784615087138918
ema_bucket8_age8_m-4,17,8192,long-code,0.1387116195063215,0.9751783956692912,0.9993438320209974,0.995606750328084,0.9751783956692912,0.9982613107656793,0.0601889353483219
ema_bucket8_age8_m-4,17,8192,long-text,0.0927536231884057,0.982684598507218,0.998790190288714,0.9960424868766404,0.982684598507218,0.9985284900982376,0.0410671813609563
ema_bucket8_age8_m-4,17,16384,long-code,0.3734273384793046,0.9484023847604988,0.9939919619422573,0.9839085055774278,0.9484023847604988,0.9922231805981098,0.104983508922605
ema_bucket8_age8_m-4,17,16384,long-text,0.3082550908425802,0.9462672756725722,0.9949352034120736,0.9824936433727034,0.9462672756725722,0.989130600511302,0.1009961816648818
ema_bucket8_age8_m-4,17,32768,long-code,0.5373570211730347,0.902835875984252,0.9825090223097112,0.9573542076771654,0.902835875984252,0.9767917134943788,0.1627953746630003
ema_bucket8_age8_m-4,17,32768,long-text,0.4922178988326848,0.8867379736712598,0.9719898293963256,0.943241469816273,0.8867379736712598,0.968558757850348,0.1785742873076625
ema_bucket8_age8_m-4,21,8192,long-code,0.0776133883094833,0.9892155204232284,0.999876968503937,0.9991080216535432,0.9892155204232284,0.9994028631498526,0.0299260459584416
ema_bucket8_age8_m-4,21,8192,long-text,0.0616273471352912,0.99266937335958,0.999138779527559,0.997441970144357,0.99266937335958,0.9989915618672112,0.0154171993588843
ema_bucket8_age8_m-4,21,16384,long-code,0.2755108227732977,0.9617474573490814,0.9969242125984252,0.9906496062992126,0.9617474573490814,0.994911043958054,0.0816042098112551
ema_bucket8_age8_m-4,21,16384,long-text,0.3149835946044477,0.9583423043799212,0.9959194553805776,0.985851377952756,0.9583423043799212,0.9908215783662386,0.0807264462836677
ema_bucket8_age8_m-4,21,32768,long-code,0.4539559803951414,0.9169729638287402,0.9861589566929134,0.9661714648950132,0.9169729638287402,0.9808383965437706,0.1440354225667993
ema_bucket8_age8_m-4,21,32768,long-text,0.4529314867915319,0.9125758694225722,0.9896038385826772,0.9648950131233596,0.9125758694225722,0.9793017080498168,0.1482242098050016
ema_bucket8_age8_m-4,25,8192,long-code,0.2237762237762237,0.9828537668143044,0.9996924212598424,0.9982621801181102,0.9828537668143044,0.9985767504553484,0.0511291038457099
ema_bucket8_age8_m-4,25,8192,long-text,0.0856864654333008,0.986815124671916,0.999261811023622,0.9974727280183728,0.986815124671916,0.9987342669279506,0.0366816633404743
ema_bucket8_age8_m-4,25,16384,long-code,0.5106590327689122,0.9754539349573492,0.999138779527559,0.9958886975065616,0.9754539349573492,0.9951591617417898,0.0606509207708706
ema_bucket8_age8_m-4,25,16384,long-text,0.4779018941233608,0.973516188894357,0.9941149934383202,0.9904035433070866,0.973516188894357,0.9931508160265828,0.0679236902390606
ema_bucket8_age8_m-4,25,32768,long-code,0.5403395409796092,0.909903779117454,0.9879019028871392,0.964115813648294,0.909903779117454,0.977337849761212,0.1555984108048406
ema_bucket8_age8_m-4,25,32768,long-text,0.4848337339134139,0.908432527477034,0.9803149606299212,0.956810818569554,0.908432527477034,0.9750298121540936,0.1520354589199182
full,2,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,2,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,2,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,2,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,2,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,2,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,5,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,8,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,11,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,14,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,17,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,21,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,8192,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,8192,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,16384,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,16384,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,32768,long-code,0.0,1.0,1.0,1.0,1.0,1.0,0.0
full,25,32768,long-text,0.0,1.0,1.0,1.0,1.0,1.0,0.0
static_m-1,2,8192,long-code,0.093113482056256,0.9955631766732284,1.0,0.999636031824147,0.9955631766732284,0.9997694556088016,0.0151611248142537
static_m-1,2,8192,long-text,0.0700389105058365,0.9958041133530184,1.0,0.999636031824147,0.9958041133530184,0.9998343464519552,0.0132578580816658
static_m-1,2,16384,long-code,0.2765504229809506,0.9845582656660103,0.9999179790026248,0.998410843175853,0.9845582656660103,0.9989060655802616,0.0448320879842079
static_m-1,2,16384,long-text,0.2886572804290851,0.984494186761811,0.9998359580052494,0.9977649278215224,0.984494186761811,0.9983465991556112,0.0432703508459524
static_m-1,2,32768,long-code,0.5148080438756856,0.9715489665354332,0.9988106955380578,0.9949915928477692,0.9715489665354332,0.9962338648513572,0.0686792298699439
static_m-1,2,32768,long-text,0.4878048780487805,0.9683706528871392,0.9988927165354332,0.993535720144357,0.9683706528871392,0.995011289522488,0.0748072334126582
static_m-1,5,8192,long-code,0.2874135210583809,0.9816285781660103,1.0,0.9993233267716536,0.9816285781660103,0.9992713470234598,0.0631109146507126
static_m-1,5,8192,long-text,0.1560024375380865,0.988019808070866,0.9999589895013123,0.9991900426509186,0.988019808070866,0.9993784474483808,0.0409275254250227
static_m-1,5,16384,long-code,0.5758054711246201,0.9661612122703412,0.9987286745406824,0.9946942667322834,0.9661612122703412,0.9947350385590692,0.0937528615430462
static_m-1,5,16384,long-text,0.486706819979315,0.9742812910104988,0.9986466535433072,0.9960681184383202,0.9742812910104988,0.9954539642535132,0.0717750780250152
static_m-1,5,32768,long-code,0.6671543525969276,0.95285843175853,0.9976008858267716,0.9904445538057742,0.95285843175853,0.9908697816575904,0.1097245757641609
static_m-1,5,32768,long-text,0.6211323739693937,0.9413280737368768,0.995119750656168,0.984385252624672,0.9413280737368768,0.9871256698550804,0.1266825286973529
static_m-1,8,8192,long-code,0.2077672237585668,0.9813735441272966,1.0,0.9989183480971128,0.9813735441272966,0.9992983520070432,0.0571942314936699
static_m-1,8,8192,long-text,0.0849011095031355,0.9912493848425196,0.9999179790026248,0.9993694635826772,0.9912493848425196,0.999483765715656,0.0291639563820613
static_m-1,8,16384,long-code,0.6478361013456176,0.9730355971128608,0.9993848425196852,0.9966781496062992,0.9730355971128608,0.9952203491176436,0.0772933734243368
static_m-1,8,16384,long-text,0.5990396888105513,0.9741902989665354,0.9986466535433072,0.9952632874015748,0.9741902989665354,0.9946326613268008,0.0740898062934461
static_m-1,8,32768,long-code,0.5872275567748819,0.9588792855971128,0.9957759186351706,0.9884247867454068,0.9588792855971128,0.990269175497191,0.0881856938576725
static_m-1,8,32768,long-text,0.5867446393762183,0.946034028461286,0.9906701115485564,0.9810121391076116,0.946034028461286,0.987168783896214,0.1075120154831359
static_m-1,11,8192,long-code,0.1479318734793187,0.9879647002132546,1.0,0.9995591371391076,0.9879647002132546,0.9993217678206874,0.0404402134280048
static_m-1,11,8192,long-text,0.1248323783981469,0.989523099163386,1.0,0.999769315944882,0.989523099163386,0.9994707125400316,0.039185267832879
static_m-1,11,16384,long-code,0.469361779501788,0.9734597994586616,0.9999589895013123,0.998062253937008,0.9734597994586616,0.9963873037676604,0.0764817671828239
static_m-1,11,16384,long-text,0.3605961468556888,0.9799227977362204,0.999876968503937,0.99879531660105,0.9799227977362204,0.9971390603057974,0.0592147209473315
static_m-1,11,32768,long-code,0.5898886658149297,0.9551703986220472,0.996104002624672,0.9889066601049868,0.9551703986220472,0.9900115951052386,0.0981763762852461
static_m-1,11,32768,long-text,0.521480040132559,0.9620563176673228,0.9991592847769027,0.9934639517716536,0.9620563176673228,0.993203983888124,0.0885657148099016
static_m-1,14,8192,long-code,0.1717282595438468,0.984000779199475,0.9994258530183728,0.9982365485564304,0.984000779199475,0.9984377508895916,0.0473755103792728
static_m-1,14,8192,long-text,0.077425598838616,0.991448029445538,0.9999589895013123,0.9995898950131232,0.991448029445538,0.9992930940141992,0.0282256219145607
static_m-1,14,16384,long-code,0.3899348077743252,0.975949905675853,0.9974778543307088,0.9948121719160103,0.975949905675853,0.9951878934095508,0.0597156296785592
static_m-1,14,16384,long-text,0.300597779675491,0.9741569779363516,0.999282316272966,0.9954273293963256,0.9741569779363516,0.99544736468294,0.0611934054667423
static_m-1,14,32768,long-code,0.4566410537870472,0.9517319246227034,0.9956938976377953,0.9852464730971128,0.9517319246227034,0.9892262421120636,0.0962710670242748
static_m-1,14,32768,long-text,0.4577689849338,0.9295580606135172,0.9883325131233596,0.9725537237532808,0.9295580606135172,0.9830295612298496,0.1245304265827583
static_m-1,17,8192,long-code,0.138811905048801,0.971068374753937,0.9982160433070866,0.9922233841863516,0.971068374753937,0.9971948348894132,0.0621002636684331
static_m-1,17,8192,long-text,0.0848090591495001,0.9814773519520996,0.998523622047244,0.9950274770341208,0.9814773519520996,0.9983056680769336,0.041168101894765
static_m-1,17,16384,long-code,0.4020738029887161,0.952891752788714,0.993643372703412,0.984631315616798,0.952891752788714,0.992394107471662,0.0926788583305155
static_m-1,17,16384,long-text,0.3199219702511582,0.9560303375164042,0.995488845144357,0.9867689878608924,0.9560303375164042,0.99146394962385,0.0846929133618004
static_m-1,17,32768,long-code,0.5597781367141073,0.9193413201279528,0.9877378608923884,0.9673607693569554,0.9193413201279528,0.9808082339403822,0.1374150946716985
static_m-1,17,32768,long-text,0.5380608608242712,0.8921103489993438,0.9778543307086616,0.9504952017716536,0.8921103489993438,0.9719173479044848,0.1706978659247041
static_m-1,21,8192,long-code,0.0847070147996631,0.9881018290682416,0.9999794947506562,0.99901062171916,0.9881018290682416,0.9993278903939956,0.0322195211703933
static_m-1,21,8192,long-text,0.0624314108035605,0.991704345062336,0.999630905511811,0.9973907070209974,0.991704345062336,0.9989957806883168,0.0168138178067578
static_m-1,21,16384,long-code,0.2769212017795113,0.9640068795111548,0.9980930118110236,0.9918594160104988,0.9640068795111548,0.9948215764775662,0.0754191576113694
static_m-1,21,16384,long-text,0.3459879730304318,0.9584371411581364,0.9959399606299212,0.9859077673884514,0.9584371411581364,0.9909914048763284,0.0812489371880058
static_m-1,21,32768,long-code,0.4638669793221062,0.9277664144520996,0.9868356299212598,0.9705083251312336,0.9277664144520996,0.982715450241706,0.1265723203699671
static_m-1,21,32768,long-text,0.4636551808109095,0.928828842683727,0.9927001312335958,0.9739942175196852,0.928828842683727,0.9843396723178708,0.1253650416478355
static_m-1,25,8192,long-code,0.1637227433304909,0.992414339320866,0.9999589895013123,0.9995642634514436,0.992414339320866,0.9993874657854634,0.0270182634714672
static_m-1,25,8192,long-text,0.0541193525006039,0.9947839771981628,1.0,0.999625779199475,0.9947839771981628,0.9996286964101504,0.0176588318325369
static_m-1,25,16384,long-code,0.4806783767413688,0.98854141035105,0.9996104002624672,0.9984518536745408,0.98854141035105,0.9979550526231052,0.03273835890871
static_m-1,25,16384,long-text,0.4341874129262826,0.9856847728018372,0.999528379265092,0.9977649278215224,0.9856847728018372,0.9975047352855236,0.0456529913136464
static_m-1,25,32768,long-code,0.4511030421383456,0.9637390296916012,0.9961245078740156,0.98656906167979,0.9637390296916012,0.9919146825540432,0.0710271734870672
static_m-1,25,32768,long-text,0.3919202997897816,0.9682335240321522,0.9970472440944882,0.9906701115485564,0.9682335240321522,0.9937052235428828,0.0670043714398494
static_m-1.5,2,8192,long-code,0.1619667389732465,0.987535371555118,0.9999384842519684,0.9986927903543308,0.987535371555118,0.9993308126401096,0.0345579177125661
static_m-1.5,2,8192,long-text,0.1239259348904756,0.9892052677985564,0.9999589895013123,0.9988824639107612,0.9892052677985564,0.999564804709426,0.0291594539496528
static_m-1.5,2,16384,long-code,0.4407874687633327,0.953135252624672,0.999138779527559,0.9923976788057742,0.953135252624672,0.9957729826579236,0.1101534312094296
static_m-1.5,2,16384,long-text,0.423712342079689,0.9554805405183728,0.9985646325459318,0.9900805856299212,0.9554805405183728,0.9941315629865576,0.1024155732465954
static_m-1.5,2,32768,long-code,0.6802083016109877,0.9210547900262468,0.9955093503937008,0.9808019603018372,0.9210547900262468,0.9872935838456964,0.1634458194399439
static_m-1.5,2,32768,long-text,0.6553100716135913,0.9173048925524936,0.993663877952756,0.9756397637795275,0.9173048925524936,0.9836814857590932,0.1630804295905412
static_m-1.5,5,8192,long-code,0.3617558628983764,0.967887497949475,0.9999794947506562,0.9987030429790026,0.967887497949475,0.9987198025610594,0.1014774715776756
static_m-1.5,5,8192,long-text,0.2160858555408176,0.9785925196850394,0.999876968503937,0.9981340223097112,0.9785925196850394,0.99879503447478,0.065436789134611
static_m-1.5,5,16384,long-code,0.6513205718439544,0.9370745160761156,0.9975393700787402,0.9903932906824148,0.9370745160761156,0.989602175645486,0.1587959884407444
static_m-1.5,5,16384,long-text,0.5654054712727716,0.949335373605643,0.9976418963254592,0.990244627624672,0.949335373605643,0.9899532838370272,0.1230100614680239
static_m-1.5,5,32768,long-code,0.7660118775696665,0.8921513594980315,0.9898293963254592,0.9697650098425196,0.8921513594980315,0.9743428305469314,0.2124263933607315
static_m-1.5,5,32768,long-text,0.7120865721688767,0.8929843852526247,0.9879019028871392,0.9665815698818898,0.8929843852526247,0.9730120306477784,0.2060654297631159
static_m-1.5,8,8192,long-code,0.265236470014627,0.9677183296423884,0.9999179790026248,0.9974829806430446,0.9677183296423884,0.9987343381182217,0.0890260331426105
static_m-1.5,8,8192,long-text,0.132408421565048,0.9811543942749344,0.999876968503937,0.9982057906824148,0.9811543942749344,0.9987883590355048,0.0529139154573166
static_m-1.5,8,16384,long-code,0.7016353725015143,0.9517895956364828,0.9989337270341208,0.993920193569554,0.9517895956364828,0.9911673850377876,0.1277371746412681
static_m-1.5,8,16384,long-text,0.6469764326167712,0.9532967314632546,0.9970062335958004,0.9903369012467192,0.9532967314632546,0.9893100442814372,0.1208341909747574
static_m-1.5,8,32768,long-code,0.7145166702254218,0.8880733780347769,0.9823654855643044,0.9585332595144356,0.8880733780347769,0.9671605929663064,0.1959827765992285
static_m-1.5,8,32768,long-text,0.6813495210786407,0.8932189140419947,0.9817503280839897,0.9599429954068242,0.8932189140419947,0.9713062215314648,0.1907460166711088
static_m-1.5,11,8192,long-code,0.2020398251578435,0.9767483288221784,0.9999384842519684,0.998656906167979,0.9767483288221784,0.9985367935388813,0.0679366576113549
static_m-1.5,11,8192,long-text,0.1948368241597662,0.9756692400754592,0.9998974737532808,0.9989644849081364,0.9756692400754592,0.9985002313252976,0.0755078567659886
static_m-1.5,11,16384,long-code,0.5369323363122378,0.9529532685367454,0.9994053477690288,0.99534530839895,0.9529532685367454,0.9925860302336652,0.1206523160693316
static_m-1.5,11,16384,long-text,0.4535433070866141,0.9565660371555118,0.9988927165354332,0.994868561351706,0.9565660371555118,0.9923905907825435,0.1062998369158597
static_m-1.5,11,32768,long-code,0.6663216536272032,0.9162988537565616,0.9900959645669292,0.9736866387795275,0.9162988537565616,0.9783777222781912,0.1595109608362023
static_m-1.5,11,32768,long-text,0.6312328767123287,0.9132666400098424,0.994750656167979,0.9776390255905512,0.9132666400098424,0.9806262717882231,0.1693564808121703
static_m-1.5,14,8192,long-code,0.2241004588263704,0.976189560777559,0.9993848425196852,0.9975291174540682,0.976189560777559,0.9978001274448411,0.0671075267962914
static_m-1.5,14,8192,long-text,0.1087378640776699,0.9853259309383202,0.9999384842519684,0.9990054954068242,0.9853259309383202,0.998718535241901,0.0434838735030688
static_m-1.5,14,16384,long-code,0.4527381387974143,0.9561918163549868,0.9958784448818898,0.9885683234908136,0.9561918163549868,0.99059732807102,0.0972697429729653
static_m-1.5,14,16384,long-text,0.3762196230531482,0.9527072055446194,0.998031496062992,0.9898242700131232,0.9527072055446194,0.9906268322720332,0.1001583284938235
static_m-1.5,14,32768,long-code,0.5669751583049196,0.8957090202591863,0.9845185367454068,0.9579693651574804,0.8957090202591863,0.971704376768222,0.1766513568932765
static_m-1.5,14,32768,long-text,0.5614035087719298,0.8647076464074803,0.973384186351706,0.939227567257218,0.8647076464074803,0.9618579225346208,0.2151790578185022
static_m-1.5,17,8192,long-code,0.2172384531458359,0.952761031824147,0.9976624015748032,0.9885683234908136,0.952761031824147,0.9958045682674482,0.0978744250963894
static_m-1.5,17,8192,long-text,0.1469131327775764,0.9660381807742782,0.9967806758530184,0.9901369750656168,0.9660381807742782,0.9966174668144672,0.0698507393730778
static_m-1.5,17,16384,long-code,0.471017578006204,0.921989060449475,0.986548556430446,0.9703032726377953,0.921989060449475,0.9866490049960196,0.1411083484489939
static_m-1.5,17,16384,long-text,0.4127776087617888,0.9185416154035432,0.990218996062992,0.9717181348425196,0.9185416154035432,0.9826377161987192,0.1430776291922955
static_m-1.5,17,32768,long-code,0.6382681139590745,0.8673758919783464,0.9715797244094488,0.9364388533464568,0.8673758919783464,0.9638938986899328,0.2053098646222469
static_m-1.5,17,32768,long-text,0.6377959954895925,0.8072967929790026,0.938955872703412,0.8895433480971129,0.8072967929790026,0.9388710300836512,0.2715991563132534
static_m-1.5,21,8192,long-code,0.1163213376953834,0.9792128034776902,0.9996514107611548,0.9972112860892388,0.9792128034776902,0.9986305318508544,0.048763839573556
static_m-1.5,21,8192,long-text,0.0847988436521319,0.986339659202756,0.9987286745406824,0.9950223507217848,0.986339659202756,0.9983001610700948,0.026425100250472
static_m-1.5,21,16384,long-code,0.3240407491002257,0.951426909038714,0.9952017716535432,0.9863998933727034,0.951426909038714,0.992257269659346,0.096057557707525
static_m-1.5,21,16384,long-text,0.4345822723414575,0.929672121062992,0.9895628280839897,0.9710875984251968,0.929672121062992,0.98307506909253,0.1236709913299906
static_m-1.5,21,32768,long-code,0.5501600365797896,0.8835186495242782,0.9768495734908136,0.947147719816273,0.8835186495242782,0.9701683684457768,0.1832424547833341
static_m-1.5,21,32768,long-text,0.5358175784698755,0.8811836142552494,0.982406496062992,0.947639845800525,0.8811836142552494,0.9702982173782876,0.1881834739330087
static_m-1.5,25,8192,long-code,0.2312695735967237,0.9857872990485564,0.999876968503937,0.9987286745406824,0.9857872990485564,0.9987685290088366,0.0437785143031957
static_m-1.5,25,8192,long-text,0.0933057951646215,0.988031342273622,0.9999384842519684,0.9983698326771654,0.988031342273622,0.9989603797578196,0.0333212720078954
static_m-1.5,25,16384,long-code,0.527643064985451,0.9782003567913384,0.99903625328084,0.996078371062992,0.9782003567913384,0.9956036309156,0.0548372397755748
static_m-1.5,25,16384,long-text,0.4963945949221353,0.9723525159940944,0.9987286745406824,0.99365875164042,0.9723525159940944,0.9942757474390128,0.0734453619426496
static_m-1.5,25,32768,long-code,0.5684389828446283,0.917476624015748,0.9871432086614174,0.9649103920603674,0.917476624015748,0.9788473606743636,0.1403290453746871
static_m-1.5,25,32768,long-text,0.4968944099378882,0.9275805856299212,0.9905675853018372,0.9722666502624672,0.9275805856299212,0.9829669981466664,0.1293990910161348
static_m-2,2,8192,long-code,0.2030258662762323,0.9734597994586616,0.999753937007874,0.9959245816929134,0.9734597994586616,0.998439373138548,0.0625181728238549
static_m-2,2,8192,long-text,0.1867023216239212,0.9756231032644356,0.9999179790026248,0.9961245078740156,0.9756231032644356,0.9988548041513696,0.0550339033582604
static_m-2,2,16384,long-code,0.5844748858447488,0.9063614972933072,0.996329560367454,0.9786130249343832,0.9063614972933072,0.989972162434602,0.1908183459425825
static_m-2,2,16384,long-text,0.5408889159117164,0.9108470205872704,0.99534530839895,0.9734405757874016,0.9108470205872704,0.986030736739222,0.1771885668668815
static_m-2,2,32768,long-code,0.7608622943841405,0.8512767080872703,0.9820374015748032,0.9473271407480316,0.8512767080872703,0.9695986799999844,0.2643044878407251
static_m-2,2,32768,long-text,0.7564504828342523,0.8425901718339895,0.973753280839895,0.9333118028215224,0.8425901718339895,0.9600699334965016,0.2653017196674816
static_m-2,5,8192,long-code,0.4125015201264745,0.950564406988189,0.9998359580052494,0.996837065288714,0.950564406988189,0.9978753911720828,0.1447388413077349
static_m-2,5,8192,long-text,0.2542434091729866,0.9681976398458004,0.99973343175853,0.996703781167979,0.9681976398458004,0.9980456332393784,0.0901384008369634
static_m-2,5,16384,long-code,0.703510263573424,0.9056130556922573,0.9961450131233596,0.983641937335958,0.9056130556922573,0.9830344127935282,0.2226482496202159
static_m-2,5,16384,long-text,0.61504774648744,0.9252609292979004,0.9955298556430446,0.98410843175853,0.9252609292979004,0.9840346765542975,0.1680916297691917
static_m-2,5,32768,long-code,0.8160185016128051,0.8307407008694225,0.9746350065616798,0.9382689468503936,0.8307407008694225,0.9518955140310572,0.2983077917313806
static_m-2,5,32768,long-text,0.7582153190193391,0.8544447691108924,0.9797613188976378,0.948613845144357,0.8544447691108924,0.9593934916317768,0.2623278142296747
static_m-2,8,8192,long-code,0.3345896656534954,0.9454611630577427,0.9998974737532808,0.9956682660761156,0.9454611630577427,0.9977831666356104,0.1397474724013882
static_m-2,8,8192,long-text,0.1924001924001923,0.9658920808727034,0.9997949475065616,0.9960014763779528,0.9658920808727034,0.9977532718139585,0.0855789562167448
static_m-2,8,16384,long-code,0.7281577026040399,0.9275664882709974,0.9969857283464568,0.9882299868766404,0.9275664882709974,0.9847430475519746,0.1757402034219462
static_m-2,8,16384,long-text,0.6843672155051947,0.9288390953083988,0.9950582349081364,0.9844518946850394,0.9288390953083988,0.9826072484057132,0.1710650380901003
