policy,selection_role,step,layer,prompt_id,workload,base_context_length,context_length,dense_teacher_mass,full_indexer_teacher_mass,approx_teacher_mass,teacher_mass_delta,teacher_mass_ratio
streak2_bucket8_m0,Aggressive,83,8,text_heldout_26493,long-text,16384,16468,1.000077486038208,0.8513410687446594,0.842299222946167,-0.009041845798492432,0.9893792909440807
streak2_bucket8_m0,Aggressive,84,8,text_heldout_26493,long-text,16384,16469,0.9998743534088135,0.8746405243873596,0.8640965223312378,-0.010544002056121826,0.9879447592901011
streak2_bucket8_m0,Aggressive,85,8,text_heldout_26493,long-text,16384,16470,1.0000853538513184,0.8971472382545471,0.8925738334655762,-0.004573404788970947,0.9949022807026985
streak2_bucket8_m0,Aggressive,86,8,text_heldout_26493,long-text,16384,16471,1.0000253319740295,0.9301270842552185,0.9300259947776794,-0.0001010894775390625,0.999891316488628
streak2_bucket8_m0,Aggressive,87,8,text_heldout_26493,long-text,16384,16472,0.9999496340751648,0.8971500992774963,0.8992143273353577,0.002064228057861328,1.0023008725736349
streak2_bucket8_m0,Aggressive,88,8,text_heldout_26493,long-text,16384,16473,0.9999860525131226,0.9038139581680298,0.9035563468933105,-0.0002576112747192383,0.999714973117652
streak2_bucket8_m0,Aggressive,89,8,text_heldout_26493,long-text,16384,16474,0.9999468326568604,0.9137055277824402,0.9132424592971802,-0.00046306848526000977,0.999493197237863
streak2_bucket8_m0,Aggressive,90,8,text_heldout_26493,long-text,16384,16475,0.9999935626983643,0.9030553102493286,0.8950134515762329,-0.008041858673095703,0.9910948326400125
streak2_bucket8_m0,Aggressive,91,8,text_heldout_26493,long-text,16384,16476,1.000033676624298,0.9016363024711609,0.8901264667510986,-0.011509835720062256,0.9872345027717754
streak2_bucket8_m0,Aggressive,92,8,text_heldout_26493,long-text,16384,16477,1.000006079673767,0.9147123098373413,0.9116085767745972,-0.0031037330627441406,0.9966068751569593
streak2_bucket8_m0,Aggressive,93,8,text_heldout_26493,long-text,16384,16478,1.0000442862510681,0.8832630515098572,0.8542121052742004,-0.02905094623565674,0.9671095194279928
streak2_bucket8_m0,Aggressive,94,8,text_heldout_26493,long-text,16384,16479,0.9999747276306152,0.8437857627868652,0.8029239773750305,-0.04086178541183472,0.9515732698820658
streak2_bucket8_m0,Aggressive,95,8,text_heldout_26493,long-text,16384,16480,1.0000491738319397,0.8736208081245422,0.8697773218154907,-0.0038434863090515137,0.9956005096566981
streak2_bucket8_m0,Aggressive,96,8,text_heldout_26493,long-text,16384,16481,0.999985933303833,0.8944203853607178,0.8935497403144836,-0.0008706450462341309,0.9990265818394971
streak2_bucket8_m0,Aggressive,97,8,text_heldout_26493,long-text,16384,16482,1.0000078082084656,0.8941546082496643,0.8872711658477783,-0.006883442401885986,0.9923017313355231
streak2_bucket8_m0,Aggressive,98,8,text_heldout_26493,long-text,16384,16483,1.0000378489494324,0.7537123560905457,0.7316382527351379,-0.022074103355407715,0.9707128280742211
streak2_bucket8_m0,Aggressive,99,8,text_heldout_26493,long-text,16384,16484,0.999995231628418,0.8891828656196594,0.8708217144012451,-0.018361151218414307,0.9793505341495546
streak2_bucket8_m0,Aggressive,100,8,text_heldout_26493,long-text,16384,16485,0.9999464750289917,0.8908325433731079,0.8903644680976868,-0.0004680752754211426,0.999474564238921
streak2_bucket8_m0,Aggressive,101,8,text_heldout_26493,long-text,16384,16486,0.999937891960144,0.9536365270614624,0.9534220695495605,-0.00021445751190185547,0.9997751160889751
streak2_bucket8_m0,Aggressive,102,8,text_heldout_26493,long-text,16384,16487,0.9999858140945435,0.9530993103981018,0.952994167804718,-0.00010514259338378906,0.9998896834860369
streak2_bucket8_m0,Aggressive,103,8,text_heldout_26493,long-text,16384,16488,0.9999856948852539,0.9163221716880798,0.9153793454170227,-0.0009428262710571289,0.9989710755668826
streak2_bucket8_m0,Aggressive,104,8,text_heldout_26493,long-text,16384,16489,1.0000013709068298,0.9088925719261169,0.9082626104354858,-0.0006299614906311035,0.9993068911441358
streak2_bucket8_m0,Aggressive,105,8,text_heldout_26493,long-text,16384,16490,0.9999361634254456,0.856144905090332,0.8498075008392334,-0.006337404251098633,0.9925977434270546
streak2_bucket8_m0,Aggressive,106,8,text_heldout_26493,long-text,16384,16491,1.0000520944595337,0.8109468817710876,0.7893964052200317,-0.021550476551055908,0.97342553866908
streak2_bucket8_m0,Aggressive,107,8,text_heldout_26493,long-text,16384,16492,1.0000077486038208,0.8801446557044983,0.8663710951805115,-0.013773560523986816,0.9843507991161271
streak2_bucket8_m0,Aggressive,108,8,text_heldout_26493,long-text,16384,16493,1.0000625252723694,0.7537136673927307,0.7537544965744019,4.082918167114258e-05,1.0000541706797124
streak2_bucket8_m0,Aggressive,109,8,text_heldout_26493,long-text,16384,16494,1.0000057816505432,0.8819193840026855,0.8780099749565125,-0.003909409046173096,0.9955671582719615
streak2_bucket8_m0,Aggressive,110,8,text_heldout_26493,long-text,16384,16495,0.9999216198921204,0.8497748374938965,0.8369544148445129,-0.012820422649383545,0.9849131533628452
streak2_bucket8_m0,Aggressive,111,8,text_heldout_26493,long-text,16384,16496,1.0000195503234863,0.7757259607315063,0.7679256200790405,-0.00780034065246582,0.9899444635769181
streak2_bucket8_m0,Aggressive,112,8,text_heldout_26493,long-text,16384,16497,0.9998626112937927,0.743634819984436,0.7416842579841614,-0.0019505620002746582,0.9973769894202702
streak2_bucket8_m0,Aggressive,113,8,text_heldout_26493,long-text,16384,16498,1.0000125169754028,0.7695378065109253,0.7615433931350708,-0.007994413375854492,0.9896114092014516
streak2_bucket8_m0,Aggressive,114,8,text_heldout_26493,long-text,16384,16499,0.999947726726532,0.5427646040916443,0.5284106731414795,-0.014353930950164795,0.9735540401088109
streak2_bucket8_m0,Aggressive,115,8,text_heldout_26493,long-text,16384,16500,1.000032365322113,0.5319916605949402,0.5136899948120117,-0.018301665782928467,0.9655978333147907
streak2_bucket8_m0,Aggressive,116,8,text_heldout_26493,long-text,16384,16501,1.0000251531600952,0.8246219754219055,0.7836453318595886,-0.040976643562316895,0.9503085719473437
streak2_bucket8_m0,Aggressive,117,8,text_heldout_26493,long-text,16384,16502,1.000013828277588,0.8678997755050659,0.8668492436408997,-0.0010505318641662598,0.9987895700703979
streak2_bucket8_m0,Aggressive,118,8,text_heldout_26493,long-text,16384,16503,1.0000184774398804,0.8813430666923523,0.8426176309585571,-0.038725435733795166,0.9560608834433448
streak2_bucket8_m0,Aggressive,119,8,text_heldout_26493,long-text,16384,16504,1.0000598430633545,0.8742409348487854,0.8741666674613953,-7.426738739013672e-05,0.9999150492908423
streak2_bucket8_m0,Aggressive,120,8,text_heldout_26493,long-text,16384,16505,1.000058889389038,0.768562376499176,0.7648679614067078,-0.0036944150924682617,0.9951930835994127
streak2_bucket8_m0,Aggressive,121,8,text_heldout_26493,long-text,16384,16506,1.0000488758087158,0.5842111110687256,0.5765931010246277,-0.0076180100440979,0.9869601760395109
streak2_bucket8_m0,Aggressive,122,8,text_heldout_26493,long-text,16384,16507,1.000015676021576,0.8206046223640442,0.8150080442428589,-0.005596578121185303,0.9931799334677615
streak2_bucket8_m0,Aggressive,123,8,text_heldout_26493,long-text,16384,16508,1.0000020265579224,0.8619977831840515,0.843408465385437,-0.018589317798614502,0.9784346106669217
streak2_bucket8_m0,Aggressive,124,8,text_heldout_26493,long-text,16384,16509,0.9999927282333374,0.9140013456344604,0.913998007774353,-3.337860107421875e-06,0.9999963480796572
streak2_bucket8_m0,Aggressive,125,8,text_heldout_26493,long-text,16384,16510,0.9999251365661621,0.8917415738105774,0.8914033770561218,-0.0003381967544555664,0.9996207457806298
streak2_bucket8_m0,Aggressive,126,8,text_heldout_26493,long-text,16384,16511,0.9999833106994629,0.6799578070640564,0.6759134531021118,-0.00404435396194458,0.9940520515833072
streak2_bucket8_m0,Aggressive,127,8,text_heldout_26493,long-text,16384,16512,1.000070869922638,0.8237766623497009,0.8183215856552124,-0.005455076694488525,0.9933779664515759
streak2_bucket8_m-0.75_age2,Safe,1,11,text_heldout_26493,long-text,16384,16386,0.9999037384986877,0.936721682548523,0.936721682548523,0.0,1.0
streak2_bucket8_m-0.75_age2,Safe,2,11,text_heldout_26493,long-text,16384,16387,1.0000449419021606,0.8730463981628418,0.8728708624839783,-0.0001755356788635254,0.9997989388888919
streak2_bucket8_m-0.75_age2,Safe,3,11,text_heldout_26493,long-text,16384,16388,0.999990701675415,0.846822202205658,0.8466135859489441,-0.0002086162567138672,0.9997536481020803
streak2_bucket8_m-0.75_age2,Safe,4,11,text_heldout_26493,long-text,16384,16389,1.0000325441360474,0.8917518854141235,0.8908539414405823,-0.0008979439735412598,0.99899305626573
streak2_bucket8_m-0.75_age2,Safe,5,11,text_heldout_26493,long-text,16384,16390,0.9999766945838928,0.9281470775604248,0.9250074625015259,-0.0031396150588989258,0.9966173302326704
streak2_bucket8_m-0.75_age2,Safe,6,11,text_heldout_26493,long-text,16384,16391,1.0000146627426147,0.9132486581802368,0.9125931262969971,-0.0006555318832397461,0.9992821978139601
streak2_bucket8_m-0.75_age2,Safe,7,11,text_heldout_26493,long-text,16384,16392,1.0000630021095276,0.9372842907905579,0.9372785687446594,-5.7220458984375e-06,0.9999938950796949
streak2_bucket8_m-0.75_age2,Safe,8,11,text_heldout_26493,long-text,16384,16393,1.000098466873169,0.8705855011940002,0.8696674704551697,-0.0009180307388305664,0.9989455019207516
streak2_bucket8_m-0.75_age2,Safe,9,11,text_heldout_26493,long-text,16384,16394,0.9999687075614929,0.8582690954208374,0.8582388162612915,-3.0279159545898438e-05,0.9999647206689517
streak2_bucket8_m-0.75_age2,Safe,10,11,text_heldout_26493,long-text,16384,16395,0.999957799911499,0.9188229441642761,0.9172612428665161,-0.0015617012977600098,0.9983003240094527
streak2_bucket8_m-0.75_age2,Safe,11,11,text_heldout_26493,long-text,16384,16396,0.9999843239784241,0.8416110873222351,0.8355151414871216,-0.006095945835113525,0.9927568137742706
streak2_bucket8_m-0.75_age2,Safe,12,11,text_heldout_26493,long-text,16384,16397,0.9999953508377075,0.8164165019989014,0.8164706826210022,5.418062210083008e-05,1.0000663639477745
streak2_bucket8_m-0.75_age2,Safe,13,11,text_heldout_26493,long-text,16384,16398,1.000015139579773,0.8215860724449158,0.8215315937995911,-5.447864532470703e-05,0.9999336908850431
streak2_bucket8_m-0.75_age2,Safe,14,11,text_heldout_26493,long-text,16384,16399,0.9999555945396423,0.903186023235321,0.9031414985656738,-4.45246696472168e-05,0.9999507026586973
streak2_bucket8_m-0.75_age2,Safe,15,11,text_heldout_26493,long-text,16384,16400,0.9999144077301025,0.9088218212127686,0.9087510108947754,-7.081031799316406e-05,0.9999220855878013
streak2_bucket8_m-0.75_age2,Safe,16,11,text_heldout_26493,long-text,16384,16401,0.9999737739562988,0.8923532366752625,0.8884447813034058,-0.0039084553718566895,0.995620058054119
streak2_bucket8_m-0.75_age2,Safe,17,11,text_heldout_26493,long-text,16384,16402,0.9999334216117859,0.8261262774467468,0.8228315711021423,-0.003294706344604492,0.996011861098539
streak2_bucket8_m-0.75_age2,Safe,18,11,text_heldout_26493,long-text,16384,16403,0.9999487400054932,0.8648325204849243,0.8646027445793152,-0.00022977590560913086,0.9997343116728771
streak2_bucket8_m-0.75_age2,Safe,19,11,text_heldout_26493,long-text,16384,16404,0.9999861717224121,0.8794999718666077,0.8794611692428589,-3.88026237487793e-05,0.9999558810403752
streak2_bucket8_m-0.75_age2,Safe,20,11,text_heldout_26493,long-text,16384,16405,0.9999901652336121,0.9384046792984009,0.937899112701416,-0.0005055665969848633,0.9994612488533594
streak2_bucket8_m-0.75_age2,Safe,21,11,text_heldout_26493,long-text,16384,16406,0.9999336004257202,0.8454564213752747,0.8450915217399597,-0.0003648996353149414,0.9995683992384594
streak2_bucket8_m-0.75_age2,Safe,22,11,text_heldout_26493,long-text,16384,16407,0.9999436140060425,0.9482667446136475,0.9482008218765259,-6.592273712158203e-05,0.9999304808088061
streak2_bucket8_m-0.75_age2,Safe,23,11,text_heldout_26493,long-text,16384,16408,0.9999195337295532,0.9002669453620911,0.9004616141319275,0.00019466876983642578,1.0002162344967116
streak2_bucket8_m-0.75_age2,Safe,24,11,text_heldout_26493,long-text,16384,16409,1.000048041343689,0.9114593267440796,0.9117801189422607,0.00032079219818115234,1.0003519544852617
streak2_bucket8_m-0.75_age2,Safe,25,11,text_heldout_26493,long-text,16384,16410,0.9999716877937317,0.8913207054138184,0.891124427318573,-0.00019627809524536133,0.9997797895930688
streak2_bucket8_m-0.75_age2,Safe,26,11,text_heldout_26493,long-text,16384,16411,0.9999907612800598,0.9112775921821594,0.9114059805870056,0.0001283884048461914,1.0001408883593184
streak2_bucket8_m-0.75_age2,Safe,27,11,text_heldout_26493,long-text,16384,16412,0.9999446272850037,0.8957506418228149,0.8959939479827881,0.00024330615997314453,1.0002716226465416
streak2_bucket8_m-0.75_age2,Safe,28,11,text_heldout_26493,long-text,16384,16413,1.0000202059745789,0.8105954527854919,0.8104856610298157,-0.00010979175567626953,0.9998645541924779
streak2_bucket8_m-0.75_age2,Safe,29,11,text_heldout_26493,long-text,16384,16414,1.000034213066101,0.9280083775520325,0.9298067092895508,0.0017983317375183105,1.0019378399818568
streak2_bucket8_m-0.75_age2,Safe,30,11,text_heldout_26493,long-text,16384,16415,0.9999566674232483,0.912874162197113,0.9126299619674683,-0.0002442002296447754,0.9997324929987534
streak2_bucket8_m-0.75_age2,Safe,31,11,text_heldout_26493,long-text,16384,16416,0.9999476671218872,0.9128415584564209,0.9127650260925293,-7.653236389160156e-05,0.9999161602983753
streak2_bucket8_m-0.75_age2,Safe,32,11,text_heldout_26493,long-text,16384,16417,1.0000423789024353,0.8895732164382935,0.8895719051361084,-1.3113021850585938e-06,0.9999985259198897
streak2_bucket8_m-0.75_age2,Safe,33,11,text_heldout_26493,long-text,16384,16418,1.000029981136322,0.8863313794136047,0.8865272402763367,0.0001958608627319336,1.0002209792717274
streak2_bucket8_m-0.75_age2,Safe,34,11,text_heldout_26493,long-text,16384,16419,0.9999674558639526,0.8365662097930908,0.8371813297271729,0.0006151199340820312,1.0007352913934142
streak2_bucket8_m-0.75_age2,Safe,35,11,text_heldout_26493,long-text,16384,16420,0.9999659657478333,0.8971458673477173,0.8970754146575928,-7.045269012451172e-05,0.9999214701948828
streak2_bucket8_m-0.75_age2,Safe,36,11,text_heldout_26493,long-text,16384,16421,0.9999368190765381,0.9022013545036316,0.9001989960670471,-0.0020023584365844727,0.9977805858674573
streak2_bucket8_m-0.75_age2,Safe,37,11,text_heldout_26493,long-text,16384,16422,0.9999933838844299,0.8970895409584045,0.8963900804519653,-0.000699460506439209,0.9992203002325811
streak2_bucket8_m-0.75_age2,Safe,38,11,text_heldout_26493,long-text,16384,16423,0.9999811053276062,0.8693234324455261,0.8688976168632507,-0.0004258155822753906,0.9995101758834712
streak2_bucket8_m-0.75_age2,Safe,39,11,text_heldout_26493,long-text,16384,16424,0.9999569654464722,0.9459018111228943,0.9445005059242249,-0.0014013051986694336,0.9985185510988652
streak2_bucket8_m-0.75_age2,Safe,40,11,text_heldout_26493,long-text,16384,16425,0.9998847842216492,0.9054428339004517,0.9050219058990479,-0.0004209280014038086,0.9995351136641166
streak2_bucket8_m-0.75_age2,Safe,41,11,text_heldout_26493,long-text,16384,16426,1.000016987323761,0.9008498787879944,0.9005249738693237,-0.0003249049186706543,0.9996393351141838
streak2_bucket8_m-0.75_age2,Safe,42,11,text_heldout_26493,long-text,16384,16427,0.9999957084655762,0.9184330105781555,0.9156431555747986,-0.0027898550033569336,0.9969623750766529
streak2_bucket8_m-0.75_age2,Safe,43,11,text_heldout_26493,long-text,16384,16428,0.9999436140060425,0.8785000443458557,0.8722735643386841,-0.006226480007171631,0.9929123737133013
streak2_bucket8_m-0.75_age2,Safe,44,11,text_heldout_26493,long-text,16384,16429,0.999993622303009,0.9221994876861572,0.9215936660766602,-0.0006058216094970703,0.9993430688071437
streak2_bucket8_m-0.75_age2,Safe,45,11,text_heldout_26493,long-text,16384,16430,0.9999672770500183,0.9665251970291138,0.9660431146621704,-0.0004820823669433594,0.9995012211079182
streak2_bucket8_m-0.75_age2,Safe,46,11,text_heldout_26493,long-text,16384,16431,1.000029981136322,0.9429101347923279,0.9433186054229736,0.00040847063064575195,1.0004332020789402
streak2_bucket8_m-0.75_age2,Safe,47,11,text_heldout_26493,long-text,16384,16432,0.999933660030365,0.9500925540924072,0.9500987529754639,6.198883056640625e-06,1.0000065245044074
streak2_bucket8_m-0.75_age2,Safe,48,11,text_heldout_26493,long-text,16384,16433,0.9999672174453735,0.9637848138809204,0.9637823700904846,-2.4437904357910156e-06,0.9999974643816746
streak2_bucket8_m-0.75_age2,Safe,49,11,text_heldout_26493,long-text,16384,16434,0.9999712705612183,0.8407013416290283,0.8381956815719604,-0.002505660057067871,0.9970195598210744
streak2_bucket8_m-0.75_age2,Safe,50,11,text_heldout_26493,long-text,16384,16435,0.9999175071716309,0.9257680177688599,0.9247997403144836,-0.0009682774543762207,0.9989540819775673
streak2_bucket8_m-0.75_age2,Safe,51,11,text_heldout_26493,long-text,16384,16436,0.9999948143959045,0.9348040819168091,0.9350199699401855,0.00021588802337646484,1.0002309446733841
streak2_bucket8_m-0.75_age2,Safe,52,11,text_heldout_26493,long-text,16384,16437,0.9999513030052185,0.8804886937141418,0.8804885745048523,-1.1920928955078125e-07,0.9999998646100848
streak2_bucket8_m-0.75_age2,Safe,53,11,text_heldout_26493,long-text,16384,16438,0.9999462366104126,0.9459657669067383,0.9459657669067383,0.0,1.0
streak2_bucket8_m-0.75_age2,Safe,54,11,text_heldout_26493,long-text,16384,16439,0.9999806880950928,0.9118825197219849,0.911828339099884,-5.418062210083008e-05,0.9999405837693683
streak2_bucket8_m-0.75_age2,Safe,55,11,text_heldout_26493,long-text,16384,16440,0.9999022483825684,0.8923801779747009,0.892554759979248,0.00017458200454711914,1.000195636354164
streak2_bucket8_m-0.75_age2,Safe,56,11,text_heldout_26493,long-text,16384,16441,0.9999610185623169,0.9233354330062866,0.9234458804130554,0.00011044740676879883,1.0001196178580618
streak2_bucket8_m-0.75_age2,Safe,57,11,text_heldout_26493,long-text,16384,16442,1.000035583972931,0.928730309009552,0.9280529618263245,-0.0006773471832275391,0.9992706739764422
streak2_bucket8_m-0.75_age2,Safe,58,11,text_heldout_26493,long-text,16384,16443,0.9999430775642395,0.9147542715072632,0.9129335880279541,-0.001820683479309082,0.9980096474692498
streak2_bucket8_m-0.75_age2,Safe,59,11,text_heldout_26493,long-text,16384,16444,1.000025987625122,0.8319720029830933,0.8312507271766663,-0.000721275806427002,0.9991330527904294
streak2_bucket8_m-0.75_age2,Safe,60,11,text_heldout_26493,long-text,16384,16445,1.000049650669098,0.947265625,0.9462848901748657,-0.0009807348251342773,0.9989646675660439
streak2_bucket8_m-0.75_age2,Safe,61,11,text_heldout_26493,long-text,16384,16446,1.0000168681144714,0.9365571141242981,0.93633633852005,-0.00022077560424804688,0.9997642689368128
streak2_bucket8_m-0.75_age2,Safe,62,11,text_heldout_26493,long-text,16384,16447,1.0000702142715454,0.9512500762939453,0.9507360458374023,-0.0005140304565429688,0.9994596263702331
streak2_bucket8_m-0.75_age2,Safe,63,11,text_heldout_26493,long-text,16384,16448,0.9999299049377441,0.9301165342330933,0.9294307827949524,-0.0006857514381408691,0.9992627252468893
streak2_bucket8_m-0.75_age2,Safe,64,11,text_heldout_26493,long-text,16384,16449,0.9998877644538879,0.8971689343452454,0.8969985246658325,-0.0001704096794128418,0.9998100584261345
streak2_bucket8_m-0.75_age2,Safe,65,11,text_heldout_26493,long-text,16384,16450,1.0000858306884766,0.9518681168556213,0.9507393836975098,-0.0011287331581115723,0.998814191653104
streak2_bucket8_m-0.75_age2,Safe,66,11,text_heldout_26493,long-text,16384,16451,1.0000276565551758,0.9100210070610046,0.9098960161209106,-0.00012499094009399414,0.9998626504892478
streak2_bucket8_m-0.75_age2,Safe,67,11,text_heldout_26493,long-text,16384,16452,1.0000279545783997,0.930932343006134,0.9308199882507324,-0.00011235475540161133,0.9998793094296855
streak2_bucket8_m-0.75_age2,Safe,68,11,text_heldout_26493,long-text,16384,16453,0.9999864101409912,0.92197185754776,0.9218394160270691,-0.00013244152069091797,0.9998563497143577
streak2_bucket8_m-0.75_age2,Safe,69,11,text_heldout_26493,long-text,16384,16454,0.9999065399169922,0.8937790989875793,0.89457106590271,0.0007919669151306152,1.000886087978593
streak2_bucket8_m-0.75_age2,Safe,70,11,text_heldout_26493,long-text,16384,16455,0.9999828338623047,0.925754725933075,0.9256929159164429,-6.181001663208008e-05,0.9999332328370565
streak2_bucket8_m-0.75_age2,Safe,71,11,text_heldout_26493,long-text,16384,16456,0.9999872446060181,0.944974422454834,0.9446195960044861,-0.0003548264503479004,0.9996245121117393
streak2_bucket8_m-0.75_age2,Safe,72,11,text_heldout_26493,long-text,16384,16457,1.000042736530304,0.9228664636611938,0.922088623046875,-0.0007778406143188477,0.99915714716598
streak2_bucket8_m-0.75_age2,Safe,73,11,text_heldout_26493,long-text,16384,16458,0.9999562501907349,0.8988866806030273,0.8989368677139282,5.0187110900878906e-05,1.0000558325225903
streak2_bucket8_m-0.75_age2,Safe,74,11,text_heldout_26493,long-text,16384,16459,0.9999993443489075,0.943586528301239,0.9436551332473755,6.860494613647461e-05,1.000072706576534
streak2_bucket8_m-0.75_age2,Safe,75,11,text_heldout_26493,long-text,16384,16460,1.0000625848770142,0.9398949146270752,0.9387649297714233,-0.0011299848556518555,0.9987977540488128
streak2_bucket8_m-0.75_age2,Safe,76,11,text_heldout_26493,long-text,16384,16461,1.0000193119049072,0.9227763414382935,0.9221386909484863,-0.0006376504898071289,0.9993089869547227
streak2_bucket8_m-0.75_age2,Safe,77,11,text_heldout_26493,long-text,16384,16462,1.0000262260437012,0.9339108467102051,0.9336876273155212,-0.0002232193946838379,0.9997609842572552
streak2_bucket8_m-0.75_age2,Safe,78,11,text_heldout_26493,long-text,16384,16463,0.9999746084213257,0.9353299736976624,0.9354458451271057,0.00011587142944335938,1.0001238829425998
streak2_bucket8_m-0.75_age2,Safe,79,11,text_heldout_26493,long-text,16384,16464,1.0000130534172058,0.9407124519348145,0.9400880336761475,-0.0006244182586669922,0.9993362283475862
streak2_bucket8_m-0.75_age2,Safe,80,11,text_heldout_26493,long-text,16384,16465,0.9999666213989258,0.9071676731109619,0.9068926572799683,-0.00027501583099365234,0.9996968412354791
streak2_bucket8_m-0.75_age2,Safe,81,11,text_heldout_26493,long-text,16384,16466,1.0000238418579102,0.8716402649879456,0.8717565536499023,0.00011628866195678711,1.000133413595755
streak2_bucket8_m-0.75_age2,Safe,82,11,text_heldout_26493,long-text,16384,16467,0.9999870657920837,0.8910531997680664,0.891090452671051,3.725290298461914e-05,1.0000418077203408
streak2_bucket8_m-0.75_age2,Safe,83,11,text_heldout_26493,long-text,16384,16468,1.000051498413086,0.8620368242263794,0.8618302345275879,-0.0002065896987915039,0.9997603470142046
streak2_bucket8_m-0.75_age2,Safe,84,11,text_heldout_26493,long-text,16384,16469,1.000086784362793,0.8838223218917847,0.8821456432342529,-0.0016766786575317383,0.9981029233862946
streak2_bucket8_m-0.75_age2,Safe,85,11,text_heldout_26493,long-text,16384,16470,0.9999818205833435,0.8951032161712646,0.8942521810531616,-0.0008510351181030273,0.999049232420655
streak2_bucket8_m-0.75_age2,Safe,86,11,text_heldout_26493,long-text,16384,16471,1.0000710487365723,0.9219874739646912,0.9217730760574341,-0.00021439790725708008,0.9997674611496237
streak2_bucket8_m-0.75_age2,Safe,87,11,text_heldout_26493,long-text,16384,16472,1.0000227093696594,0.9013779759407043,0.9013833999633789,5.424022674560547e-06,1.0000060174785932
streak2_bucket8_m-0.75_age2,Safe,88,11,text_heldout_26493,long-text,16384,16473,1.0000327229499817,0.9162497520446777,0.916236937046051,-1.2814998626708984e-05,0.9999860136402786
streak2_bucket8_m-0.75_age2,Safe,89,11,text_heldout_26493,long-text,16384,16474,1.0000398755073547,0.9278143644332886,0.9277952313423157,-1.913309097290039e-05,0.999979378319946
streak2_bucket8_m-0.75_age2,Safe,90,11,text_heldout_26493,long-text,16384,16475,0.9999805092811584,0.954149067401886,0.9541574716567993,8.404254913330078e-06,1.00000880811521
streak2_bucket8_m-0.75_age2,Safe,91,11,text_heldout_26493,long-text,16384,16476,1.0000370144844055,0.9461728930473328,0.9449111819267273,-0.0012617111206054688,0.9986665110257578
streak2_bucket8_m-0.75_age2,Safe,92,11,text_heldout_26493,long-text,16384,16477,1.000023603439331,0.9013763070106506,0.9014986753463745,0.00012236833572387695,1.000135757213466
streak2_bucket8_m-0.75_age2,Safe,93,11,text_heldout_26493,long-text,16384,16478,1.0000446438789368,0.8847818970680237,0.8847723603248596,-9.5367431640625e-06,0.9999892213626933
streak2_bucket8_m-0.75_age2,Safe,94,11,text_heldout_26493,long-text,16384,16479,1.0000296831130981,0.879861056804657,0.8793973922729492,-0.00046366453170776367,0.9994730252826604
streak2_bucket8_m-0.75_age2,Safe,95,11,text_heldout_26493,long-text,16384,16480,0.9999556541442871,0.8570331931114197,0.8559970855712891,-0.0010361075401306152,0.9987910531955372
streak2_bucket8_m-0.75_age2,Safe,96,11,text_heldout_26493,long-text,16384,16481,0.9999654293060303,0.8887903690338135,0.8887292146682739,-6.115436553955078e-05,0.9999311937126344
streak2_bucket8_m-0.75_age2,Safe,97,11,text_heldout_26493,long-text,16384,16482,1.0000010132789612,0.8842949867248535,0.8840876817703247,-0.0002073049545288086,0.9997655703609758
streak2_bucket8_m-0.75_age2,Safe,98,11,text_heldout_26493,long-text,16384,16483,1.0000158548355103,0.8659303784370422,0.8664647936820984,0.0005344152450561523,1.000617157289274
streak2_bucket8_m-0.75_age2,Safe,99,11,text_heldout_26493,long-text,16384,16484,1.00006765127182,0.8903529047966003,0.8887905478477478,-0.001562356948852539,0.9982452385560426
streak2_bucket8_m-0.75_age2,Safe,100,11,text_heldout_26493,long-text,16384,16485,1.0000594854354858,0.9297344088554382,0.9285945296287537,-0.0011398792266845703,0.9987739732811569
streak2_bucket8_m-0.75_age2,Safe,101,11,text_heldout_26493,long-text,16384,16486,1.0000921487808228,0.8869421482086182,0.8869231939315796,-1.895427703857422e-05,0.9999786296354538
streak2_bucket8_m-0.75_age2,Safe,102,11,text_heldout_26493,long-text,16384,16487,0.9998778700828552,0.8754855990409851,0.87547367811203,-1.1920928955078125e-05,0.9999863836378712
streak2_bucket8_m-0.75_age2,Safe,103,11,text_heldout_26493,long-text,16384,16488,0.9999703764915466,0.8819224834442139,0.8816508650779724,-0.0002716183662414551,0.9996920156007582
streak2_bucket8_m-0.75_age2,Safe,104,11,text_heldout_26493,long-text,16384,16489,1.0000334978103638,0.8551802635192871,0.8551800847053528,-1.7881393432617188e-07,0.9999997909049799
streak2_bucket8_m-0.75_age2,Safe,105,11,text_heldout_26493,long-text,16384,16490,0.9999220967292786,0.8609131574630737,0.8604707717895508,-0.0004423856735229492,0.999486143672346
streak2_bucket8_m-0.75_age2,Safe,106,11,text_heldout_26493,long-text,16384,16491,0.9999842643737793,0.8997382521629333,0.8995501399040222,-0.0001881122589111328,0.9997909255736778
streak2_bucket8_m-0.75_age2,Safe,107,11,text_heldout_26493,long-text,16384,16492,0.9999680519104004,0.93353670835495,0.9309476017951965,-0.002589106559753418,0.9972265615946524
streak2_bucket8_m-0.75_age2,Safe,108,11,text_heldout_26493,long-text,16384,16493,0.9999167919158936,0.9338234663009644,0.9328957796096802,-0.0009276866912841797,0.999006571665029
streak2_bucket8_m-0.75_age2,Safe,109,11,text_heldout_26493,long-text,16384,16494,1.0000460743904114,0.8945029377937317,0.8946093916893005,0.00010645389556884766,1.0001190089949077
