policy,selection_role,step,layer,prompt_id,workload,base_context_length,context_length,dense_teacher_mass,full_indexer_teacher_mass,approx_teacher_mass,teacher_mass_delta,teacher_mass_ratio
streak2_bucket8_m-0.75_age2,Safe,58,2,code_heldout_3,long-code,16384,16443,0.9999611377716064,0.9565486311912537,0.956451416015625,-9.721517562866211e-05,0.9998983688100546
streak2_bucket8_m-0.75_age2,Safe,59,2,code_heldout_3,long-code,16384,16444,0.9999545812606812,0.96352219581604,0.9634841680526733,-3.802776336669922e-05,0.9999605325507478
streak2_bucket8_m-0.75_age2,Safe,60,2,code_heldout_3,long-code,16384,16445,1.0000855326652527,0.9802677631378174,0.9802947044372559,2.6941299438476562e-05,1.000027483612592
streak2_bucket8_m-0.75_age2,Safe,61,2,code_heldout_3,long-code,16384,16446,0.9998685717582703,0.9683718681335449,0.9687161445617676,0.00034427642822265625,1.0003555208898067
streak2_bucket8_m-0.75_age2,Safe,62,2,code_heldout_3,long-code,16384,16447,1.0000627636909485,0.9214906096458435,0.9212205410003662,-0.0002700686454772949,0.9997069219776629
streak2_bucket8_m-0.75_age2,Safe,63,2,code_heldout_3,long-code,16384,16448,1.0000439882278442,0.9349138736724854,0.9348505735397339,-6.330013275146484e-05,0.9999322930865249
streak2_bucket8_m-0.75_age2,Safe,64,2,code_heldout_3,long-code,16384,16449,1.0000861287117004,0.9280441403388977,0.9276444315910339,-0.00039970874786376953,0.9995692998527874
streak2_bucket8_m-0.75_age2,Safe,65,2,code_heldout_3,long-code,16384,16450,0.9999502301216125,0.9469079375267029,0.9483106136322021,0.0014026761054992676,1.0014813225762613
streak2_bucket8_m-0.75_age2,Safe,66,2,code_heldout_3,long-code,16384,16451,1.0000271797180176,0.9574502110481262,0.9575866460800171,0.00013643503189086914,1.000142498304681
streak2_bucket8_m-0.75_age2,Safe,67,2,code_heldout_3,long-code,16384,16452,1.0000186562538147,0.9616290330886841,0.9610529541969299,-0.0005760788917541504,0.9994009343812096
streak2_bucket8_m-0.75_age2,Safe,68,2,code_heldout_3,long-code,16384,16453,0.9998853206634521,0.9806874990463257,0.980657696723938,-2.9802322387695312e-05,0.9999696107858858
streak2_bucket8_m-0.75_age2,Safe,69,2,code_heldout_3,long-code,16384,16454,0.9999532103538513,0.9670557379722595,0.9673044681549072,0.0002487301826477051,1.0002572035642632
streak2_bucket8_m-0.75_age2,Safe,70,2,code_heldout_3,long-code,16384,16455,0.9999305605888367,0.9229098558425903,0.9225643873214722,-0.00034546852111816406,0.9996256746865025
streak2_bucket8_m-0.75_age2,Safe,71,2,code_heldout_3,long-code,16384,16456,1.000045895576477,0.9170935153961182,0.9160310626029968,-0.0010624527931213379,0.9988415000484848
streak2_bucket8_m-0.75_age2,Safe,72,2,code_heldout_3,long-code,16384,16457,1.0000370740890503,0.9021655321121216,0.9021322131156921,-3.331899642944336e-05,0.9999630677572535
streak2_bucket8_m-0.75_age2,Safe,73,2,code_heldout_3,long-code,16384,16458,0.9998963475227356,0.9449794888496399,0.9448055624961853,-0.00017392635345458984,0.9998159469538684
streak2_bucket8_m-0.75_age2,Safe,74,2,code_heldout_3,long-code,16384,16459,0.9999192953109741,0.9269676208496094,0.9269989132881165,3.129243850708008e-05,1.0000337578549705
streak2_bucket8_m-0.75_age2,Safe,75,2,code_heldout_3,long-code,16384,16460,1.0000241994857788,0.926777184009552,0.9268301129341125,5.2928924560546875e-05,1.000057110733274
streak2_bucket8_m-0.75_age2,Safe,76,2,code_heldout_3,long-code,16384,16461,0.9999206066131592,0.9600374102592468,0.9597340226173401,-0.0003033876419067383,0.9996839835211997
streak2_bucket8_m-0.75_age2,Safe,77,2,code_heldout_3,long-code,16384,16462,1.0000296235084534,0.9721309542655945,0.9721457362174988,1.4781951904296875e-05,1.0000152057208336
streak2_bucket8_m-0.75_age2,Safe,78,2,code_heldout_3,long-code,16384,16463,0.999938428401947,0.9706934690475464,0.9706991910934448,5.7220458984375e-06,1.0000058948020987
streak2_bucket8_m-0.75_age2,Safe,79,2,code_heldout_3,long-code,16384,16464,1.000027596950531,0.9066693186759949,0.9051095843315125,-0.0015597343444824219,0.9982797097989815
streak2_bucket8_m-0.75_age2,Safe,80,2,code_heldout_3,long-code,16384,16465,1.00008225440979,0.9105498790740967,0.910376250743866,-0.0001736283302307129,0.9998093148610296
streak2_bucket8_m-0.75_age2,Safe,81,2,code_heldout_3,long-code,16384,16466,0.9999570846557617,0.9403168559074402,0.9401462078094482,-0.00017064809799194336,0.9998185206434195
streak2_bucket8_m-0.75_age2,Safe,82,2,code_heldout_3,long-code,16384,16467,0.9999848008155823,0.8963528275489807,0.8942314386367798,-0.0021213889122009277,0.9976333104030009
streak2_bucket8_m-0.75_age2,Safe,83,2,code_heldout_3,long-code,16384,16468,0.9999899864196777,0.9447348713874817,0.9448683857917786,0.000133514404296875,1.0001413247338915
streak2_bucket8_m-0.75_age2,Safe,84,2,code_heldout_3,long-code,16384,16469,1.0000353455543518,0.9599413871765137,0.9600902199745178,0.0001488327980041504,1.0001550436307802
streak2_bucket8_m-0.75_age2,Safe,85,2,code_heldout_3,long-code,16384,16470,0.9999549984931946,0.9754764437675476,0.975516140460968,3.9696693420410156e-05,1.000040694671485
streak2_bucket8_m-0.75_age2,Safe,86,2,code_heldout_3,long-code,16384,16471,0.9999841451644897,0.9653139114379883,0.9651908874511719,-0.00012302398681640625,0.9998725554606034
streak2_bucket8_m-0.75_age2,Safe,87,2,code_heldout_3,long-code,16384,16472,0.9999459981918335,0.915328323841095,0.9153197407722473,-8.58306884765625e-06,0.999990622961593
streak2_bucket8_m-0.75_age2,Safe,88,2,code_heldout_3,long-code,16384,16473,1.000052273273468,0.9354485869407654,0.9350690841674805,-0.0003795027732849121,0.99959430932006
streak2_bucket8_m-0.75_age2,Safe,89,2,code_heldout_3,long-code,16384,16474,0.9999569654464722,0.9390295743942261,0.9391868114471436,0.00015723705291748047,1.000167446326724
streak2_bucket8_m-0.75_age2,Safe,90,2,code_heldout_3,long-code,16384,16475,0.9999866485595703,0.9509238600730896,0.9509027004241943,-2.1159648895263672e-05,0.9999777483247779
streak2_bucket8_m-0.75_age2,Safe,91,2,code_heldout_3,long-code,16384,16476,1.000011682510376,0.9585579037666321,0.9584532976150513,-0.00010460615158081055,0.9998908713274703
streak2_bucket8_m-0.75_age2,Safe,92,2,code_heldout_3,long-code,16384,16477,0.9999579787254333,0.9793294072151184,0.9792923331260681,-3.707408905029297e-05,0.9999621433924304
streak2_bucket8_m-0.75_age2,Safe,93,2,code_heldout_3,long-code,16384,16478,1.000017523765564,0.9680250883102417,0.9682213068008423,0.00019621849060058594,1.0002026997987656
streak2_bucket8_m-0.75_age2,Safe,94,2,code_heldout_3,long-code,16384,16479,1.000002384185791,0.9193213582038879,0.9189133644104004,-0.00040799379348754883,0.9995562011152611
streak2_bucket8_m-0.75_age2,Safe,95,2,code_heldout_3,long-code,16384,16480,1.0000196695327759,0.9220888018608093,0.9218318462371826,-0.000256955623626709,0.9997213331046769
streak2_bucket8_m-0.75_age2,Safe,96,2,code_heldout_3,long-code,16384,16481,0.9999411702156067,0.9424827098846436,0.9422019720077515,-0.00028073787689208984,0.9997021294142081
streak2_bucket8_m-0.75_age2,Safe,97,2,code_heldout_3,long-code,16384,16482,0.9998824000358582,0.9545429348945618,0.9545252919197083,-1.7642974853515625e-05,0.999981516834698
streak2_bucket8_m-0.75_age2,Safe,98,2,code_heldout_3,long-code,16384,16483,0.9999648332595825,0.9577137231826782,0.957569420337677,-0.0001443028450012207,0.9998493256998326
streak2_bucket8_m-0.75_age2,Safe,99,2,code_heldout_3,long-code,16384,16484,1.0000131130218506,0.9795888662338257,0.9795473217964172,-4.1544437408447266e-05,0.9999575899248752
streak2_bucket8_m-0.75_age2,Safe,100,2,code_heldout_3,long-code,16384,16485,1.0001957416534424,0.965865969657898,0.9659491777420044,8.320808410644531e-05,1.0000861486859671
streak2_bucket8_m-0.75_age2,Safe,101,2,code_heldout_3,long-code,16384,16486,0.9999375343322754,0.9206963777542114,0.921092689037323,0.00039631128311157227,1.0004304473143233
streak2_bucket8_m-0.75_age2,Safe,102,2,code_heldout_3,long-code,16384,16487,0.999906599521637,0.9345015287399292,0.9344730973243713,-2.8431415557861328e-05,0.9999695758490666
streak2_bucket8_m-0.75_age2,Safe,103,2,code_heldout_3,long-code,16384,16488,1.0000064969062805,0.9296571016311646,0.9291866421699524,-0.0004704594612121582,0.9994939430243832
streak2_bucket8_m-0.75_age2,Safe,104,2,code_heldout_3,long-code,16384,16489,0.9998390078544617,0.9464226365089417,0.9453913569450378,-0.0010312795639038086,0.9989103392880502
streak2_bucket8_m-0.75_age2,Safe,105,2,code_heldout_3,long-code,16384,16490,1.0000613331794739,0.957069456577301,0.9569684267044067,-0.00010102987289428711,0.9998944383062275
streak2_bucket8_m-0.75_age2,Safe,106,2,code_heldout_3,long-code,16384,16491,0.9999601244926453,0.9581605792045593,0.9576442837715149,-0.0005162954330444336,0.9994611598053084
streak2_bucket8_m-0.75_age2,Safe,107,2,code_heldout_3,long-code,16384,16492,0.9999836087226868,0.9797698259353638,0.9797627329826355,-7.092952728271484e-06,0.9999927605928041
streak2_bucket8_m-0.75_age2,Safe,108,2,code_heldout_3,long-code,16384,16493,1.0000442266464233,0.9659004211425781,0.9659375548362732,3.713369369506836e-05,1.0000384446397188
streak2_bucket8_m-0.75_age2,Safe,109,2,code_heldout_3,long-code,16384,16494,0.9998989105224609,0.9207718968391418,0.9206444621086121,-0.00012743473052978516,0.9998616001085967
streak2_bucket8_m-0.75_age2,Safe,110,2,code_heldout_3,long-code,16384,16495,0.9999774098396301,0.9144953489303589,0.9138608574867249,-0.0006344914436340332,0.9993061840671184
streak2_bucket8_m-0.75_age2,Safe,111,2,code_heldout_3,long-code,16384,16496,1.0000845193862915,0.9067589640617371,0.906930685043335,0.0001717209815979004,1.0001893788629657
streak2_bucket8_m-0.75_age2,Safe,112,2,code_heldout_3,long-code,16384,16497,0.9999745488166809,0.9429581761360168,0.9423925280570984,-0.000565648078918457,0.9994001344988213
streak2_bucket8_m-0.75_age2,Safe,113,2,code_heldout_3,long-code,16384,16498,0.9999266266822815,0.9227648377418518,0.9226070642471313,-0.00015777349472045898,0.9998290209073131
streak2_bucket8_m-0.75_age2,Safe,114,2,code_heldout_3,long-code,16384,16499,0.9999819397926331,0.9286704659461975,0.9286745190620422,4.0531158447265625e-06,1.0000043644284957
streak2_bucket8_m-0.75_age2,Safe,115,2,code_heldout_3,long-code,16384,16500,0.9999265670776367,0.9592850208282471,0.9591515064239502,-0.000133514404296875,0.9998608188375738
streak2_bucket8_m-0.75_age2,Safe,116,2,code_heldout_3,long-code,16384,16501,0.9999836087226868,0.970649242401123,0.9706210494041443,-2.8192996978759766e-05,0.9999709544954581
streak2_bucket8_m-0.75_age2,Safe,117,2,code_heldout_3,long-code,16384,16502,1.0000070929527283,0.9672735333442688,0.9672708511352539,-2.682209014892578e-06,0.9999972270418631
streak2_bucket8_m-0.75_age2,Safe,118,2,code_heldout_3,long-code,16384,16503,0.9999863505363464,0.9051458239555359,0.9036018252372742,-0.0015439987182617188,0.9982941989264068
streak2_bucket8_m-0.75_age2,Safe,119,2,code_heldout_3,long-code,16384,16504,1.0001075863838196,0.9097272753715515,0.9086319804191589,-0.0010952949523925781,0.9987960183430301
streak2_bucket8_m-0.75_age2,Safe,120,2,code_heldout_3,long-code,16384,16505,0.9999303221702576,0.9300069212913513,0.9299218654632568,-8.505582809448242e-05,0.9999085428009757
streak2_bucket8_m-0.75_age2,Safe,121,2,code_heldout_3,long-code,16384,16506,1.000041425228119,0.8501748442649841,0.8491364121437073,-0.0010384321212768555,0.9987785663992744
streak2_bucket8_m-0.75_age2,Safe,122,2,code_heldout_3,long-code,16384,16507,0.999983549118042,0.9422675371170044,0.9425173401832581,0.0002498030662536621,1.0002651084287781
streak2_bucket8_m-0.75_age2,Safe,123,2,code_heldout_3,long-code,16384,16508,0.9998557567596436,0.9592492580413818,0.9592894911766052,4.023313522338867e-05,1.0000419423157079
streak2_bucket8_m-0.75_age2,Safe,124,2,code_heldout_3,long-code,16384,16509,1.000025987625122,0.97454833984375,0.9745223522186279,-2.5987625122070312e-05,0.9999733336725747
streak2_bucket8_m-0.75_age2,Safe,125,2,code_heldout_3,long-code,16384,16510,0.9999539852142334,0.9614672660827637,0.9614691138267517,1.8477439880371094e-06,1.0000019217960436
streak2_bucket8_m-0.75_age2,Safe,126,2,code_heldout_3,long-code,16384,16511,1.0001197457313538,0.9169321060180664,0.9169712066650391,3.910064697265625e-05,1.0000426429031288
streak2_bucket8_m-0.75_age2,Safe,127,2,code_heldout_3,long-code,16384,16512,0.9999920725822449,0.9347931146621704,0.9347409009933472,-5.221366882324219e-05,0.9999441441448335
streak2_bucket8_m-0.75_refresh8,Balanced,1,2,code_heldout_3,long-code,16384,16386,0.9999632239341736,0.8982426524162292,0.8982426524162292,0.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,2,2,code_heldout_3,long-code,16384,16387,0.9999816417694092,0.8853663206100464,0.8856486082077026,0.00028228759765625,1.0003188370633544
streak2_bucket8_m-0.75_refresh8,Balanced,3,2,code_heldout_3,long-code,16384,16388,0.9999719262123108,0.9448988437652588,0.9446619749069214,-0.00023686885833740234,0.999749318289571
streak2_bucket8_m-0.75_refresh8,Balanced,4,2,code_heldout_3,long-code,16384,16389,1.0000397562980652,0.8544158935546875,0.8520008325576782,-0.0024150609970092773,0.9971734362443075
streak2_bucket8_m-0.75_refresh8,Balanced,5,2,code_heldout_3,long-code,16384,16390,1.0001068711280823,0.9448995590209961,0.9442479610443115,-0.0006515979766845703,0.9993104050367431
streak2_bucket8_m-0.75_refresh8,Balanced,6,2,code_heldout_3,long-code,16384,16391,1.0000446438789368,0.9624686241149902,0.9619849324226379,-0.0004836916923522949,0.9994974467943856
streak2_bucket8_m-0.75_refresh8,Balanced,7,2,code_heldout_3,long-code,16384,16392,0.9998136162757874,0.9748069047927856,0.9747622013092041,-4.470348358154297e-05,0.9999541411910792
streak2_bucket8_m-0.75_refresh8,Balanced,8,2,code_heldout_3,long-code,16384,16393,0.9999109506607056,0.9338845610618591,0.9338845610618591,0.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,9,2,code_heldout_3,long-code,16384,16394,0.999966025352478,0.8753936886787415,0.8806896209716797,0.005295932292938232,1.006049772075615
streak2_bucket8_m-0.75_refresh8,Balanced,10,2,code_heldout_3,long-code,16384,16395,1.0000627636909485,0.932949960231781,0.9326671361923218,-0.0002828240394592285,0.9996968497223699
streak2_bucket8_m-0.75_refresh8,Balanced,11,2,code_heldout_3,long-code,16384,16396,1.0000961422920227,0.9343358874320984,0.9329076409339905,-0.0014282464981079102,0.9984713778874177
streak2_bucket8_m-0.75_refresh8,Balanced,12,2,code_heldout_3,long-code,16384,16397,1.0000737309455872,0.9500547051429749,0.950210452079773,0.0001557469367980957,1.0001639347039228
streak2_bucket8_m-0.75_refresh8,Balanced,13,2,code_heldout_3,long-code,16384,16398,0.9999583959579468,0.960761308670044,0.9594669938087463,-0.0012943148612976074,0.9986528237038508
streak2_bucket8_m-0.75_refresh8,Balanced,14,2,code_heldout_3,long-code,16384,16399,1.0000898241996765,0.9779022336006165,0.9780687093734741,0.00016647577285766602,1.0001702376445596
streak2_bucket8_m-0.75_refresh8,Balanced,15,2,code_heldout_3,long-code,16384,16400,0.9999933242797852,0.9669764041900635,0.9668852686882019,-9.113550186157227e-05,0.9999057520933637
streak2_bucket8_m-0.75_refresh8,Balanced,16,2,code_heldout_3,long-code,16384,16401,1.0000970959663391,0.9103522896766663,0.9103522896766663,0.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,17,2,code_heldout_3,long-code,16384,16402,1.0000920295715332,0.8974604606628418,0.8972791433334351,-0.00018131732940673828,0.9997979662198457
streak2_bucket8_m-0.75_refresh8,Balanced,18,2,code_heldout_3,long-code,16384,16403,1.000011146068573,0.9416549205780029,0.9408148527145386,-0.0008400678634643555,0.9991078814063343
streak2_bucket8_m-0.75_refresh8,Balanced,19,2,code_heldout_3,long-code,16384,16404,1.0000293850898743,0.9574082493782043,0.9571025967597961,-0.0003056526184082031,0.999680749963658
streak2_bucket8_m-0.75_refresh8,Balanced,20,2,code_heldout_3,long-code,16384,16405,1.000040590763092,0.963545560836792,0.9626356959342957,-0.0009098649024963379,0.9990557115932264
streak2_bucket8_m-0.75_refresh8,Balanced,21,2,code_heldout_3,long-code,16384,16406,0.999952495098114,0.9796187877655029,0.9796735644340515,5.4776668548583984e-05,1.0000559163107452
streak2_bucket8_m-0.75_refresh8,Balanced,22,2,code_heldout_3,long-code,16384,16407,0.9999634027481079,0.9692142605781555,0.9696122407913208,0.0003979802131652832,1.0004106214996547
streak2_bucket8_m-0.75_refresh8,Balanced,23,2,code_heldout_3,long-code,16384,16408,1.0000945329666138,0.9214950799942017,0.9207807779312134,-0.0007143020629882812,0.9992248444093779
streak2_bucket8_m-0.75_refresh8,Balanced,24,2,code_heldout_3,long-code,16384,16409,0.9999946355819702,0.9182270169258118,0.9182270169258118,0.0,1.0
streak2_bucket8_m-0.75_refresh8,Balanced,25,2,code_heldout_3,long-code,16384,16410,1.000011682510376,0.9192306399345398,0.9194119572639465,0.00018131732940673828,1.0001972490053417
