comparison,policy,selection_role,prompt_id,workload,context_length,step,logit_kl,top1_agreement,top5_overlap,baseline_nll,approx_nll,final_hidden_cosine,final_hidden_relative_l2,selected_hidden_cosine_mean,selected_hidden_cosine_worst,selected_hidden_relative_l2_mean,selected_hidden_relative_l2_worst,baseline_decode_seconds,approx_decode_seconds
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,12,3.32938798237592e-05,True,0.8,0.003044614801183343,0.0034391088411211967,0.999423623085022,0.03402787446975708,0.997951865196228,0.9958208799362183,0.059586577117443085,0.09299873560667038,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,13,0.00011603771417867392,True,1.0,0.02179037593305111,0.023531457409262657,0.9997661709785461,0.021931426599621773,0.9996945858001709,0.9992707967758179,0.02297477424144745,0.03825338929891586,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,14,0.002535751322284341,True,1.0,3.5918548107147217,3.6903676986694336,0.9993919134140015,0.03569554165005684,0.9995768070220947,0.9991454482078552,0.02746226266026497,0.04134451597929001,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,15,0.0018719439394772053,True,1.0,5.177459716796875,5.18966817855835,0.9989123940467834,0.04741305485367775,0.9995983839035034,0.9991331696510315,0.026324734091758728,0.041703835129737854,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,16,7.876719365640383e-08,True,1.0,1.5497195136049413e-06,1.4305104514278355e-06,0.9980572462081909,0.06256003677845001,0.9986621141433716,0.9974781274795532,0.049687452614307404,0.07154135406017303,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,17,3.23862718687451e-06,True,0.8,8.225102646974847e-05,8.082063141046092e-05,0.9991551041603088,0.0411088727414608,0.9988721609115601,0.996680498123169,0.043267421424388885,0.08237326890230179,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,18,7.517221092712134e-06,True,0.8,0.0005785936955362558,0.0006432848167605698,0.9930523037910461,0.12035777419805527,0.9927029609680176,0.986003577709198,0.11230108141899109,0.16717611253261566,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,19,0.0007917578332126141,True,1.0,0.02387593314051628,0.03056795708835125,0.9974823594093323,0.07227513194084167,0.9981895685195923,0.995693564414978,0.054180774837732315,0.09271283447742462,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,20,5.571915608015843e-06,True,1.0,0.0006079017766751349,0.0006603206275030971,0.9992733597755432,0.03860637918114662,0.9991419315338135,0.9982170462608337,0.040027033537626266,0.060321807861328125,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,21,0.012802854180335999,True,1.0,8.283014297485352,7.607156276702881,0.9994061589241028,0.03465992957353592,0.9989866614341736,0.9979345798492432,0.043204572051763535,0.06491716206073761,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,22,0.020850790664553642,True,1.0,1.7046290636062622,1.3179826736450195,0.9957641363143921,0.0920294001698494,0.997626781463623,0.9931653738021851,0.058706849813461304,0.11696334928274155,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,23,5.40136024937965e-05,True,1.0,0.0022073446307331324,0.0025997909251600504,0.9995792508125305,0.029816972091794014,0.9994085431098938,0.9983054995536804,0.03225165605545044,0.05868881195783615,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,24,0.0062684183940291405,True,1.0,0.3513883650302887,0.28381097316741943,0.9996878504753113,0.02598624862730503,0.9989830851554871,0.9971930384635925,0.04168964549899101,0.07522318512201309,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,25,0.00011757511674659327,True,1.0,0.0013462775386869907,0.0008898589294403791,0.9978703260421753,0.06729206442832947,0.9985876083374023,0.9972618818283081,0.050799086689949036,0.0745859295129776,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,26,0.00031457297154702246,True,0.8,0.0007121411035768688,0.00024005869636312127,0.987525999546051,0.1583431512117386,0.9966219663619995,0.9865660071372986,0.06851170212030411,0.16812118887901306,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,27,6.511374522233382e-06,True,1.0,0.00990487914532423,0.00994442030787468,0.9985182285308838,0.056648291647434235,0.9980971217155457,0.9944458603858948,0.05824713408946991,0.1130804494023323,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,28,0.014286172576248646,True,0.8,0.9146354794502258,0.748485803604126,0.9991263747215271,0.04185347631573677,0.9986143112182617,0.9972293972969055,0.049337878823280334,0.074508897960186,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,29,0.026595115661621094,True,0.8,0.1255355328321457,0.22060087323188782,0.9971513152122498,0.07544810324907303,0.9975299835205078,0.9936863780021667,0.06425560265779495,0.1146022379398346,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,30,0.0056329891085624695,True,1.0,4.145460605621338,4.883994102478027,0.9964948892593384,0.08897937834262848,0.9981536865234375,0.9965807795524597,0.05866030231118202,0.08371260017156601,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,31,3.47173263435252e-05,True,1.0,0.002801305614411831,0.0026614980306476355,0.9969121813774109,0.07854319363832474,0.9968130588531494,0.9929742813110352,0.07220404595136642,0.11880294233560562,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,32,7.606133294757456e-06,True,1.0,0.001258653705008328,0.0012931802775710821,0.9986656308174133,0.05313234403729439,0.9982291460037231,0.995560348033905,0.055163007229566574,0.09440156072378159,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,33,0.00018907838966697454,True,1.0,0.012340971268713474,0.011748645454645157,0.9981251955032349,0.06198708340525627,0.9977632164955139,0.9952434301376343,0.059287481009960175,0.09908482432365417,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,34,0.006595699116587639,True,1.0,1.5644006729125977,1.5659189224243164,0.9987089037895203,0.05083654075860977,0.9988670349121094,0.9982222318649292,0.04516736418008804,0.06202391907572746,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,35,9.846687316894531e-05,True,0.8,0.0002733095607254654,0.0003943857445847243,0.9971197247505188,0.07620199024677277,0.9987887144088745,0.9975945949554443,0.04414815828204155,0.06934119015932083,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,36,1.5403385305035044e-06,True,1.0,5.1616290875244886e-05,4.017272294731811e-05,0.9982770681381226,0.05894341319799423,0.9994621872901917,0.9988223314285278,0.032148778438568115,0.0495377741754055,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,37,1.1101515156042296e-06,True,0.8,1.4066597032069694e-05,1.1205610462639015e-05,0.9977630376815796,0.06706435233354568,0.9972740411758423,0.9926035404205322,0.0668480396270752,0.12482019513845444,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,38,2.901108473452041e-07,True,0.8,0.004647880792617798,0.004647999536246061,0.9970182776451111,0.0772460401058197,0.9985909461975098,0.9956225752830505,0.04797565937042236,0.09445852041244507,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,39,0.000303611159324646,True,1.0,0.010292783379554749,0.007998460903763771,0.9990262985229492,0.04679938033223152,0.998898983001709,0.9981752634048462,0.044049207121133804,0.06039129197597504,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,40,8.100095101326588e-07,True,1.0,0.0002208704245276749,0.00021884430316276848,0.9972849488258362,0.07385347783565521,0.9962620735168457,0.9906281232833862,0.07722549140453339,0.1379290372133255,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,41,0.00851103663444519,True,1.0,2.017481803894043,2.243420124053955,0.9996485114097595,0.0265532024204731,0.9994052052497864,0.9989371299743652,0.03250538557767868,0.046231456100940704,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,42,0.0001504186657257378,True,1.0,0.004838187713176012,0.0044527905993163586,0.9990389347076416,0.044990573078393936,0.9986249208450317,0.99754798412323,0.04903703182935715,0.07013579457998276,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,43,0.00010874849976971745,True,1.0,0.00684547470882535,0.0075415195897221565,0.9991006255149841,0.0425749346613884,0.9991304874420166,0.9984053373336792,0.03881961852312088,0.0564773827791214,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,44,8.290556934298365e-07,True,1.0,0.0008173224050551653,0.0008070787298493087,0.9988806843757629,0.04730968177318573,0.9992954730987549,0.9985808730125427,0.03484873101115227,0.053292516618967056,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,45,6.002484951750375e-06,True,1.0,4.005352093372494e-05,6.532455881824717e-05,0.9989042282104492,0.05029892176389694,0.9987339973449707,0.9977210164070129,0.0471978522837162,0.0687098428606987,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,46,0.0014042779803276062,True,1.0,0.05144982784986496,0.040424883365631104,0.9983686208724976,0.05849761143326759,0.9982175230979919,0.9973176717758179,0.05723535642027855,0.07362375408411026,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,47,2.7327248972142115e-05,True,1.0,0.002785851713269949,0.00271904026158154,0.9982920289039612,0.058467037975788116,0.9990978837013245,0.9982607960700989,0.03924427926540375,0.05978512391448021,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,48,0.00014541391283273697,True,1.0,0.00420365110039711,0.00540047325193882,0.9974153637886047,0.07193915545940399,0.9988783001899719,0.9970929622650146,0.043331488966941833,0.07624821364879608,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,49,7.63359566917643e-05,True,0.8,0.00599159300327301,0.006345363333821297,0.9980474710464478,0.062480442225933075,0.9984132647514343,0.993320107460022,0.04650983586907387,0.11672648787498474,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,50,0.005093096289783716,True,1.0,1.713598608970642,1.5166007280349731,0.9996211528778076,0.029058340936899185,0.999294638633728,0.9986226558685303,0.03656754270195961,0.052533384412527084,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,51,0.00026736766449175775,True,1.0,0.02737950161099434,0.02407972328364849,0.9993476271629333,0.03941420838236809,0.999308705329895,0.998908281326294,0.035733625292778015,0.047175779938697815,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,52,0.0007765225018374622,True,1.0,0.02603021077811718,0.03267534449696541,0.9978993535041809,0.06520038843154907,0.9989893436431885,0.9967596530914307,0.03913053870201111,0.08049078285694122,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,53,0.0008168425410985947,True,1.0,0.006158897187560797,0.009817293845117092,0.9976138472557068,0.06927446275949478,0.9984368085861206,0.995509147644043,0.04973985254764557,0.09626533091068268,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,54,1.0943836059595924e-05,True,1.0,0.00012730741582345217,0.0001858300092862919,0.9966708421707153,0.0817142128944397,0.9975829124450684,0.9968329668045044,0.06643996387720108,0.08115611970424652,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,55,0.00012431702634785324,True,0.8,0.004208873957395554,0.0034086955711245537,0.9988102316856384,0.04971461743116379,0.9992802143096924,0.998012125492096,0.033934906125068665,0.06325682252645493,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,56,2.006449335567595e-07,True,1.0,2.1934269170742482e-05,2.0503786799963564e-05,0.9991260766983032,0.04182203859090805,0.9994135499000549,0.9987258911132812,0.03265618532896042,0.051471397280693054,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,57,1.6830130334710702e-05,True,1.0,0.0004687402688432485,0.0005915798828937113,0.9957345128059387,0.09231529384851456,0.998854398727417,0.9974743127822876,0.045195505023002625,0.07124822586774826,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,58,0.00020941034017596394,True,1.0,0.01924321986734867,0.02192438580095768,0.9965325593948364,0.08471197634935379,0.9985688328742981,0.9959287047386169,0.04870842024683952,0.09016027301549911,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,59,0.00011470721801742911,True,1.0,0.0030866859015077353,0.003994819708168507,0.9987761974334717,0.050866980105638504,0.9986729621887207,0.9971851110458374,0.04774075746536255,0.07518036663532257,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,60,0.007211575284600258,True,1.0,0.49254152178764343,0.4061199128627777,0.9993177056312561,0.03716985881328583,0.9987633228302002,0.9971962571144104,0.043637245893478394,0.07486545294523239,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,61,0.0025562429800629616,True,1.0,0.0959295704960823,0.07843179255723953,0.9990019798278809,0.04468277469277382,0.9987950325012207,0.9976928234100342,0.04650861769914627,0.06790143996477127,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,62,0.00015444564633071423,True,1.0,0.06518422067165375,0.065050408244133,0.998268187046051,0.059207718819379807,0.9983083009719849,0.9965511560440063,0.052760519087314606,0.08336752653121948,5.35430454602465,5.410512609872967
dense_vs_full_indexer,full-indexer-sparse,Baseline,code_heldout_3,long-code,8192,63,2.4182732886401936e-05,True,1.0,0.0022389839868992567,0.0020996923558413982,0.9992824792861938,0.03958287835121155,0.9990830421447754,0.9979300498962402,0.03959118574857712,0.06485061347484589,5.35430454602465,5.410512609872967
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,0,0.0,True,1.0,0.017764391377568245,0.017764391377568245,1.000000238418579,0.0,1.0000004768371582,0.9999998807907104,0.0,0.0,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,1,0.0,True,1.0,0.0002079985715681687,0.0002079985715681687,1.0000003576278687,0.0,1.0000004768371582,1.0000001192092896,0.0,0.0,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,2,0.0008784534875303507,True,1.0,0.9015059471130371,0.9172090888023376,0.9998623728752136,0.017815066501498222,0.9997503757476807,0.9991397261619568,0.017350947484374046,0.04152066633105278,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,3,0.0006887773051857948,True,1.0,0.02575862407684326,0.02038854919373989,0.9972977638244629,0.07357776910066605,0.9994773268699646,0.9976925849914551,0.02393404021859169,0.0697777271270752,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,4,0.00046285102143883705,True,1.0,0.07333175837993622,0.06557460129261017,0.999847412109375,0.019392365589737892,0.999884843826294,0.999761700630188,0.014071403071284294,0.02185874618589878,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,5,0.006402060389518738,True,1.0,0.43478450179100037,0.5101619958877563,0.9995915293693542,0.028685256838798523,0.9993753433227539,0.998612642288208,0.029495354741811752,0.05267051234841347,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,6,0.007580423727631569,True,1.0,0.5874865651130676,0.48565277457237244,0.9981293678283691,0.06114520877599716,0.9993791580200195,0.9970105290412903,0.02598804607987404,0.07730972021818161,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,7,0.00035306578502058983,True,1.0,0.044432565569877625,0.03919660672545433,0.9991329312324524,0.041833676397800446,0.9996600151062012,0.9991136789321899,0.02171621099114418,0.04223300516605377,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,8,3.8280661101453006e-05,True,1.0,0.011555171571671963,0.011724963784217834,0.999859631061554,0.018231472000479698,0.9998826384544373,0.9997852444648743,0.014292476698756218,0.020756280049681664,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,9,0.0029261205345392227,True,1.0,0.3126167953014374,0.27202171087265015,0.9995171427726746,0.03196709603071213,0.9993178248405457,0.9986473321914673,0.03218093141913414,0.052163973450660706,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,10,0.00017228744400199503,True,1.0,0.030708886682987213,0.02935193106532097,0.9993748068809509,0.036168500781059265,0.9990696907043457,0.9978846311569214,0.035859011113643646,0.06510715186595917,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,11,3.918010042980313e-05,True,1.0,0.004027589689940214,0.00437505217269063,0.9994428753852844,0.036474939435720444,0.9990978837013245,0.9974732398986816,0.03346765786409378,0.072757288813591,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,12,1.8949313016491942e-06,True,1.0,0.0034391088411211967,0.0034571662545204163,0.999817967414856,0.019444655627012253,0.9998095631599426,0.9995205402374268,0.016882378607988358,0.031203458085656166,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,13,6.722142279613763e-05,True,1.0,0.023531457409262657,0.022521672770380974,0.9998558759689331,0.017011774703860283,0.9999125599861145,0.9997648000717163,0.011789500713348389,0.02170143648982048,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,14,0.004946297034621239,True,1.0,3.6903676986694336,3.343918800354004,0.9995854496955872,0.028866039589047432,0.9996650218963623,0.9993546009063721,0.023390840739011765,0.035935141146183014,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,15,0.0005768935661762953,True,1.0,5.18966817855835,5.070226192474365,0.999801754951477,0.020025836303830147,0.9999257326126099,0.9998473525047302,0.011409012600779533,0.017490535974502563,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,16,4.9373795718565816e-08,True,0.8,1.4305104514278355e-06,1.6689286894688848e-06,0.9996013641357422,0.02843531407415867,0.9998197555541992,0.9995136260986328,0.016447823494672775,0.031208526343107224,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,17,2.1400701655238663e-08,True,1.0,8.082063141046092e-05,7.86750388215296e-05,0.9999164938926697,0.013028648681938648,0.9998905658721924,0.999789834022522,0.013985739089548588,0.020601771771907806,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,18,3.967943848692812e-05,True,1.0,0.0006432848167605698,0.00044324109330773354,0.99875807762146,0.050537846982479095,0.9995502233505249,0.999132513999939,0.02707822062075138,0.041778165847063065,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,19,0.0008374354802072048,True,1.0,0.03056795708835125,0.02394658513367176,0.9992769360542297,0.038403138518333435,0.9991142749786377,0.9978787899017334,0.03824436664581299,0.06556784361600876,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,20,1.3206052244640887e-05,True,1.0,0.0006603206275030971,0.0007815881981514394,0.999362051486969,0.0357435904443264,0.9995863437652588,0.9990365505218506,0.02640572562813759,0.044071778655052185,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,21,0.00056479248451069,True,1.0,7.607156276702881,7.490457534790039,0.9997825026512146,0.02093668468296528,0.9994561076164246,0.9984418153762817,0.028109168633818626,0.0558527447283268,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,22,4.0782953874440864e-05,True,1.0,1.3179826736450195,1.318618893623352,0.9992066621780396,0.03983772546052933,0.9995990991592407,0.998638927936554,0.02398507483303547,0.05265112966299057,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,23,1.5431465726578608e-05,True,1.0,0.0025997909251600504,0.002721774624660611,0.9999226331710815,0.012443782761693,0.9998836517333984,0.999740481376648,0.014286061748862267,0.022892886772751808,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,24,0.005526799242943525,True,1.0,0.28381097316741943,0.2278924286365509,0.9999473690986633,0.010867861099541187,0.999922513961792,0.9998602271080017,0.0118535365909338,0.01705300249159336,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,25,2.238176966784522e-05,True,1.0,0.0008898589294403791,0.001073975581675768,0.9982460737228394,0.06276368349790573,0.9995635151863098,0.9986608624458313,0.024668140336871147,0.0529765710234642,5.410512609872967,7.591188604943454
full_indexer_vs_approx,streak2_bucket8_m-0.75_age2,Safe,code_heldout_3,long-code,8192,26,8.232884283643216e-05,True,0.8,0.00024005869636312127,0.0004889961564913392,0.9904669523239136,0.1377589851617813,0.9975270628929138,0.990565836429596,0.05664489418268204,0.14962850511074066,5.410512609872967,7.591188604943454
