policy,selection_role,step,layer,prompt_id,workload,base_context_length,context_length,qk_reduction,recall,output_cosine,output_relative_l2,output_max_abs,preprojection_cosine,preprojection_relative_l2,attention_js,attention_kl_eps1e8
streak2_bucket8_m-0.75_refresh8,Balanced,8,2,code_heldout_3,long-code,16384,16393,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.842181392130442e-06
streak2_bucket8_m0,Aggressive,8,2,code_heldout_3,long-code,16384,16393,0.3552735923869944,0.9716796875,0.9999746084213257,0.007133044768124819,0.001953125,0.9999727010726929,0.007380728609859943,0.0008720923215150833,0.008261438459157944
streak2_bucket8_m-0.75_age2,Safe,9,2,code_heldout_3,long-code,16384,16394,0.2927900451384653,0.98828125,0.9957316517829895,0.09229636937379837,0.01611328125,0.995198130607605,0.09788064658641815,0.004491206258535385,0.018338732421398163
streak2_bucket8_m-0.75_refresh8,Balanced,9,2,code_heldout_3,long-code,16384,16394,0.2849823106014395,0.9931640625,0.9957334399223328,0.09227687120437622,0.015625,0.9951992034912109,0.097870372235775,0.004335072357207537,0.015196824446320534
streak2_bucket8_m0,Aggressive,9,2,code_heldout_3,long-code,16384,16394,0.363059655971697,0.97998046875,0.9957278966903687,0.09233658760786057,0.01611328125,0.9951964020729065,0.09789947420358658,0.00498800678178668,0.02700814977288246
streak2_bucket8_m-0.75_age2,Safe,10,2,code_heldout_3,long-code,16384,16395,0.07807258310460508,0.98974609375,0.9999984502792358,0.0017837423365563154,0.00048828125,0.9999994039535522,0.0010130290174856782,0.00026142323622480035,0.0027062108274549246
streak2_bucket8_m-0.75_refresh8,Balanced,10,2,code_heldout_3,long-code,16384,16395,0.292772186642269,0.97705078125,0.9999962449073792,0.0027685058303177357,0.0009765625,0.9999973773956299,0.0022637895308434963,0.0008374491590075195,0.014423372223973274
streak2_bucket8_m0,Aggressive,10,2,code_heldout_3,long-code,16384,16395,0.18737419945105216,0.986328125,0.9999975562095642,0.002226706361398101,0.0009765625,0.9999988079071045,0.0015856454847380519,0.0005341545911505818,0.011438083834946156
streak2_bucket8_m-0.75_age2,Safe,11,2,code_heldout_3,long-code,16384,16396,0.24981702854354726,0.98974609375,0.9999954700469971,0.0030298037454485893,0.0009765625,0.9999963045120239,0.0027023074217140675,0.0007674033986404538,0.0206468366086483
streak2_bucket8_m-0.75_refresh8,Balanced,11,2,code_heldout_3,long-code,16384,16396,0.3513051963893633,0.98193359375,0.9999855756759644,0.005393810570240021,0.0009765625,0.9999865293502808,0.005224600434303284,0.0012210914865136147,0.02508893981575966
streak2_bucket8_m0,Aggressive,11,2,code_heldout_3,long-code,16384,16396,0.316174676750427,0.984375,0.9999862313270569,0.005282486788928509,0.0009765625,0.9999872446060181,0.0050874087028205395,0.001102999085560441,0.02287963777780533
streak2_bucket8_m-0.75_age2,Safe,12,2,code_heldout_3,long-code,16384,16397,0.2576080990425078,0.9970703125,0.9999988079071045,0.0015745426062494516,0.00048828125,0.9999997019767761,0.0008526446181349456,0.00015164053183980286,0.0033672587014734745
streak2_bucket8_m-0.75_refresh8,Balanced,12,2,code_heldout_3,long-code,16384,16397,0.35909007745319266,0.9873046875,0.9999867081642151,0.00518354307860136,0.001953125,0.999987006187439,0.005120570305734873,0.0007537164492532611,0.009747795760631561
streak2_bucket8_m0,Aggressive,12,2,code_heldout_3,long-code,16384,16397,0.3161553942794414,0.986328125,0.9999872446060181,0.005070674233138561,0.001953125,0.9999885559082031,0.00480770505964756,0.0007039422634989023,0.00829715933650732
streak2_bucket8_m-0.75_age2,Safe,13,2,code_heldout_3,long-code,16384,16398,0.07415538480302475,0.99609375,0.9999986886978149,0.0017205467447638512,0.00048828125,0.9999996423721313,0.0009578422759659588,0.00011283040657872334,0.002124908845871687
streak2_bucket8_m-0.75_refresh8,Balanced,13,2,code_heldout_3,long-code,16384,16398,0.37077692401512374,0.97021484375,0.9999954700469971,0.0031279423274099827,0.0009765625,0.9999960660934448,0.002820986555889249,0.0008474441710859537,0.017558027058839798
streak2_bucket8_m0,Aggressive,13,2,code_heldout_3,long-code,16384,16398,0.3512623490669594,0.9716796875,0.9999954700469971,0.0031249686144292355,0.0009765625,0.9999961853027344,0.002807270735502243,0.0008317088359035552,0.01737281121313572
streak2_bucket8_m-0.75_age2,Safe,14,2,code_heldout_3,long-code,16384,16399,0.22635526556497343,0.99365234375,0.9999979734420776,0.001996372127905488,0.0009765625,0.9999991655349731,0.0012772321933880448,5.6479155318811536e-05,0.00045821204548701644
streak2_bucket8_m-0.75_refresh8,Balanced,14,2,code_heldout_3,long-code,16384,16399,0.3863650222574547,0.984375,0.9999951720237732,0.0031005495693534613,0.0010986328125,0.9999971389770508,0.002371988957747817,0.00022536079632118344,0.0022844623308628798
streak2_bucket8_m0,Aggressive,14,2,code_heldout_3,long-code,16384,16399,0.3512409293249589,0.98583984375,0.9999951720237732,0.003107313299551606,0.0010986328125,0.9999971985816956,0.0023641965817660093,0.00021881499560549855,0.0021699657663702965
streak2_bucket8_m-0.75_age2,Safe,15,2,code_heldout_3,long-code,16384,16400,0.24195121951219511,0.984375,0.9999933838844299,0.0036455842200666666,0.001953125,0.9999948740005493,0.003301561577245593,0.00027250111452303827,0.0024704954121261835
streak2_bucket8_m-0.75_refresh8,Balanced,15,2,code_heldout_3,long-code,16384,16400,0.40195121951219515,0.96875,0.9999915361404419,0.00413886783644557,0.001953125,0.9999921321868896,0.004020527936518192,0.0005505918525159359,0.007077892776578665
streak2_bucket8_m0,Aggressive,15,2,code_heldout_3,long-code,16384,16400,0.3824390243902439,0.96484375,0.9999915361404419,0.004109115339815617,0.001953125,0.999992311000824,0.003972809761762619,0.0005671532708220184,0.007042228244245052
streak2_bucket8_m-0.75_age2,Safe,16,2,code_heldout_3,long-code,16384,16401,0.1365770379854887,0.9931640625,0.9999979734420776,0.0020044080447405577,0.0009765625,0.9999990463256836,0.001397593878209591,0.0002471306943334639,0.005231213290244341
streak2_bucket8_m-0.75_refresh8,Balanced,16,2,code_heldout_3,long-code,16384,16401,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.323857865529135e-06
streak2_bucket8_m0,Aggressive,16,2,code_heldout_3,long-code,16384,16401,0.4136333150417657,0.98095703125,0.9999944567680359,0.003522783052176237,0.001953125,0.9999957084655762,0.0030398366507142782,0.0004919670172967017,0.010414223186671734
streak2_bucket8_m-0.75_age2,Safe,17,2,code_heldout_3,long-code,16384,16402,0.23801975368857453,0.98388671875,0.9999959468841553,0.0028630532324314117,0.0009765625,0.9999973773956299,0.002311970107257366,0.0005991470534354448,0.01016838289797306
streak2_bucket8_m-0.75_refresh8,Balanced,17,2,code_heldout_3,long-code,16384,16402,0.3082550908425802,0.9814453125,0.9999953508377075,0.0030477328691631556,0.001953125,0.9999969005584717,0.0024587581865489483,0.0007135529303923249,0.011569823138415813
streak2_bucket8_m0,Aggressive,17,2,code_heldout_3,long-code,16384,16402,0.40970613339836603,0.9541015625,0.9999895095825195,0.004590670112520456,0.0009765625,0.9999873638153076,0.005028282757848501,0.0023371707648038864,0.0324370376765728
streak2_bucket8_m-0.75_age2,Safe,18,2,code_heldout_3,long-code,16384,16403,0.23410351764921056,0.98779296875,0.9999977350234985,0.0021184685174375772,0.00048828125,0.9999985694885254,0.0016945074312388897,0.00048521030112169683,0.011784235015511513
streak2_bucket8_m-0.75_refresh8,Balanced,18,2,code_heldout_3,long-code,16384,16403,0.32384319941474116,0.98291015625,0.9999963045120239,0.002695017261430621,0.0009765625,0.9999973773956299,0.0023088534362614155,0.0006007365882396698,0.0127753596752882
streak2_bucket8_m0,Aggressive,18,2,code_heldout_3,long-code,16384,16403,0.4252880570627324,0.96337890625,0.9999931454658508,0.0037267173174768686,0.0009765625,0.9999932050704956,0.0037116932217031717,0.0011967254104092717,0.025837067514657974
streak2_bucket8_m-0.75_age2,Safe,19,2,code_heldout_3,long-code,16384,16404,0.12874908558888076,0.99609375,0.9999974370002747,0.0022775819525122643,0.00146484375,0.9999988079071045,0.001599016017280519,7.380203169304878e-05,0.0014899875968694687
streak2_bucket8_m-0.75_refresh8,Balanced,19,2,code_heldout_3,long-code,16384,16404,0.3238234576932455,0.986328125,0.9999964237213135,0.0026783717330545187,0.001953125,0.9999982714653015,0.0018947472563013434,0.000286901427898556,0.005467638373374939
streak2_bucket8_m0,Aggressive,19,2,code_heldout_3,long-code,16384,16404,0.41745915630334063,0.96923828125,0.9999550580978394,0.009633744135499,0.00244140625,0.9999432563781738,0.01082740817219019,0.0014584617456421256,0.014885155484080315
streak2_bucket8_m-0.75_age2,Safe,20,2,code_heldout_3,long-code,16384,16405,0.20676622980798542,0.994140625,0.9999990463256836,0.0013834616402164102,0.00048828125,0.9999998807907104,0.0006969941314309835,7.369674131041393e-05,0.000961846555583179
streak2_bucket8_m-0.75_refresh8,Balanced,20,2,code_heldout_3,long-code,16384,16405,0.33160621761658027,0.97900390625,0.9999921321868896,0.00400890875607729,0.001953125,0.9999932050704956,0.003701339941471815,0.0007722259033471346,0.015457246452569962
streak2_bucket8_m0,Aggressive,20,2,code_heldout_3,long-code,16384,16405,0.41743370923498935,0.9609375,0.9999876618385315,0.005033884197473526,0.0029296875,0.9999887347221375,0.004770044703036547,0.0013077266048640013,0.026058964431285858
streak2_bucket8_m-0.75_age2,Safe,21,2,code_heldout_3,long-code,16384,16406,0.22235767402169937,0.994140625,0.9999983906745911,0.001835851464420557,0.001953125,0.9999998807907104,0.0005429832963272929,5.63953144592233e-05,0.0005699403118342161
streak2_bucket8_m-0.75_refresh8,Balanced,21,2,code_heldout_3,long-code,16384,16406,0.34719005241984635,0.98828125,0.9999971985816956,0.0023565050214529037,0.00048828125,0.999998927116394,0.0014732048148289323,0.00010281210415996611,0.0010164522100239992
streak2_bucket8_m0,Aggressive,21,2,code_heldout_3,long-code,16384,16406,0.41740826526880415,0.9833984375,0.9999970197677612,0.0024614993017166853,0.00048828125,0.9999988079071045,0.001555741298943758,0.00015871187497396022,0.0019008296076208353
streak2_bucket8_m-0.75_age2,Safe,22,2,code_heldout_3,long-code,16384,16407,0.13262631803498504,0.98193359375,0.999991238117218,0.004174104426056147,0.0009765625,0.999991774559021,0.004072841722518206,0.00042721611680462956,0.005492061376571655
streak2_bucket8_m-0.75_refresh8,Balanced,22,2,code_heldout_3,long-code,16384,16407,0.3627719875662827,0.9716796875,0.9999822974205017,0.0059571051970124245,0.00390625,0.9999837279319763,0.005726870149374008,0.0007203038549050689,0.007135845720767975
streak2_bucket8_m0,Aggressive,22,2,code_heldout_3,long-code,16384,16407,0.4251843725239227,0.9580078125,0.999983549118042,0.005723751615732908,0.0009765625,0.999982476234436,0.005922787357121706,0.000915958546102047,0.010120527818799019
streak2_bucket8_m-0.75_age2,Safe,23,2,code_heldout_3,long-code,16384,16408,0.24573378839590443,0.99560546875,0.9999971389770508,0.0023761470802128315,0.001953125,0.9999991655349731,0.0012498789001256227,0.00016642270202282816,0.003652397310361266
streak2_bucket8_m-0.75_refresh8,Balanced,23,2,code_heldout_3,long-code,16384,16408,0.3744514870794734,0.98876953125,0.9999953508377075,0.003081357339397073,0.001953125,0.9999971985816956,0.0023881650995463133,0.0005226057837717235,0.011225840076804161
streak2_bucket8_m0,Aggressive,23,2,code_heldout_3,long-code,16384,16408,0.4329595319356412,0.98046875,0.9999693632125854,0.007831097580492496,0.001953125,0.9999709129333496,0.007620662916451693,0.0012343251146376133,0.01904468797147274
streak2_bucket8_m-0.75_age2,Safe,24,2,code_heldout_3,long-code,16384,16409,0.2379182156133829,0.9951171875,0.9999980926513672,0.0019659732934087515,0.0009765625,0.9999991655349731,0.001371351070702076,0.00013778984430246055,0.0024477303959429264
streak2_bucket8_m-0.75_refresh8,Balanced,24,2,code_heldout_3,long-code,16384,16409,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.867880761594279e-06
streak2_bucket8_m0,Aggressive,24,2,code_heldout_3,long-code,16384,16409,0.41343165336096044,0.97998046875,0.9999929070472717,0.003773462027311325,0.001953125,0.9999933838844299,0.0036573761608451605,0.001032775267958641,0.025031553581357002
streak2_bucket8_m-0.75_age2,Safe,25,2,code_heldout_3,long-code,16384,16410,0.1560024375380865,0.99169921875,0.9999867677688599,0.005132961552590132,0.001953125,0.9999872446060181,0.005038800183683634,0.001018877956084907,0.018046218901872635
streak2_bucket8_m-0.75_refresh8,Balanced,25,2,code_heldout_3,long-code,16384,16410,0.32760511882998167,0.986328125,0.9999816417694092,0.006075393874198198,0.001953125,0.99997878074646,0.006497927475720644,0.001590200699865818,0.023825619369745255
streak2_bucket8_m0,Aggressive,25,2,code_heldout_3,long-code,16384,16410,0.4212065813528336,0.978515625,0.9999702572822571,0.007793426979333162,0.005859375,0.9999681115150452,0.007983538322150707,0.002655347343534231,0.05599280074238777
streak2_bucket8_m-0.75_age2,Safe,26,2,code_heldout_3,long-code,16384,16411,0.2924867466942904,0.97802734375,0.9999935626983643,0.003699834691360593,0.001953125,0.9999943375587463,0.003496642457321286,0.0009959845338016748,0.022096075117588043
streak2_bucket8_m-0.75_refresh8,Balanced,26,2,code_heldout_3,long-code,16384,16411,0.3548839193224057,0.97216796875,0.9999932050704956,0.0037786983884871006,0.001953125,0.9999935626983643,0.0037003292236477137,0.0010577202774584293,0.024626754224300385
streak2_bucket8_m0,Aggressive,26,2,code_heldout_3,long-code,16384,16411,0.4484796782645787,0.95458984375,0.9999860525131226,0.00543338293209672,0.00390625,0.9999856352806091,0.005554054398089647,0.0017014851327985525,0.036040760576725006
streak2_bucket8_m-0.75_age2,Safe,27,2,code_heldout_3,long-code,16384,16412,0.24957348281745062,0.98681640625,0.9999987483024597,0.0015957453288137913,0.0009765625,0.9999995231628418,0.000995784648694098,0.00010344701149733737,0.000667116604745388
streak2_bucket8_m-0.75_refresh8,Balanced,27,2,code_heldout_3,long-code,16384,16412,0.3782598098951986,0.97412109375,0.9999962449073792,0.0028229483868926764,0.0009765625,0.999997615814209,0.0022900383919477463,0.0003659866633825004,0.005765152163803577
streak2_bucket8_m0,Aggressive,27,2,code_heldout_3,long-code,16384,16412,0.4484523519376066,0.951171875,0.9999946355819702,0.0034225627314299345,0.0009765625,0.9999959468841553,0.003133299294859171,0.0006769078318029642,0.011023512110114098
streak2_bucket8_m-0.75_age2,Safe,28,2,code_heldout_3,long-code,16384,16413,0.13647718272101383,0.99658203125,0.999998152256012,0.0019662717822939157,0.0009765625,0.9999989867210388,0.001354635925963521,0.0001670954516157508,0.004117012955248356
streak2_bucket8_m-0.75_refresh8,Balanced,28,2,code_heldout_3,long-code,16384,16413,0.3938341558520685,0.97119140625,0.9999938011169434,0.0036678945180028677,0.001953125,0.9999935626983643,0.003544819774106145,0.0010218516690656543,0.022436413913965225
streak2_bucket8_m0,Aggressive,28,2,code_heldout_3,long-code,16384,16413,0.45622372509596054,0.94970703125,0.9999833703041077,0.005963798146694899,0.00390625,0.9999819993972778,0.006030131597071886,0.0019924226216971874,0.045062415301799774
streak2_bucket8_m-0.75_age2,Safe,29,2,code_heldout_3,long-code,16384,16414,0.25344218350188863,0.9931640625,0.9999983310699463,0.0018384666182100773,0.001953125,0.9999998807907104,0.0004890370182693005,4.939866630593315e-05,0.0005176238482818007
streak2_bucket8_m-0.75_refresh8,Balanced,29,2,code_heldout_3,long-code,16384,16414,0.40550749360302185,0.98291015625,0.999995768070221,0.0029314865823835135,0.001953125,0.9999988675117493,0.0015378104289993644,0.00017049035523086786,0.0024537984281778336
streak2_bucket8_m0,Aggressive,29,2,code_heldout_3,long-code,16384,16414,0.45619593030339955,0.9755859375,0.9999964237213135,0.002704092301428318,0.001220703125,0.9999983906745911,0.0017934771021828055,0.00031112576834857464,0.004954883828759193
streak2_bucket8_m-0.75_age2,Safe,30,2,code_heldout_3,long-code,16384,16415,0.2300335059396893,0.98193359375,0.9999976754188538,0.0021739972289651632,0.0009765625,0.9999988079071045,0.0015032950323075056,0.000171213541761972,0.0014435835182666779
streak2_bucket8_m-0.75_refresh8,Balanced,30,2,code_heldout_3,long-code,16384,16415,0.42107828205909226,0.9580078125,0.9999897480010986,0.004558818880468607,0.0009765625,0.9999899864196777,0.00446877209469676,0.000840918452013284,0.01158127374947071
streak2_bucket8_m0,Aggressive,30,2,code_heldout_3,long-code,16384,16415,0.46786475784343584,0.9404296875,0.9999809861183167,0.006180208176374435,0.001220703125,0.9999804496765137,0.00626769196242094,0.0011743688955903053,0.015859920531511307
streak2_bucket8_m-0.75_age2,Safe,31,2,code_heldout_3,long-code,16384,16416,0.1442495126705653,0.9951171875,0.999997079372406,0.0023958063684403896,0.001953125,0.999998927116394,0.0014544877922162414,0.00034282810520380735,0.004161642398685217
streak2_bucket8_m-0.75_refresh8,Balanced,31,2,code_heldout_3,long-code,16384,16416,0.42884990253411304,0.9755859375,0.9999653100967407,0.008346861228346825,0.00390625,0.9999715685844421,0.007551608607172966,0.0013799774460494518,0.020726433023810387
streak2_bucket8_m0,Aggressive,31,2,code_heldout_3,long-code,16384,16416,0.4678362573099415,0.9677734375,0.9999380111694336,0.01125520933419466,0.0078125,0.9999479055404663,0.010198301635682583,0.0021562622860074043,0.037241801619529724
streak2_bucket8_m-0.75_age2,Safe,32,2,code_heldout_3,long-code,16384,16417,0.22220868611804834,0.9931640625,0.9999818801879883,0.006023797672241926,0.001953125,0.9999818205833435,0.006027676165103912,0.0012017183471471071,0.016404952853918076
streak2_bucket8_m-0.75_refresh8,Balanced,32,2,code_heldout_3,long-code,16384,16417,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.06255082655116e-06
streak2_bucket8_m0,Aggressive,32,2,code_heldout_3,long-code,16384,16417,0.31577023816775296,0.9873046875,0.9999794363975525,0.0066133649088442326,0.00244140625,0.9999755024909973,0.007107938174158335,0.0019125461112707853,0.03151591494679451
streak2_bucket8_m-0.75_age2,Safe,33,2,code_heldout_3,long-code,16384,16418,0.23778779388476068,0.99609375,0.9999961256980896,0.0027794530615210533,0.0009765625,0.9999979138374329,0.0021009626798331738,0.00027865602169185877,0.002852367702871561
streak2_bucket8_m-0.75_refresh8,Balanced,33,2,code_heldout_3,long-code,16384,16418,0.32354732610549397,0.9951171875,0.9999960064888,0.0028416013810783625,0.0009765625,0.9999978542327881,0.002093544928357005,0.00028450513491407037,0.0028754458762705326
streak2_bucket8_m0,Aggressive,33,2,code_heldout_3,long-code,16384,16418,0.4054086977707394,0.98681640625,0.9999752044677734,0.007096536457538605,0.001953125,0.9999711513519287,0.007645785342901945,0.0019093863666057587,0.05420367047190666
streak2_bucket8_m-0.75_age2,Safe,34,2,code_heldout_3,long-code,16384,16419,0.22218161885620313,0.97509765625,0.9999920725822449,0.003989584743976593,0.0009765625,0.9999922513961792,0.003960630856454372,0.001058870111592114,0.024513468146324158
streak2_bucket8_m-0.75_refresh8,Balanced,34,2,code_heldout_3,long-code,16384,16419,0.34301723612887514,0.97412109375,0.9999924898147583,0.0038926161359995604,0.00048828125,0.9999927282333374,0.0038221911527216434,0.0011268208036199212,0.024983463808894157
streak2_bucket8_m0,Aggressive,34,2,code_heldout_3,long-code,16384,16419,0.4209756988854376,0.9580078125,0.999984622001648,0.0057126726023852825,0.001953125,0.9999830722808838,0.00606430834159255,0.001715963240712881,0.03801826760172844
streak2_bucket8_m-0.75_age2,Safe,35,2,code_heldout_3,long-code,16384,16420,0.23775883069427528,0.9853515625,0.9999849200248718,0.005526382010430098,0.001953125,0.9999864101409912,0.005260591395199299,0.0006356709054671228,0.008639560081064701
streak2_bucket8_m-0.75_refresh8,Balanced,35,2,code_heldout_3,long-code,16384,16420,0.3624847746650426,0.98095703125,0.9999855756759644,0.005376150365918875,0.001953125,0.9999863505363464,0.005229306407272816,0.0007635719957761467,0.010962065309286118
streak2_bucket8_m0,Aggressive,35,2,code_heldout_3,long-code,16384,16420,0.43264311814859924,0.966796875,0.9999510645866394,0.01007202360779047,0.0087890625,0.9999552965164185,0.009540584869682789,0.002025941386818886,0.047774821519851685
streak2_bucket8_m-0.75_age2,Safe,36,2,code_heldout_3,long-code,16384,16421,0.21825710979842883,0.994140625,0.9999852180480957,0.005485722329467535,0.001800537109375,0.9999868869781494,0.005136743653565645,0.00033702125074341893,0.0020088849123567343
streak2_bucket8_m-0.75_refresh8,Balanced,36,2,code_heldout_3,long-code,16384,16421,0.3819499421472504,0.986328125,0.9999798536300659,0.006366036832332611,0.003692626953125,0.9999796152114868,0.006414612755179405,0.0008428232977166772,0.011869631707668304
streak2_bucket8_m0,Aggressive,36,2,code_heldout_3,long-code,16384,16421,0.44430911637537296,0.974609375,0.999954104423523,0.00961611419916153,0.0078887939453125,0.9999542832374573,0.009577037766575813,0.001997370505705476,0.03914671763777733
streak2_bucket8_m-0.75_age2,Safe,37,2,code_heldout_3,long-code,16384,16422,0.21434660820850082,0.98583984375,0.9999967217445374,0.002542591653764248,0.0009765625,0.9999980926513672,0.001929035410284996,0.00034103705547749996,0.001982196466997266
streak2_bucket8_m-0.75_refresh8,Balanced,37,2,code_heldout_3,long-code,16384,16422,0.40141273900864693,0.96728515625,0.9999920129776001,0.004003689158707857,0.001953125,0.9999948143959045,0.0032311072573065758,0.0007532924646511674,0.008768130093812943
streak2_bucket8_m0,Aggressive,37,2,code_heldout_3,long-code,16384,16422,0.45597369382535624,0.94921875,0.9999891519546509,0.004700904246419668,0.001953125,0.99998939037323,0.0045985272154212,0.0017686912324279547,0.03486707806587219
streak2_bucket8_m-0.75_age2,Safe,38,2,code_heldout_3,long-code,16384,16423,0.24161237289167625,0.99462890625,0.9999978542327881,0.0020567879546433687,0.0006103515625,0.9999991655349731,0.0012154668802395463,6.798843969590962e-05,0.0009060152806341648
streak2_bucket8_m-0.75_refresh8,Balanced,38,2,code_heldout_3,long-code,16384,16423,0.4130792181696401,0.978515625,0.9999960660934448,0.002842009300366044,0.0009765625,0.9999978542327881,0.0020812107250094414,0.00032469036523252726,0.004455741960555315
streak2_bucket8_m0,Aggressive,38,2,code_heldout_3,long-code,16384,16423,0.45594592948913115,0.97412109375,0.9999955892562866,0.003011484630405903,0.0009765625,0.9999974370002747,0.0022726221941411495,0.00037525789230130613,0.005120015237480402
streak2_bucket8_m-0.75_age2,Safe,39,2,code_heldout_3,long-code,16384,16424,0.22601071602532874,0.99658203125,0.9999988079071045,0.0015475837280973792,0.0009765625,0.9999997615814209,0.0006644545355811715,1.8213970179203898e-05,0.00018561288015916944
