policy,selection_role,step,layer,prompt_id,workload,base_context_length,context_length,qk_reduction,recall,output_cosine,output_relative_l2,output_max_abs,preprojection_cosine,preprojection_relative_l2,attention_js,attention_kl_eps1e8
streak2_bucket8_m-0.75_age2,Safe,34,11,code_heldout_3,long-code,32768,32803,0.11316038167240805,0.99462890625,0.9999358654022217,0.011340555734932423,0.0078125,0.9999210834503174,0.012561067938804626,0.001727492199279368,0.02161715179681778
streak2_bucket8_m-0.75_refresh8,Balanced,34,11,code_heldout_3,long-code,32768,32803,0.49751547114593175,0.9873046875,0.9999301433563232,0.011828174814581871,0.0078125,0.9999191761016846,0.012737281620502472,0.001844152808189392,0.022301819175481796
streak2_bucket8_m0,Aggressive,34,11,code_heldout_3,long-code,32768,32803,0.632137304514831,0.93994140625,0.999703586101532,0.024389082565903664,0.015625,0.9997270703315735,0.02336418628692627,0.006409618072211742,0.07262061536312103
streak2_bucket8_m-0.75_age2,Safe,35,11,code_heldout_3,long-code,32768,32804,0.47018656261431535,0.99267578125,0.9999996423721313,0.000855052552651614,0.00390625,0.9999999403953552,0.00018372564227320254,6.228071015357273e-06,0.0001221161219291389
streak2_bucket8_m-0.75_refresh8,Balanced,35,11,code_heldout_3,long-code,32768,32804,0.548225826118766,0.9833984375,0.9999995827674866,0.0008341974462382495,0.00390625,0.9999998807907104,0.00013664909056387842,8.725655789021403e-06,0.00013984943507239223
streak2_bucket8_m0,Aggressive,35,11,code_heldout_3,long-code,32768,32804,0.636019997561273,0.96435546875,0.9999970197677612,0.002437262563034892,0.00390625,0.9999986886978149,0.0016351734520867467,0.00022401995374821126,0.003657738445326686
streak2_bucket8_m-0.75_age2,Safe,36,11,code_heldout_3,long-code,32768,32805,0.4682213077274806,0.9794921875,0.9999983906745911,0.001833540154621005,0.001953125,0.9999996423721313,0.0008394942851737142,6.955714343348518e-05,0.0009536838042549789
streak2_bucket8_m-0.75_refresh8,Balanced,36,11,code_heldout_3,long-code,32768,32805,0.5052888279225728,0.974609375,0.9999985098838806,0.0017688446678221226,0.001953125,0.9999995827674866,0.0008373965974897146,7.373278640443459e-05,0.0009676263434812427
streak2_bucket8_m0,Aggressive,36,11,code_heldout_3,long-code,32768,32805,0.612589544276787,0.94189453125,0.9999954104423523,0.003039425704628229,0.001953125,0.9999977350234985,0.0020885264966636896,0.0003095081774517894,0.004221273120492697
streak2_bucket8_m-0.75_age2,Safe,37,11,code_heldout_3,long-code,32768,32806,0.1385112479424495,0.98486328125,0.999995768070221,0.0028972781728953123,0.001953125,0.9999973773956299,0.0022926751989871264,0.00023989602050278336,0.0018582547781988978
streak2_bucket8_m-0.75_refresh8,Balanced,37,11,code_heldout_3,long-code,32768,32806,0.5657501676522587,0.95849609375,0.9999654293060303,0.008389357477426529,0.0048828125,0.9999680519104004,0.00805561151355505,0.0012237090850248933,0.0047530378215014935
streak2_bucket8_m0,Aggressive,37,11,code_heldout_3,long-code,32768,32806,0.6242760470645614,0.9248046875,0.9998257160186768,0.018689902499318123,0.015625,0.9998383522033691,0.018064133822917938,0.004199535585939884,0.039294492453336716
streak2_bucket8_m-0.75_age2,Safe,38,11,code_heldout_3,long-code,32768,32807,0.48379918919742737,0.9853515625,0.9999750852584839,0.007069741375744343,0.00390625,0.9999839067459106,0.005697980523109436,0.0005563261220231652,0.016933027654886246
streak2_bucket8_m-0.75_refresh8,Balanced,38,11,code_heldout_3,long-code,32768,32807,0.5832901514920596,0.97509765625,0.9999752044677734,0.007043800316751003,0.00390625,0.9999840259552002,0.005697102751582861,0.0005920896073803306,0.01715463027358055
streak2_bucket8_m0,Aggressive,38,11,code_heldout_3,long-code,32768,32807,0.6340110342304996,0.9560546875,0.9999369382858276,0.01126724574714899,0.005859375,0.999947726726532,0.010227878578007221,0.0020242573227733374,0.021868783980607986
streak2_bucket8_m-0.75_age2,Safe,39,11,code_heldout_3,long-code,32768,32808,0.4506217995610826,0.9833984375,0.9999905824661255,0.00436614453792572,0.00390625,0.9999931454658508,0.003723438363522291,0.00038110517198219895,0.010285133495926857
streak2_bucket8_m-0.75_refresh8,Balanced,39,11,code_heldout_3,long-code,32768,32808,0.5871738600341381,0.9560546875,0.9999903440475464,0.004414789844304323,0.00390625,0.9999929666519165,0.003778508398681879,0.0004751293745357543,0.011834992095828056
streak2_bucket8_m0,Aggressive,39,11,code_heldout_3,long-code,32768,32808,0.6320409656181419,0.93017578125,0.9995589256286621,0.029704933986067772,0.0234375,0.9995811581611633,0.02904137596487999,0.0037117591127753258,0.021906495094299316
streak2_bucket8_m-0.75_age2,Safe,40,11,code_heldout_3,long-code,32768,32809,0.1326465299155719,0.994140625,0.9999995231628418,0.0010231396881863475,0.001953125,0.9999998807907104,0.0002743828226812184,1.0387030670244712e-05,4.416392039274797e-05
streak2_bucket8_m-0.75_refresh8,Balanced,40,11,code_heldout_3,long-code,32768,32809,0.0,1.0,1.0,0.0,0.0,0.9999999403953552,0.0,0.0,1.1041378456866369e-05
streak2_bucket8_m0,Aggressive,40,11,code_heldout_3,long-code,32768,32809,0.6378737541528239,0.9619140625,0.9996660947799683,0.025999486446380615,0.0126953125,0.9997521638870239,0.022324644029140472,0.0038636773824691772,0.01699305698275566
streak2_bucket8_m-0.75_age2,Safe,41,11,code_heldout_3,long-code,32768,32810,0.46424870466321244,0.9931640625,0.9999955892562866,0.0029759518802165985,0.00390625,0.9999979734420776,0.00200832961127162,0.00025556934997439384,0.007342238444834948
streak2_bucket8_m-0.75_refresh8,Balanced,41,11,code_heldout_3,long-code,32768,32810,0.5364218226150563,0.984375,0.999977707862854,0.006697651464492083,0.005126953125,0.9999836087226868,0.005733293015509844,0.0007116205524653196,0.013733725063502789
streak2_bucket8_m0,Aggressive,41,11,code_heldout_3,long-code,32768,32810,0.6398049375190491,0.9462890625,0.9999611377716064,0.008827301673591137,0.0068359375,0.9999662041664124,0.008225206285715103,0.0023688562214374542,0.036395903676748276
streak2_bucket8_m-0.75_age2,Safe,42,11,code_heldout_3,long-code,32768,32811,0.4505805979701929,0.99072265625,0.9999953508377075,0.0033142059110105038,0.015625,0.9999983310699463,0.0018790650647133589,9.05650740605779e-05,0.0022007087245583534
streak2_bucket8_m-0.75_refresh8,Balanced,42,11,code_heldout_3,long-code,32768,32811,0.5481088659291091,0.98291015625,0.99998939037323,0.004627577494829893,0.015625,0.9999935626983643,0.0036068044137209654,0.000267483206698671,0.00317778205499053
streak2_bucket8_m0,Aggressive,42,11,code_heldout_3,long-code,32768,32811,0.6397854378104904,0.95556640625,0.9999680519104004,0.008008168078958988,0.015625,0.9999644756317139,0.008427233435213566,0.0008955888915807009,0.005655255634337664
streak2_bucket8_m-0.75_age2,Safe,43,11,code_heldout_3,long-code,32768,32812,0.14628794343532858,0.9736328125,0.9999893307685852,0.004626951180398464,0.00390625,0.9999927282333374,0.0038194593507796526,0.00034624311956577003,0.001608072780072689
streak2_bucket8_m-0.75_refresh8,Balanced,43,11,code_heldout_3,long-code,32768,32812,0.5636962087041326,0.96435546875,0.9999892711639404,0.004617232363671064,0.00390625,0.9999927282333374,0.0038219173438847065,0.00035210163332521915,0.001643695286475122
streak2_bucket8_m0,Aggressive,43,11,code_heldout_3,long-code,32768,32812,0.6436669511154456,0.93505859375,0.9999709129333496,0.007641704753041267,0.0078125,0.999977707862854,0.006677281577140093,0.0011009406298398972,0.006597324274480343
streak2_bucket8_m-0.75_age2,Safe,44,11,code_heldout_3,long-code,32768,32813,0.49346295675494467,0.9814453125,0.9999974966049194,0.0022338905837386847,0.001953125,0.9999992847442627,0.001286805490963161,5.0093945901608095e-05,0.001104083377867937
streak2_bucket8_m-0.75_refresh8,Balanced,44,11,code_heldout_3,long-code,32768,32813,0.5948861731630757,0.95654296875,0.9999966025352478,0.0026265722699463367,0.001953125,0.9999988079071045,0.0016045859083533287,0.00010957278573187068,0.0016444349894300103
streak2_bucket8_m0,Aggressive,44,11,code_heldout_3,long-code,32768,32813,0.6514491207753025,0.9365234375,0.9999414682388306,0.010843528434634209,0.0078125,0.9999576210975647,0.009254371747374535,0.0009975754655897617,0.0047635603696107864
streak2_bucket8_m-0.75_age2,Safe,45,11,code_heldout_3,long-code,32768,32814,0.4856463704516365,0.986328125,0.9998810291290283,0.015497151762247086,0.015625,0.9999158382415771,0.013009789399802685,0.0012260784860700369,0.04371555894613266
streak2_bucket8_m-0.75_refresh8,Balanced,45,11,code_heldout_3,long-code,32768,32814,0.6143719144267691,0.9814453125,0.999855101108551,0.017023174092173576,0.021484375,0.9998990297317505,0.014215893112123013,0.0018906393088400364,0.03891286626458168
streak2_bucket8_m0,Aggressive,45,11,code_heldout_3,long-code,32768,32814,0.6592308161150728,0.96728515625,0.9998546838760376,0.017064791172742844,0.01953125,0.9998975992202759,0.01432393491268158,0.002137241419404745,0.04039140045642853
streak2_bucket8_m-0.75_age2,Safe,46,11,code_heldout_3,long-code,32768,32815,0.16772817309157395,0.986328125,0.9997081160545349,0.024160604923963547,0.01953125,0.999788224697113,0.02058156207203865,0.0014561701100319624,0.05540851876139641
streak2_bucket8_m-0.75_refresh8,Balanced,46,11,code_heldout_3,long-code,32768,32815,0.6319061404845345,0.98388671875,0.9999725818634033,0.007537428755313158,0.0078125,0.9999788999557495,0.006557956803590059,0.0007027540705166757,0.024732578545808792
streak2_bucket8_m0,Aggressive,46,11,code_heldout_3,long-code,32768,32815,0.672863019960384,0.97900390625,0.9999726414680481,0.0075624664314091206,0.0078125,0.99997878074646,0.006590222008526325,0.0007627648301422596,0.02586187981069088
streak2_bucket8_m-0.75_age2,Safe,47,11,code_heldout_3,long-code,32768,32816,0.5519258898098489,0.98876953125,0.999753475189209,0.022213788703083992,0.01220703125,0.9998298287391663,0.018452029675245285,0.002205103635787964,0.03469204902648926
streak2_bucket8_m-0.75_refresh8,Balanced,47,11,code_heldout_3,long-code,32768,32816,0.6513895660653339,0.97265625,0.9997527599334717,0.022240271791815758,0.01220703125,0.9998292922973633,0.018488550558686256,0.002426715102046728,0.04106857627630234
streak2_bucket8_m0,Aggressive,47,11,code_heldout_3,long-code,32768,32816,0.6747927840078011,0.96630859375,0.9997517466545105,0.022286560386419296,0.01220703125,0.9998288154602051,0.018512655049562454,0.00246827257797122,0.04211568087339401
streak2_bucket8_m-0.75_age2,Safe,48,11,code_heldout_3,long-code,32768,32817,0.5343571929183045,0.974609375,0.9998641610145569,0.016482466831803322,0.009765625,0.9998854398727417,0.01514371857047081,0.0022330598440021276,0.016562525182962418
streak2_bucket8_m-0.75_refresh8,Balanced,48,11,code_heldout_3,long-code,32768,32817,0.0,0.99951171875,1.0,0.0,0.0,1.0,0.0,6.73668454354015e-09,9.260780643671751e-06
streak2_bucket8_m0,Aggressive,48,11,code_heldout_3,long-code,32768,32817,0.6747722217143554,0.95556640625,0.9949883222579956,0.09999211132526398,0.0625,0.9960463047027588,0.08884832262992859,0.011733690276741982,0.04804691672325134
streak2_bucket8_m-0.75_age2,Safe,49,11,code_heldout_3,long-code,32768,32818,0.16966298982265826,0.95263671875,0.9324287176132202,0.36259904503822327,0.19189453125,0.9579228162765503,0.28713729977607727,0.06913701444864273,2.407055377960205
streak2_bucket8_m-0.75_refresh8,Balanced,49,11,code_heldout_3,long-code,32768,32818,0.5791943445670059,0.91357421875,0.7960940599441528,0.6436945796012878,0.3472900390625,0.8772520422935486,0.4830866754055023,0.1890411376953125,5.646475791931152
streak2_bucket8_m0,Aggressive,49,11,code_heldout_3,long-code,32768,32818,0.6806021085989395,0.84814453125,0.7962762117385864,0.6335898041725159,0.30029296875,0.874765157699585,0.4868554472923279,0.21830737590789795,6.185825347900391
streak2_bucket8_m-0.75_age2,Safe,50,11,code_heldout_3,long-code,32768,32819,0.4543709436606843,0.95703125,0.9999828338623047,0.006098978687077761,0.0078125,0.9999887347221375,0.004843148402869701,0.0008854585466906428,0.0034062820486724377
streak2_bucket8_m-0.75_refresh8,Balanced,50,11,code_heldout_3,long-code,32768,32819,0.5791766964258509,0.94921875,0.999976396560669,0.006904541049152613,0.00390625,0.9999843835830688,0.0055784061551094055,0.0012087293434888124,0.015175633132457733
streak2_bucket8_m0,Aggressive,50,11,code_heldout_3,long-code,32768,32819,0.6415795728084341,0.91259765625,0.999973475933075,0.007282671984285116,0.0078125,0.9999825954437256,0.005922288168221712,0.0017564460868015885,0.02555406466126442
streak2_bucket8_m-0.75_age2,Safe,51,11,code_heldout_3,long-code,32768,32820,0.41730652041438143,0.99462890625,0.9999991655349731,0.0013297215336933732,0.001953125,0.9999999403953552,0.0004009246185887605,1.859247640823014e-05,0.0001994555932469666
streak2_bucket8_m-0.75_refresh8,Balanced,51,11,code_heldout_3,long-code,32768,32820,0.5928092626447288,0.982421875,0.9986549615859985,0.051873333752155304,0.0255126953125,0.9990975856781006,0.04247523099184036,0.005508866161108017,0.07358987629413605
streak2_bucket8_m0,Aggressive,51,11,code_heldout_3,long-code,32768,32820,0.6591102985984156,0.9638671875,0.9986462593078613,0.052031464874744415,0.025726318359375,0.9990885257720947,0.0426880307495594,0.005804023705422878,0.08104702085256577
streak2_bucket8_m-0.75_age2,Safe,52,11,code_heldout_3,long-code,32768,32821,0.18329727918101213,0.9736328125,0.9997276067733765,0.02351205237209797,0.0126953125,0.9997456669807434,0.022548498585820198,0.00245394604280591,0.007200273219496012
streak2_bucket8_m-0.75_refresh8,Balanced,52,11,code_heldout_3,long-code,32768,32821,0.6044910270863166,0.939453125,0.9996283054351807,0.027270767837762833,0.015625,0.9996639490127563,0.026006661355495453,0.004372463561594486,0.06935523450374603
streak2_bucket8_m0,Aggressive,52,11,code_heldout_3,long-code,32768,32821,0.6610401876847141,0.93115234375,0.9996289014816284,0.027242304757237434,0.015625,0.9996683597564697,0.02584780938923359,0.0043759942054748535,0.06962502747774124
streak2_bucket8_m-0.75_age2,Safe,53,11,code_heldout_3,long-code,32768,32822,0.5128267625373225,0.982421875,0.9999980330467224,0.002043755492195487,0.00390625,0.9999994039535522,0.0010374095290899277,8.44681344460696e-05,0.0014366409741342068
streak2_bucket8_m-0.75_refresh8,Balanced,53,11,code_heldout_3,long-code,32768,32822,0.6298214612150387,0.95166015625,0.9999776482582092,0.006705135572701693,0.00439453125,0.99997878074646,0.006553590763360262,0.0013200361281633377,0.03833840787410736
streak2_bucket8_m0,Aggressive,53,11,code_heldout_3,long-code,32768,32822,0.6610200475290964,0.939453125,0.9999659061431885,0.008312858641147614,0.005859375,0.9999670386314392,0.008175073191523552,0.0018570827087387443,0.05374216288328171
streak2_bucket8_m-0.75_age2,Safe,54,11,code_heldout_3,long-code,32768,32823,0.43091734454498365,0.9931640625,0.9999991059303284,0.001410481403581798,0.001953125,1.0,0.0004422037454787642,1.561303906782996e-05,0.0002891541225835681
streak2_bucket8_m-0.75_refresh8,Balanced,54,11,code_heldout_3,long-code,32768,32823,0.635651829509795,0.97705078125,0.9998717308044434,0.016040097922086716,0.0087890625,0.9999163150787354,0.013004230335354805,0.0012436970137059689,0.04590201377868652
streak2_bucket8_m0,Aggressive,54,11,code_heldout_3,long-code,32768,32823,0.670749169789477,0.96875,0.9998716711997986,0.016041958704590797,0.0087890625,0.9999164938926697,0.012986133806407452,0.0012450178619474173,0.045655086636543274
streak2_bucket8_m-0.75_age2,Safe,55,11,code_heldout_3,long-code,32768,32824,0.19107969778211065,0.99365234375,0.9999834299087524,0.005789157003164291,0.00390625,0.9999913573265076,0.004270000383257866,0.00033789538429118693,0.001233826857060194
streak2_bucket8_m-0.75_refresh8,Balanced,55,11,code_heldout_3,long-code,32768,32824,0.6453814282232513,0.98095703125,0.9999864101409912,0.005245561711490154,0.0029296875,0.9999926090240479,0.003888067090883851,0.0003897807328030467,0.002368106972426176
streak2_bucket8_m0,Aggressive,55,11,code_heldout_3,long-code,32768,32824,0.6765781135754326,0.970703125,0.9996592998504639,0.026183126494288445,0.015625,0.999713659286499,0.023934798315167427,0.00294246687553823,0.011938780546188354
streak2_bucket8_m-0.75_age2,Safe,56,11,code_heldout_3,long-code,32768,32825,0.5517745620715917,0.970703125,0.9988352060317993,0.048340387642383575,0.046875,0.9992924928665161,0.03761114925146103,0.003051384584978223,0.019625522196292877
streak2_bucket8_m-0.75_refresh8,Balanced,56,11,code_heldout_3,long-code,32768,32825,0.0,0.99951171875,0.9999997019767761,0.0008258695597760379,0.001953125,1.0,0.0001280868164030835,1.2745707067551848e-07,1.0393017873866484e-05
streak2_bucket8_m0,Aggressive,56,11,code_heldout_3,long-code,32768,32825,0.6687585681645087,0.9384765625,0.9998860955238342,0.015143241733312607,0.0078125,0.9999284744262695,0.012024665251374245,0.0023135142400860786,0.036003921180963516
streak2_bucket8_m-0.75_age2,Safe,57,11,code_heldout_3,long-code,32768,32826,0.46987144336806186,0.986328125,0.9996495246887207,0.026513494551181793,0.0234375,0.9996103048324585,0.028197478502988815,0.002947297878563404,0.008706212043762207
streak2_bucket8_m-0.75_refresh8,Balanced,57,11,code_heldout_3,long-code,32768,32826,0.5459087308840553,0.984375,0.999649167060852,0.026525860652327538,0.0234375,0.9996103048324585,0.028200697153806686,0.002950325608253479,0.0087462542578578
streak2_bucket8_m0,Aggressive,57,11,code_heldout_3,long-code,32768,32826,0.6823859136050692,0.9228515625,0.9994819164276123,0.03220165893435478,0.0234375,0.9994794130325317,0.03234608471393585,0.005033653229475021,0.01602178066968918
streak2_bucket8_m-0.75_age2,Safe,58,11,code_heldout_3,long-code,32768,32827,0.17936454747616293,0.96826171875,0.9999980926513672,0.001957516185939312,0.001953125,0.9999995231628418,0.0009065305348485708,5.456267172121443e-05,0.0002870479947887361
streak2_bucket8_m-0.75_refresh8,Balanced,58,11,code_heldout_3,long-code,32768,32827,0.5497913303073689,0.9501953125,0.9999985098838806,0.0017504342831671238,0.001953125,0.9999997615814209,0.0006727233994752169,0.00011504415306262672,0.0013127584243193269
streak2_bucket8_m0,Aggressive,58,11,code_heldout_3,long-code,32768,32827,0.682365126268011,0.8759765625,0.9977902770042419,0.06659291684627533,0.0546875,0.9986754655838013,0.0514812134206295,0.008085948415100574,0.02865813672542572
streak2_bucket8_m-0.75_age2,Safe,59,11,code_heldout_3,long-code,32768,32828,0.08967954185451443,0.99853515625,0.9999991655349731,0.001302604447118938,0.001953125,1.0,0.0003908144135493785,1.1835276382043958e-05,0.00027535337721928954
streak2_bucket8_m-0.75_refresh8,Balanced,59,11,code_heldout_3,long-code,32768,32828,0.4191543804069696,0.98486328125,0.9991371631622314,0.04154907539486885,0.037109375,0.9993858337402344,0.03507108613848686,0.00427612941712141,0.14243464171886444
streak2_bucket8_m0,Aggressive,59,11,code_heldout_3,long-code,32768,32828,0.2709881808212502,0.99560546875,0.9999994039535522,0.0010500415228307247,0.001953125,1.0,0.000318628444802016,8.38074083731044e-06,0.00015643445658497512
streak2_bucket8_m-0.75_age2,Safe,60,11,code_heldout_3,long-code,32768,32829,0.4288890919613756,0.97802734375,0.9999573230743408,0.009263227693736553,0.0078125,0.9999760985374451,0.00691583938896656,0.0014749679248780012,0.025077983736991882
streak2_bucket8_m-0.75_refresh8,Balanced,60,11,code_heldout_3,long-code,32768,32829,0.5244143897164093,0.98095703125,0.9999617338180542,0.008756021969020367,0.00439453125,0.9999793767929077,0.0064332312904298306,0.0012072878889739513,0.016899408772587776
streak2_bucket8_m0,Aggressive,60,11,code_heldout_3,long-code,32768,32829,0.5185659020987541,0.9755859375,0.9999565482139587,0.00934771541506052,0.009765625,0.9999765157699585,0.0068513802252709866,0.0015256813494488597,0.025264620780944824
streak2_bucket8_m-0.75_age2,Safe,61,11,code_heldout_3,long-code,32768,32830,0.4600670118793786,0.96435546875,0.9957213401794434,0.09243223071098328,0.05712890625,0.9972584843635559,0.07457299530506134,0.020013093948364258,0.335601270198822
streak2_bucket8_m-0.75_refresh8,Balanced,61,11,code_heldout_3,long-code,32768,32830,0.5419433445019799,0.96435546875,0.9958325028419495,0.0912012904882431,0.0546875,0.9974205493927002,0.07207009196281433,0.01698680967092514,0.23390352725982666
streak2_bucket8_m0,Aggressive,61,11,code_heldout_3,long-code,32768,32830,0.5185501066098082,0.95947265625,0.9957220554351807,0.092424176633358,0.05712890625,0.9972583055496216,0.07457466423511505,0.02001543715596199,0.33552730083465576
streak2_bucket8_m-0.75_age2,Safe,62,11,code_heldout_3,long-code,32768,32831,0.17739331729158414,0.99169921875,0.999994158744812,0.0034053807612508535,0.00390625,0.9999978542327881,0.0021034562960267067,0.00017250172095373273,0.0007601497345604002
streak2_bucket8_m-0.75_refresh8,Balanced,62,11,code_heldout_3,long-code,32768,32831,0.5711674941366391,0.95458984375,0.9984781742095947,0.05515194311738014,0.03125,0.9988225698471069,0.04861285164952278,0.009945211932063103,0.3321956396102905
streak2_bucket8_m0,Aggressive,62,11,code_heldout_3,long-code,32768,32831,0.5731168712497334,0.9521484375,0.9956789612770081,0.09305978566408157,0.0517578125,0.9967100620269775,0.0811641663312912,0.01511441171169281,0.5134779214859009
streak2_bucket8_m-0.75_age2,Safe,63,11,code_heldout_3,long-code,32768,32832,0.4405458089668616,0.9853515625,0.999983549118042,0.0057215034030377865,0.00390625,0.9999862313270569,0.005270936992019415,0.000849424337502569,0.022822994738817215
streak2_bucket8_m-0.75_refresh8,Balanced,63,11,code_heldout_3,long-code,32768,32832,0.5808966861598441,0.9462890625,0.9955106973648071,0.09582535177469254,0.0625,0.9956256747245789,0.0938296690583229,0.018216846510767937,0.6374699473381042
streak2_bucket8_m0,Aggressive,63,11,code_heldout_3,long-code,32768,32832,0.5653021442495128,0.94140625,0.9973354935646057,0.07347075641155243,0.04296875,0.9972990155220032,0.07364203780889511,0.017262771725654602,0.5506777763366699
streak2_bucket8_m-0.75_age2,Safe,64,11,code_heldout_3,long-code,32768,32833,0.3956994487253678,0.9931640625,0.9999973177909851,0.0023002400994300842,0.00390625,0.9999994039535522,0.0011047465959563851,8.769667329033837e-05,0.001166835310868919
streak2_bucket8_m-0.75_refresh8,Balanced,64,11,code_heldout_3,long-code,32768,32833,0.0,0.99951171875,0.9999992251396179,0.0012941871536895633,0.00390625,1.0,0.00035021029179915786,2.088068868033588e-06,4.847717355005443e-05
streak2_bucket8_m0,Aggressive,64,11,code_heldout_3,long-code,32768,32833,0.5730819602229464,0.9599609375,0.9990717172622681,0.04309680312871933,0.02685546875,0.9992195963859558,0.039563700556755066,0.008234084583818913,0.22566324472427368
streak2_bucket8_m-0.75_age2,Safe,1,2,code_heldout_3,long-code,8192,8194,0.0,1.0,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,2.1973216917103855e-06
streak2_bucket8_m-0.75_refresh8,Balanced,1,2,code_heldout_3,long-code,8192,8194,0.0,1.0,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,2.1973216917103855e-06
streak2_bucket8_m0,Aggressive,1,2,code_heldout_3,long-code,8192,8194,0.0,1.0,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,2.1973216917103855e-06
streak2_bucket8_m-0.75_age2,Safe,2,2,code_heldout_3,long-code,8192,8195,0.05466748017083589,0.99951171875,0.9999995827674866,0.0008225517813116312,0.00048828125,1.0,0.00018161257321480662,2.5934948553185677e-06,3.561439734767191e-05
streak2_bucket8_m-0.75_refresh8,Balanced,2,2,code_heldout_3,long-code,8192,8195,0.05466748017083589,0.99951171875,0.9999995827674866,0.0008225517813116312,0.00048828125,1.0,0.00018161257321480662,2.5934948553185677e-06,3.561439734767191e-05
streak2_bucket8_m0,Aggressive,2,2,code_heldout_3,long-code,8192,8195,0.0,0.99951171875,0.9999995827674866,0.0008225517813116312,0.00048828125,1.0,0.00018161257321480662,2.5934948553185677e-06,3.561439734767191e-05
streak2_bucket8_m-0.75_age2,Safe,3,2,code_heldout_3,long-code,8192,8196,0.07808687164470474,0.99951171875,0.9999998807907104,0.0003712110046762973,0.00048828125,1.0,9.268365829484537e-06,1.5218844851005997e-07,5.745737780671334e-06
streak2_bucket8_m-0.75_refresh8,Balanced,3,2,code_heldout_3,long-code,8192,8196,0.07808687164470474,0.99951171875,0.9999998807907104,0.0003712110046762973,0.00048828125,1.0,9.268365829484537e-06,1.5218844851005997e-07,5.745737780671334e-06
streak2_bucket8_m0,Aggressive,3,2,code_heldout_3,long-code,8192,8196,0.07808687164470474,0.99951171875,0.9999998807907104,0.0003712110046762973,0.00048828125,1.0,9.268365829484537e-06,1.5218844851005997e-07,5.745737780671334e-06
streak2_bucket8_m-0.75_age2,Safe,4,2,code_heldout_3,long-code,8192,8197,0.03123093814810296,0.99951171875,0.9999999403953552,0.0005015414790250361,0.00048828125,1.0,6.116043368820101e-05,2.169488652725704e-06,3.7488203815883026e-05
streak2_bucket8_m-0.75_refresh8,Balanced,4,2,code_heldout_3,long-code,8192,8197,0.08588507990728311,0.99853515625,0.9999992847442627,0.0011451125610619783,0.00048828125,0.9999997615814209,0.000628884881734848,4.3684478441718966e-05,0.00033124545007012784
streak2_bucket8_m0,Aggressive,4,2,code_heldout_3,long-code,8192,8197,0.08588507990728311,0.99853515625,0.9999992847442627,0.0011451125610619783,0.00048828125,0.9999997615814209,0.000628884881734848,4.3684478441718966e-05,0.00033124545007012784
streak2_bucket8_m-0.75_age2,Safe,5,2,code_heldout_3,long-code,8192,8198,0.062454257135886815,0.99951171875,1.0,0.00018335961794946343,0.000244140625,1.0,1.0221589036518708e-05,3.489608104700892e-07,5.809630238218233e-06
streak2_bucket8_m-0.75_refresh8,Balanced,5,2,code_heldout_3,long-code,8192,8198,0.09368138570383022,0.99951171875,1.0,0.00018335961794946343,0.000244140625,1.0,1.0221589036518708e-05,3.489608104700892e-07,5.809630238218233e-06
streak2_bucket8_m0,Aggressive,5,2,code_heldout_3,long-code,8192,8198,0.0858746035618444,1.0,0.9999999403953552,0.0,0.0,0.9999999403953552,0.0,0.0,3.5178613870812114e-06
streak2_bucket8_m-0.75_age2,Safe,6,2,code_heldout_3,long-code,8192,8199,0.08586412977192337,0.99951171875,0.9999995231628418,0.0009638826595619321,0.00048828125,1.0,0.00033015458029694855,7.129006007744465e-06,0.00015791025361977518
streak2_bucket8_m-0.75_refresh8,Balanced,6,2,code_heldout_3,long-code,8192,8199,0.07805829979265766,0.99951171875,0.9999995231628418,0.0009638826595619321,0.00048828125,1.0,0.00033015458029694855,7.129006007744465e-06,0.00015791025361977518
streak2_bucket8_m0,Aggressive,6,2,code_heldout_3,long-code,8192,8199,0.07025246981339184,0.99951171875,0.9999995231628418,0.0009638826595619321,0.00048828125,1.0,0.00033015458029694855,7.129006007744465e-06,0.00015791025361977518
streak2_bucket8_m-0.75_age2,Safe,7,2,code_heldout_3,long-code,8192,8200,0.04682926829268297,0.99658203125,0.9999982714653015,0.001871602376922965,0.00048828125,0.999999463558197,0.0011224598856642842,0.00018038714188151062,0.0033669660333544016
streak2_bucket8_m-0.75_refresh8,Balanced,7,2,code_heldout_3,long-code,8192,8200,0.09365853658536583,0.99462890625,0.9999976754188538,0.0021519826259464025,0.00048828125,0.9999990463256836,0.0014479189412668347,0.00024326324637513608,0.004001481458544731
streak2_bucket8_m0,Aggressive,7,2,code_heldout_3,long-code,8192,8200,0.07804878048780484,0.99609375,0.9999983310699463,0.0018814137438312173,0.00048828125,0.9999994039535522,0.001126617775298655,0.00018475815886631608,0.003464693436399102
streak2_bucket8_m-0.75_age2,Safe,8,2,code_heldout_3,long-code,8192,8201,0.03901963175222534,0.99755859375,0.9999992847442627,0.0012512515531852841,0.0009765625,0.9999998807907104,0.000622032443061471,3.2481049856869504e-05,0.0004129083827137947
streak2_bucket8_m-0.75_refresh8,Balanced,8,2,code_heldout_3,long-code,8192,8201,0.0,1.0,1.0,0.0,0.0,1.0000001192092896,0.0,0.0,1.7774534626369132e-06
