policy_role,verifier,observations,output_cosine_p50,output_cosine_p5,output_cosine_p1,output_relative_l2_p50,output_relative_l2_p90,output_relative_l2_p95,output_relative_l2_p99,output_relative_l2_max,output_max_abs_p95,output_norm_ratio_p5,output_norm_ratio_p95,per_head_relative_l2_mean,per_head_relative_l2_worst_p95,attention_js_mean,attention_kl_mean,net_qk_reduction_median,physical_key_byte_reduction_median,top128_recall,top512_recall,top2048_recall,tail_critical_block_recall
Aggressive,dim_had_even_w16_b64_r0.1,9216,0.9999921321868896,0.9975697100162506,0.9791293233633042,0.0040036269929260015,0.03803069330751896,0.0699231680482626,0.2057123288512237,1.5233488082885742,0.070892333984375,0.9961259812116623,1.0032716989517212,0.01163414298256401,0.2534450441598892,0.002346917637625596,0.06086116549544177,0.24195859832290928,0.2412275942677875,0.9991048177083334,0.996638192070855,0.9843589464823405,0.8861219618055556
Aggressive,dim_had_random_w32_b64_r0.1,9216,0.9999932050704956,0.998186320066452,0.9870158314704895,0.003722665598616004,0.032589249312877655,0.06075803469866514,0.16068029403686532,1.522574782371521,0.0625,0.9962297081947327,1.0029067397117615,0.010084048994251832,0.21973618119955063,0.0018866497767392272,0.04830498962696886,0.20154329928557735,0.2010229159052143,0.9992752075195312,0.9971396128336588,0.9866489304436578,0.8885633680555556
Aggressive,head_dynamic_abs_w16_b64_r0.1,9216,0.9999994039535522,0.999832421541214,0.9979325771331787,0.0011130344355478883,0.007862730883061886,0.018452017568051815,0.06443929336965085,0.374268501996994,0.01953125,0.9993621110916138,1.0007739067077637,0.0028114265494554873,0.07166709750890732,0.00044031506572982126,0.011540419505697485,0.1656213846434877,-0.027481494710603,0.9999872843424479,0.9998887379964193,0.9971449110243056,0.9058702256944444
Aggressive,head_dynamic_abs_w8_b64_r0.1,9216,0.9999984502792358,0.9996662437915802,0.9968877762556076,0.0017698234878480434,0.012752633076161146,0.025957702659070492,0.08015546835958968,0.4773649573326111,0.03125,0.9989002645015717,1.001214176416397,0.00410697295138126,0.10442634485661983,0.0006512421276722105,0.017096703639854518,0.20722019294139934,-0.027481494710603,0.9999660915798612,0.9996808369954427,0.9956838819715712,0.9015480324074073
Balanced,dim_had_even_w16_b64_r0.1,9216,0.9999959468841553,0.998598039150238,0.9893626153469086,0.002878895727917552,0.028175014071166515,0.053831254132092,0.14896799027919883,1.5225598812103271,0.0625,0.9969903379678726,1.002351313829422,0.008639479647727714,0.19675052911043167,0.0016067206572686133,0.04050756898007856,0.19117288537271634,0.1904173379742217,0.9994947645399306,0.9978150261773003,0.9879858758714464,0.9048484519675927
Balanced,dim_had_random_w32_b64_r0.1,9216,0.9999964833259583,0.9987439215183258,0.9908500432968139,0.0026758500607684255,0.025283838622272015,0.05039368849247694,0.13540654182434098,1.5225458145141602,0.0546875,0.9973231554031372,1.0022199153900146,0.00795852424764127,0.18376550823450089,0.001422360412240099,0.035766110587844596,0.15954277434793074,0.159288933304961,0.999558342827691,0.9980896843804253,0.9893327818976508,0.9077600549768517
Balanced,head_dynamic_abs_w16_b64_r0.1,9216,0.9999992847442627,0.999816507101059,0.997827234864235,0.0011776502360589802,0.008690750692039728,0.019521201960742474,0.0660759992897511,0.374268501996994,0.0224609375,0.9992311745882034,1.0008192360401154,0.0030123061909315837,0.0745371375232935,0.00047287544061304213,0.01226250686098063,0.14536287275629484,-0.0235904441269454,0.9999881320529513,0.9998766581217448,0.9968107011583116,0.9329336660879629
Balanced,head_dynamic_abs_w8_b64_r0.1,9216,0.9999985694885254,0.9996490776538849,0.9967761874198914,0.0017079021781682968,0.013061653356999159,0.026704291347414255,0.08069884404540068,0.5580443739891052,0.03125,0.9988050609827042,1.001242995262146,0.004219181732163087,0.10738435573875904,0.0006823458115671325,0.01791629833021993,0.1777236768604396,-0.0235904441269454,0.9999610053168403,0.9996568891737196,0.9953496721055772,0.9271556712962963
