comparison,policy,selection_role,tokens,logit_kl_mean,logit_kl_median,logit_kl_p95,logit_kl_p99,top1_agreement,top5_overlap,baseline_ppl,approx_ppl,ppl_delta,final_hidden_cosine_median,final_hidden_cosine_p5,final_hidden_relative_l2_p95,selected_hidden_cosine_p5,selected_hidden_relative_l2_p95
full_indexer_vs_two_path_verifier,streak2_bucket8_m0+head_dynamic_abs_w8_b64_r0.1,Aggressive,384,0.002592609153,0.0005490397743,0.008886326803,0.02578000365,0.9895833333,0.9697916667,3.832291764,3.813306753,-0.004953957736,0.9996376634,0.9969557315,0.07900239266,0.9954320371,0.09601083845
