policy_role,verifier,step,layer,prompt_id,workload,base_context_length,context_length,output_cosine,output_relative_l2,output_max_abs,output_norm_ratio,preprojection_cosine,preprojection_relative_l2,per_head_relative_l2_mean,per_head_relative_l2_worst,attention_js,attention_kl_eps1e8,net_qk_reduction,physical_key_byte_reduction,top128_recall,top512_recall,top2048_recall,tail_critical_block_recall
Aggressive,head_dynamic_abs_w8_b64_r0.1,40,21,code_heldout_3,long-code,32768,32809,0.9999909996986389,0.004303173627704382,0.00390625,1.0006327629089355,0.9999900460243225,0.004483550321310759,0.0036261097993701696,0.01155806053429842,0.0002229804522357881,0.005719317123293877,0.1845834984303087,-0.0255852712292885,1.0,1.0,0.99755859375,0.25
Balanced,dim_had_even_w16_b64_r0.05,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_even_w16_b64_r0.1,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_random_w32_b64_r0.05,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_random_w32_b64_r0.1,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w16_b64_r0.05,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w16_b64_r0.1,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w8_b64_r0.05,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w8_b64_r0.1,40,21,code_heldout_3,long-code,32768,32809,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0875367024709703e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Aggressive,dim_had_even_w16_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9880326390266418,0.15659219026565552,0.296875,1.0150487422943115,0.9856259822845459,0.17166738212108612,0.1397031992673874,0.8607630729675293,0.024687783792614937,0.2770498991012573,0.3013715330691862,0.3009254500182748,0.9921875,0.9921875,0.9677734375,0.0
Aggressive,dim_had_even_w16_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.999864399433136,0.01659986935555935,0.0390625,1.0019222497940063,0.9998540282249451,0.01716555841267109,0.02453373186290264,0.08268095552921295,0.006497257389128208,0.18249139189720154,0.2686985675099055,0.2682743778935185,0.9921875,0.9921875,0.97412109375,0.25
Aggressive,dim_had_random_w32_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9997477531433105,0.02255822904407978,0.0703125,1.0019137859344482,0.9997358322143555,0.023006848990917206,0.03090744838118553,0.10029136389493942,0.00670465175062418,0.1926875114440918,0.2467540384029259,0.246344553332115,1.0,0.99609375,0.97509765625,0.25
Aggressive,dim_had_random_w32_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9997828602790833,0.02088300511240959,0.0325927734375,1.0011792182922363,0.9997718930244446,0.02136487513780594,0.027259251102805138,0.09853296726942062,0.005442929454147816,0.16610166430473328,0.2126181042365132,0.2122314929032651,1.0,0.99609375,0.9833984375,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9999698400497437,0.007765329908579588,0.01171875,1.0002394914627075,0.9999749660491943,0.007070552557706833,0.0069655682891607285,0.04080533981323242,0.0007862509228289127,0.023073162883520126,0.1979884181651935,-0.0158386825353313,1.0,1.0,0.99462890625,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9999992847442627,0.0011888635344803333,0.0078125,0.999890923500061,0.9999998211860657,0.00045350592699833214,0.0005683588096871972,0.00214668782427907,1.9789360521826893e-05,0.00040932692354544997,0.170192014629686,-0.02753458896808,1.0,1.0,0.99853515625,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.999851405620575,0.017324041575193405,0.0546875,1.0015760660171509,0.9998507499694824,0.01727944053709507,0.01760314218699932,0.0959629938006401,0.0021960115991532803,0.06723488867282867,0.2387077110637001,-0.0158386825353313,1.0,1.0,0.99267578125,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9999701976776123,0.007732668425887823,0.01171875,1.0004191398620605,0.9999761581420898,0.006888204719871283,0.005963978357613087,0.04077339172363281,0.0005778183694928885,0.018896080553531647,0.2116427918317586,-0.02753458896808,1.0,1.0,0.99609375,0.25
Balanced,dim_had_even_w16_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9998792409896851,0.015576821751892567,0.046875,1.0009328126907349,0.9998764991760254,0.015715032815933228,0.0151931531727314,0.0946747288107872,0.0020676064305007458,0.055116571485996246,0.2335873209387382,0.2331866585952728,1.0,0.998046875,0.98876953125,0.0
Balanced,dim_had_even_w16_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9998797178268433,0.015534799546003342,0.0390625,1.0008724927902222,0.9998770952224731,0.015668287873268127,0.014836333692073822,0.09456409513950348,0.0018367290031164885,0.053247105330228806,0.2182261505638525,0.2178357814022904,1.0,0.998046875,0.990234375,0.25
Balanced,dim_had_random_w32_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9998736381530762,0.01592605747282505,0.0625,1.000869631767273,0.9998782873153687,0.015601898543536663,0.014565140008926392,0.09415654093027115,0.0016877311281859875,0.048876192420721054,0.1979884181651935,0.1976116098623294,1.0,1.0,0.990234375,0.0
Balanced,dim_had_random_w32_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.999875009059906,0.01584656909108162,0.0625,1.0009664297103882,0.9998790621757507,0.015545460395514965,0.01451093703508377,0.09376519173383713,0.0016197416698560119,0.04779499024152756,0.1814081072843645,0.1810424090826023,1.0,1.0,0.9931640625,0.25
Balanced,head_dynamic_abs_w16_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9999977350234985,0.0021159471943974495,0.0078125,1.0001976490020752,0.9999991655349731,0.0012339610839262605,0.0016462081111967564,0.004230140708386898,0.00012524989142548293,0.0029250718653202057,0.186772325510515,-0.0138893647965399,1.0,1.0,0.99560546875,0.25
Balanced,head_dynamic_abs_w16_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9999992847442627,0.0011888635344803333,0.0078125,0.999890923500061,0.9999998211860657,0.00045350592699833214,0.0005683588096871972,0.00214668782427907,1.9789360521826893e-05,0.00040932692354544997,0.1687290460225541,-0.02753458896808,1.0,1.0,0.99853515625,0.75
Balanced,head_dynamic_abs_w8_b64_r0.05,41,21,code_heldout_3,long-code,32768,32810,0.9998767375946045,0.015729662030935287,0.0546875,1.0008817911148071,0.9998798370361328,0.015501824207603931,0.014373821206390858,0.09390221536159515,0.0014882987597957253,0.0450492762029171,0.223590368790003,-0.0138893647965399,1.0,1.0,0.994140625,0.0
Balanced,head_dynamic_abs_w8_b64_r0.1,41,21,code_heldout_3,long-code,32768,32810,0.9999985098838806,0.0017780100461095572,0.00390625,0.9999738931655884,0.999999463558197,0.0010029739933088422,0.0014591369545087218,0.004102600272744894,0.00010234936780761927,0.002399033633992076,0.2031088082901554,-0.02753458896808,1.0,1.0,0.99658203125,0.5
Aggressive,dim_had_even_w16_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9995716214179993,0.029353389516472816,0.09375,0.9973957538604736,0.9996185302734375,0.027659965679049492,0.03926049917936325,0.251790314912796,0.006848880089819431,0.21032437682151794,0.2352869464508853,0.2348923116167154,1.0,0.99609375,0.9873046875,0.0
Aggressive,dim_had_even_w16_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.9995682239532471,0.029473481699824333,0.09375,0.997322678565979,0.9996214509010315,0.027554281055927277,0.03873661160469055,0.24534496665000916,0.006845380645245314,0.21006283164024353,0.1962756392673188,0.1959059568408869,1.0,0.99609375,0.98828125,0.0
Aggressive,dim_had_random_w32_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9996914267539978,0.024853302165865898,0.0625,1.000213384628296,0.9997104406356812,0.02421431988477707,0.03370818495750427,0.24036626517772675,0.004681593272835016,0.1405220776796341,0.2038340800341349,0.2034595630787037,1.0,0.99609375,0.99267578125,0.0
Aggressive,dim_had_random_w32_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.99969083070755,0.024872615933418274,0.0625,1.0002679824829102,0.9997103214263916,0.02421344630420208,0.033594097942113876,0.24023568630218506,0.004600496497005224,0.13871583342552185,0.1589710767730334,0.1586252550865009,1.0,0.99609375,0.994140625,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9999991655349731,0.0013742645969614387,0.015625,0.9998959898948669,0.9999998807907104,0.0004990897141396999,0.00044978910591453314,0.0018106814241036773,1.419912041455973e-05,7.073830784065649e-05,0.1565328700740605,-0.0119400470577486,1.0,1.0,0.99951171875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,1.000000238418579,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.968215423810761e-06,0.1136204321721373,-0.0197373180129143,1.0,1.0,1.0,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9999991655349731,0.0013742645969614387,0.015625,0.9998959898948669,0.9999998807907104,0.0004990897141396999,0.00044978910591453314,0.0018106814241036773,1.419912041455973e-05,7.073830784065649e-05,0.1879857364908109,-0.0119400470577486,1.0,1.0,0.99951171875,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,1.000000238418579,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.968215423810761e-06,0.1360519338026881,-0.0177880002741228,1.0,1.0,1.0,0.0
Balanced,dim_had_even_w16_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9998388886451721,0.018194586038589478,0.046875,0.9968933463096619,0.9998445510864258,0.01765061542391777,0.026222405955195427,0.24088691174983978,0.002428497187793255,0.06016482412815094,0.2369936911401664,0.2365979646381578,1.0,1.0,0.99267578125,0.25
Balanced,dim_had_even_w16_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.9998377561569214,0.01825844682753086,0.046875,0.996889591217041,0.9998440146446228,0.017680540680885315,0.026261284947395325,0.2409278303384781,0.002424011705443263,0.060144804418087006,0.219926244247356,0.2195414344237329,1.0,1.0,0.99365234375,0.25
Balanced,dim_had_random_w32_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9998903870582581,0.014810084365308285,0.03125,0.9996009469032288,0.9998817443847656,0.01539656426757574,0.023079531267285347,0.2346360683441162,0.0011901884572580457,0.0169905386865139,0.2023711560147512,0.2019975747746101,1.0,1.0,0.99365234375,0.0
Balanced,dim_had_random_w32_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.9999693036079407,0.0079746562987566,0.03125,1.0013586282730103,0.9999728202819824,0.00740698492154479,0.007289964240044355,0.05058373883366585,0.0005380578222684562,0.014943121932446957,0.1814025784035842,0.1810424090826023,1.0,1.0,0.9970703125,0.0
Balanced,head_dynamic_abs_w16_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9999983310699463,0.0018488623900339007,0.015625,0.9998654723167419,0.9999995827674866,0.0009306929423473775,0.0009840501006692648,0.003318188013508916,7.035855378489941e-05,0.00025778671260923147,0.1906677638596812,-0.0158386825353313,1.0,1.0,0.998046875,0.25
Balanced,head_dynamic_abs_w16_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.9999983906745911,0.001827194239012897,0.015625,0.999901294708252,0.9999995231628418,0.0009275720803998411,0.0009595113224349916,0.003314527915790677,6.919243605807424e-05,0.0002447383012622595,0.1731126756270763,-0.02753458896808,1.0,1.0,0.99853515625,0.25
Balanced,head_dynamic_abs_w8_b64_r0.05,42,21,code_heldout_3,long-code,32768,32811,0.9999980330467224,0.002012053970247507,0.015625,0.9998826384544373,0.9999993443489075,0.0011586755281314254,0.0014175712130963802,0.003712765872478485,0.00010463474609423429,0.00037895506829954684,0.2267532230044802,-0.0158386825353313,1.0,1.0,0.9970703125,0.25
Balanced,head_dynamic_abs_w8_b64_r0.1,42,21,code_heldout_3,long-code,32768,32811,0.999998152256012,0.001984943635761738,0.015625,0.9998813271522522,0.9999992251396179,0.0011589585337787867,0.001418568193912506,0.0037604321260005236,0.00010154838673770428,0.0003452780656516552,0.2099295967815672,-0.02753458896808,1.0,1.0,0.99755859375,0.25
Aggressive,dim_had_even_w16_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9998178482055664,0.01909656450152397,0.0283203125,1.00025475025177,0.9997730255126953,0.021334560588002205,0.02342807501554489,0.12068241089582443,0.003370298072695732,0.08607892692089081,0.3150067048640741,0.3145706741898147,1.0,0.99609375,0.98046875,0.25
Aggressive,dim_had_even_w16_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9998171329498291,0.01912718638777733,0.0283203125,1.0003119707107544,0.999773383140564,0.021312203258275986,0.023488473147153854,0.12041126191616058,0.0034312382340431213,0.08817459642887115,0.288674875045715,0.2882548847161306,1.0,0.99609375,0.9833984375,0.25
Aggressive,dim_had_random_w32_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9998173713684082,0.01911870390176773,0.027587890625,1.0003437995910645,0.9997743368148804,0.02127450332045555,0.023158814758062363,0.12020717561244965,0.003168262541294098,0.08260853588581085,0.2686821894428868,0.2682743778935185,1.0,0.998046875,0.98486328125,0.0
Aggressive,dim_had_random_w32_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9998096227645874,0.019518814980983734,0.0546875,1.0002413988113403,0.99977707862854,0.021146614104509354,0.022402923554182053,0.12019313126802444,0.003094910178333521,0.08082986623048782,0.239424600755821,0.2390346118116472,1.0,1.0,0.98779296875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999938607215881,0.00355441658757627,0.0078125,1.0003472566604614,0.9999957084655762,0.0029370596166700125,0.004543556831777096,0.03060448169708252,0.00026242551393806934,0.007758614141494036,0.2369864683652321,-0.0177880002741228,1.0,1.0,0.99755859375,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999996423721313,0.0009908091742545366,0.00390625,1.000052571296692,1.0,0.0004528482968453318,0.0008329318952746689,0.0028281572740525007,2.752885120571591e-05,0.0005086878663860261,0.2126051444593442,-0.0333825421844542,1.0,1.0,0.9990234375,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999750852584839,0.007068210747092962,0.03515625,0.9999130964279175,0.9999743103981018,0.00718272477388382,0.010675603523850441,0.054251208901405334,0.0008893644553609192,0.011794321238994598,0.2811166646348897,-0.0177880002741228,1.0,1.0,0.9931640625,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999938011169434,0.0035495904739946127,0.0078125,1.0002946853637695,0.9999957084655762,0.002935265889391303,0.004522525705397129,0.030676595866680145,0.0002666420768946409,0.007782590575516224,0.2567353407290016,-0.0353318599232457,1.0,1.0,0.99755859375,0.25
Balanced,dim_had_even_w16_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999746084213257,0.007119382731616497,0.01953125,0.9997615218162537,0.9999690651893616,0.00788857787847519,0.012832463718950748,0.05631329491734505,0.0011649166699498892,0.008327226154506207,0.2928197001097159,0.2923971849110623,1.0,0.998046875,0.9873046875,0.0
Balanced,dim_had_even_w16_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999743103981018,0.007174905389547348,0.01953125,0.9997919797897339,0.9999691247940063,0.00789108406752348,0.012834559194743633,0.056374065577983856,0.0011610096553340554,0.00828111357986927,0.2720955747897111,0.2716856839364034,1.0,0.998046875,0.98828125,0.0
Balanced,dim_had_random_w32_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999750256538391,0.007066868711262941,0.01953125,0.9998852610588074,0.9999675750732422,0.008071948774158955,0.013007601723074913,0.05831287428736687,0.0010499595664441586,0.005100188311189413,0.2511276362306474,0.2507305182443957,1.0,0.998046875,0.98876953125,0.0
Balanced,dim_had_random_w32_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999804496765137,0.0062646400183439255,0.02734375,0.9997209310531616,0.9999779462814331,0.0066685304045677185,0.008622984401881695,0.05450407415628433,0.0006509152590297163,0.0037681085523217916,0.2267463123247592,0.2263640465095029,1.0,1.0,0.9921875,0.0
Balanced,head_dynamic_abs_w16_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999995827674866,0.0009587989770807326,0.00390625,1.0000439882278442,1.0,0.0004808656231034547,0.0009147250093519688,0.00285330624319613,3.9411665056832135e-05,0.0006012031226418912,0.2399122272339388,-0.0177880002741228,1.0,1.0,0.99755859375,0.25
Balanced,head_dynamic_abs_w16_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999994039535522,0.0011167762568220496,0.00390625,1.0000503063201904,0.9999998807907104,0.00043905506026931107,0.0007383576594293118,0.002051151590421796,1.122009962273296e-05,0.00025221670512109995,0.2150432768499329,-0.0353318599232457,1.0,1.0,0.99951171875,0.5
Balanced,head_dynamic_abs_w8_b64_r0.05,43,21,code_heldout_3,long-code,32768,32812,0.9999800324440002,0.006339084357023239,0.02734375,0.9996593594551086,0.9999779462814331,0.006668861024081707,0.008621393702924252,0.05453469604253769,0.0006182061042636633,0.003380339592695236,0.2828233573083019,-0.0177880002741228,1.0,1.0,0.99365234375,0.25
Balanced,head_dynamic_abs_w8_b64_r0.1,43,21,code_heldout_3,long-code,32768,32812,0.9999995231628418,0.0010428490350022912,0.00390625,1.0000507831573486,0.9999999403953552,0.00046047900104895234,0.0008809614228084683,0.0028222219552844763,3.6672179703600705e-05,0.0005932245403528214,0.2618554187492381,-0.0353318599232457,1.0,1.0,0.998046875,0.25
Aggressive,dim_had_even_w16_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999602437019348,0.008943106979131699,0.015625,1.0004692077636719,0.9999589920043945,0.009046841412782669,0.014147825539112091,0.0723840668797493,0.0025331401266157627,0.05597479268908501,0.2996373388595983,0.2992197969968323,1.0,0.998046875,0.97509765625,0.0
Aggressive,dim_had_even_w16_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999611377716064,0.008818074129521847,0.015625,1.000347375869751,0.9999607801437378,0.008852534927427769,0.013846767134964466,0.06818772852420807,0.002267687814310193,0.04948127269744873,0.2635540791759363,0.2631574188291911,0.9921875,0.998046875,0.98046875,0.0
Aggressive,dim_had_random_w32_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999468326568604,0.010953730903565884,0.03125,1.003623127937317,0.9999475479125977,0.010603287257254124,0.015481885522603989,0.08163923770189285,0.0029378514736890793,0.06964921951293945,0.2540456526376741,0.2536544948525828,1.0,1.0,0.9794921875,0.0
Aggressive,dim_had_random_w32_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999505281448364,0.010292775928974152,0.015625,1.002585768699646,0.9999511241912842,0.010118458420038223,0.013835156336426735,0.07942812144756317,0.0025501486379653215,0.0633912906050682,0.2155243348672781,0.2151554695114522,1.0,1.0,0.98779296875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999970197677612,0.0024490507785230875,0.015625,1.0000313520431519,0.9999987483024597,0.0016222449485212564,0.002752819564193487,0.00826119165867567,0.00026788876857608557,0.004133734852075577,0.2238137323621735,-0.0177880002741228,1.0,1.0,0.99658203125,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.999997615814209,0.0021916646510362625,0.015625,1.0001134872436523,0.9999989867210388,0.0013375879498198628,0.002257013227790594,0.0072304923087358475,0.00014753598952665925,0.0011166870826855302,0.1896809191478987,-0.0314332244456627,1.0,1.0,0.99853515625,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999833106994629,0.005788214970380068,0.015625,0.9997422099113464,0.9999842643737793,0.005589568056166172,0.008642178028821945,0.06220925226807594,0.0010148889850825071,0.01612643525004387,0.2657483314539969,-0.0177880002741228,1.0,1.0,0.990234375,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.999990701675415,0.0043456414714455605,0.015625,0.9997810125350952,0.9999931454658508,0.0036850108299404383,0.005643224343657494,0.03331726789474487,0.0005168662173673511,0.012332381680607796,0.2299088775790083,-0.0314332244456627,1.0,1.0,0.99560546875,0.0
Balanced,dim_had_even_w16_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999712109565735,0.007584314793348312,0.015625,0.9998785853385925,0.9999685287475586,0.007946978323161602,0.012453201226890087,0.06060481444001198,0.001999726053327322,0.04141835868358612,0.314997104806022,0.3145706741898147,1.0,1.0,0.98046875,0.0
Balanced,dim_had_even_w16_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999730587005615,0.007340536918491125,0.015625,1.0001100301742554,0.9999720454216003,0.007477696519345045,0.011670233681797981,0.06121797487139702,0.0015486746560782194,0.027395837008953094,0.2920793587907232,0.2916661907590155,1.0,1.0,0.982421875,0.25
Balanced,dim_had_random_w32_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999583959579468,0.00967111811041832,0.015625,1.0031496286392212,0.9999582767486572,0.009410294704139233,0.013126476667821407,0.0753006562590599,0.002025103662163019,0.04232300445437431,0.2686740011580776,0.2682743778935185,1.0,1.0,0.97998046875,0.0
Balanced,dim_had_random_w32_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999573230743408,0.009772663936018944,0.015625,1.0031216144561768,0.9999581575393677,0.009408766403794289,0.013080166652798653,0.07469890266656876,0.0019222587579861283,0.03993704169988632,0.2433181970560448,0.24293324728923,1.0,1.0,0.9833984375,0.0
Balanced,head_dynamic_abs_w16_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999960660934448,0.002848580479621887,0.0078125,0.9999231696128845,0.9999966025352478,0.0026022011879831553,0.003917398396879435,0.012226584367454052,0.0006571800913661718,0.014802667312324047,0.2481943132295127,-0.0197373180129143,1.0,1.0,0.994140625,0.5
Balanced,head_dynamic_abs_w16_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999961853027344,0.0027930899523198605,0.0078125,0.9998871684074402,0.9999971389770508,0.002403315156698227,0.00343657610937953,0.01055117230862379,0.000503349001519382,0.011410756036639214,0.2267394020662542,-0.0353318599232457,1.0,1.0,0.99609375,0.25
Balanced,head_dynamic_abs_w8_b64_r0.05,44,21,code_heldout_3,long-code,32768,32813,0.9999863505363464,0.005240132100880146,0.015625,0.9998378157615662,0.9999868869781494,0.005119915120303631,0.008146342821419239,0.0584578737616539,0.0010369297815486789,0.01582428067922592,0.2996373388595983,-0.0197373180129143,1.0,1.0,0.9873046875,0.25
Balanced,head_dynamic_abs_w8_b64_r0.1,44,21,code_heldout_3,long-code,32768,32813,0.9999960660934448,0.002796744229272008,0.0078125,0.9999560117721558,0.9999966025352478,0.002606350230053067,0.003958862740546465,0.011841937899589539,0.0006401630816981196,0.014283845201134682,0.2718434766708316,-0.0372811776620369,1.0,1.0,0.99365234375,0.5
Aggressive,dim_had_even_w16_b64_r0.05,45,21,code_heldout_3,long-code,32768,32814,0.9991824626922607,0.04051557183265686,0.078125,0.9964966773986816,0.9991846680641174,0.04060846194624901,0.061441570520401,0.19621576368808746,0.00927699450403452,0.266484797000885,0.3047479734259767,0.3043367560611598,1.0,0.99609375,0.974609375,0.0
Aggressive,dim_had_even_w16_b64_r0.1,45,21,code_heldout_3,long-code,32768,32814,0.9993218183517456,0.03684254363179207,0.05224609375,0.9981076717376709,0.999315619468689,0.037085894495248795,0.052717991173267365,0.1907077431678772,0.0075315386056900024,0.24636852741241455,0.2718351922959712,0.2714420192190545,1.0,0.99609375,0.98193359375,0.0
Aggressive,dim_had_random_w32_b64_r0.05,45,21,code_heldout_3,long-code,32768,32814,0.9995456337928772,0.030293364077806473,0.0625,0.9965075254440308,0.9995763301849365,0.029151761904358864,0.03987251594662666,0.18863926827907562,0.0048240479081869125,0.1540716588497162,0.2584262814652283,0.2580404597648635,1.0,0.99609375,0.98388671875,0.0
Aggressive,dim_had_random_w32_b64_r0.1,45,21,code_heldout_3,long-code,32768,32814,0.9995546340942383,0.029962819069623947,0.0625,0.9968684315681458,0.9995844960212708,0.028851397335529327,0.03927787020802498,0.18753236532211304,0.0044759479351341724,0.14486439526081085,0.2208813311391478,0.2205160932931286,1.0,0.998046875,0.990234375,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,45,21,code_heldout_3,long-code,32768,32814,0.9999852180480957,0.005483698565512896,0.03125,1.000678300857544,0.9999907612800598,0.004308009520173073,0.005684461444616318,0.02214379981160164,0.0006548378732986748,0.009863756597042084,0.2208813311391478,-0.0177880002741228,1.0,1.0,0.9951171875,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,45,21,code_heldout_3,long-code,32768,32814,0.9999986290931702,0.0016547737177461386,0.00390625,0.9999921321868896,0.9999997615814209,0.0008288620738312602,0.0009883968159556389,0.004577777348458767,3.9266786188818514e-05,0.0010363142937421799,0.1872371548729201,-0.0294839067068712,1.0,1.0,0.99951171875,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.05,45,21,code_heldout_3,long-code,32768,32814,0.9999468326568604,0.010317162610590458,0.03125,1.0001012086868286,0.9999439716339111,0.01060077641159296,0.014349561184644699,0.07190601527690887,0.001960338093340397,0.05320993438363075,0.2674468214786372,-0.0177880002741228,1.0,1.0,0.9921875,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.1,45,21,code_heldout_3,long-code,32768,32814,0.9999536275863647,0.009658404625952244,0.0390625,1.0006053447723389,0.9999595284461975,0.00900669302791357,0.011706414632499218,0.07198849320411682,0.0013465223601087928,0.03514466434717178,0.2384348144084841,-0.0314332244456627,1.0,1.0,0.99658203125,0.25
Balanced,dim_had_even_w16_b64_r0.05,45,21,code_heldout_3,long-code,32768,32814,0.9996492266654968,0.02648533321917057,0.078125,0.9993918538093567,0.9996412992477417,0.02699960209429264,0.03756209835410118,0.09297623485326767,0.006215977482497692,0.15879423916339874,0.3149875053330895,0.3145706741898147,1.0,0.998046875,0.97607421875,0.0
