policy_role,verifier,step,layer,prompt_id,workload,base_context_length,context_length,output_cosine,output_relative_l2,output_max_abs,output_norm_ratio,preprojection_cosine,preprojection_relative_l2,per_head_relative_l2_mean,per_head_relative_l2_worst,attention_js,attention_kl_eps1e8,net_qk_reduction,physical_key_byte_reduction,top128_recall,top512_recall,top2048_recall,tail_critical_block_recall
Aggressive,dim_had_even_w16_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9992977380752563,0.03747877478599548,0.013092041015625,0.9999881386756897,0.9994668960571289,0.0326923206448555,0.01408756710588932,0.08341972529888153,0.0024506808258593082,0.019931919872760773,0.4802974430865815,0.4797753525523879,1.0,0.990234375,0.96337890625,0.0
Aggressive,dim_had_random_w32_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9993064403533936,0.037238817662000656,0.013153076171875,0.9995267987251282,0.9994730353355408,0.03248567879199982,0.01339646428823471,0.08325368911027908,0.0021949580404907465,0.012399762868881226,0.4408009020814921,0.4403016683418616,1.0,0.990234375,0.966796875,0.0
Aggressive,dim_had_random_w32_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9993079900741577,0.03719695657491684,0.0130615234375,0.9990873336791992,0.9994783997535706,0.03231043741106987,0.013244912028312683,0.08284265547990799,0.002098108408972621,0.009847953915596008,0.3939901868162009,0.3935180426108674,1.0,0.990234375,0.97216796875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9994447231292725,0.03331881761550903,0.01275634765625,0.9993876814842224,0.9995889663696289,0.028667347505688667,0.010411594063043594,0.07382002472877502,0.0014553029322996736,0.0042549557983875275,0.4052052540151769,-0.0294839067068712,1.0,1.0,0.994140625,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9999998807907104,0.0005574396927841008,0.0009765625,1.000016689300537,1.0000001192092896,4.419956530909985e-05,1.1002911378454883e-05,0.0001759919832693413,1.720143956163156e-07,9.83426707534818e-06,0.3618078200713132,-0.0567743550499513,1.0,1.0,0.99951171875,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9994463920593262,0.033273663371801376,0.012725830078125,0.9993597865104675,0.9995891451835632,0.028667885810136795,0.010414378717541695,0.07382002472877502,0.0014548221370205283,0.004247928038239479,0.4841983360253558,-0.0314332244456627,1.0,1.0,0.994140625,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9994313716888428,0.03372291848063469,0.01300048828125,0.9999070167541504,0.9995837211608887,0.028867362067103386,0.009297152981162071,0.07461412250995636,0.001198007958009839,0.0035028154961764812,0.4381190381860848,-0.0587236727887428,1.0,1.0,0.99609375,0.0
Balanced,dim_had_even_w16_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9993064403533936,0.037236835807561874,0.01300048828125,0.999036431312561,0.9994776248931885,0.032332442700862885,0.013286571949720383,0.08289021998643875,0.00210139830596745,0.0099287498742342,0.519793984091671,0.5192490367629142,1.0,0.994140625,0.9697265625,0.0
Balanced,dim_had_even_w16_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9993084073066711,0.03719325736165047,0.01318359375,0.9985504150390625,0.9994773268699646,0.03233363479375839,0.013081630691885948,0.08291500061750412,0.001941745518706739,0.00570774357765913,0.4802974430865815,0.4797753525523879,1.0,0.994140625,0.97509765625,0.25
Balanced,dim_had_random_w32_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.999306321144104,0.03724345937371254,0.0130615234375,0.9989217519760132,0.999477744102478,0.032329097390174866,0.013261230662465096,0.08289021998643875,0.0020914440974593163,0.009733500890433788,0.4364123975253711,0.4359157034295808,1.0,0.99609375,0.9736328125,0.0
Balanced,dim_had_random_w32_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9994421005249023,0.03340257704257965,0.012847900390625,0.9998027682304382,0.9995887875556946,0.028683513402938843,0.010651578195393085,0.07382932305335999,0.0016202735714614391,0.008350121788680553,0.3998415262243623,0.3993659958272417,1.0,0.99609375,0.97802734375,0.0
Balanced,head_dynamic_abs_w16_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9994447231292725,0.03331881761550903,0.01275634765625,0.9993876814842224,0.9995889663696289,0.028667347505688667,0.010411594063043594,0.07382002472877502,0.0014553675428032875,0.004255222622305155,0.4164203212141529,-0.0314332244456627,1.0,1.0,0.9931640625,0.0
Balanced,head_dynamic_abs_w16_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9999998807907104,0.0005602946621365845,0.0009765625,1.0000172853469849,1.0000001192092896,4.4959524529986084e-05,1.5300429367925972e-05,0.0001759919832693413,5.29141402694222e-07,1.4892120816512033e-05,0.3715600524182488,-0.0587236727887428,1.0,1.0,0.9990234375,0.0
Balanced,head_dynamic_abs_w8_b64_r0.05,44,8,code_heldout_4,long-code,32768,32813,0.9994462132453918,0.033274371176958084,0.012725830078125,0.9993780851364136,0.9995891451835632,0.028667902573943138,0.010414513759315014,0.07382002472877502,0.0014553009532392025,0.004254424944519997,0.496144820650352,-0.0314332244456627,1.0,1.0,0.99365234375,0.0
Balanced,head_dynamic_abs_w8_b64_r0.1,44,8,code_heldout_4,long-code,32768,32813,0.9994335174560547,0.03365718200802803,0.013092041015625,0.9995704889297485,0.9995801448822021,0.028978219255805016,0.010397788137197495,0.07463381439447403,0.0013542660744860768,0.003953846637159586,0.4534788041325084,-0.0587236727887428,1.0,1.0,0.9951171875,0.0
Aggressive,dim_had_even_w16_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9969097375869751,0.07968404144048691,0.0301513671875,1.010268211364746,0.9970194101333618,0.0772605612874031,0.041029319167137146,0.1928822100162506,0.013870006427168846,0.28894320130348206,0.5080758212957883,0.5075531303301657,0.984375,0.951171875,0.8916015625,0.0
Aggressive,dim_had_even_w16_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9969173669815063,0.07961404323577881,0.0301513671875,1.010432243347168,0.9970297813415527,0.07715196907520294,0.041066743433475494,0.192890465259552,0.013931883499026299,0.28975462913513184,0.4685804839397818,0.4680794461196393,0.984375,0.955078125,0.89404296875,0.0
Aggressive,dim_had_random_w32_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9977052211761475,0.06775566190481186,0.0279541015625,1.0002567768096924,0.9979265928268433,0.06436310708522797,0.03221725672483444,0.1586398035287857,0.008981453254818916,0.12059859186410904,0.4324983238861462,0.432017067951998,0.9921875,0.9609375,0.90673828125,0.25
Aggressive,dim_had_random_w32_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9977102875709534,0.06768738478422165,0.0279541015625,1.0003535747528076,0.9979327321052551,0.06426624208688736,0.03216533362865448,0.15862828493118286,0.008870663121342659,0.1189136803150177,0.3900774059852502,0.3896194071332846,0.9921875,0.96875,0.9248046875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9977566599845886,0.06716784089803696,0.0284423828125,1.00320565700531,0.9979490637779236,0.06403268128633499,0.03051585517823696,0.15846291184425354,0.007802500855177641,0.1159668117761612,0.3861766319253977,-0.0294839067068712,1.0,1.0,0.9619140625,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9978122711181641,0.06652535498142242,0.0279541015625,1.0052177906036377,0.9979726076126099,0.06369759142398834,0.02974630706012249,0.1581423282623291,0.0071038370952010155,0.11234461516141891,0.3432681172670202,-0.0548250373111598,1.0,1.0,0.98779296875,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9977688193321228,0.06695807725191116,0.0284423828125,1.0028550624847412,0.9979508519172668,0.06400813162326813,0.030613776296377182,0.15836907923221588,0.007788516115397215,0.11483235657215118,0.4656549033948924,-0.0294839067068712,1.0,0.994140625,0.95751953125,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9978039264678955,0.06661666929721832,0.0281982421875,1.0048993825912476,0.9979697465896606,0.06373948603868484,0.029855966567993164,0.15828295052051544,0.007124651223421097,0.11144836246967316,0.4229901871152557,-0.0567743550499513,1.0,0.998046875,0.97314453125,0.0
Balanced,dim_had_even_w16_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9974710941314697,0.07121391594409943,0.0296630859375,1.0019336938858032,0.997710108757019,0.06767008453607559,0.03446318209171295,0.15963034331798553,0.010073153302073479,0.12553110718727112,0.5248979094289024,0.5243659958272417,0.9921875,0.953125,0.8828125,0.25
Balanced,dim_had_even_w16_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9977061748504639,0.06775245815515518,0.0279541015625,1.0005239248275757,0.9979298114776611,0.06431368738412857,0.032363537698984146,0.15865398943424225,0.009127870202064514,0.1215638667345047,0.4851587736941549,0.4846486468993665,0.9921875,0.958984375,0.8935546875,0.25
Balanced,dim_had_random_w32_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9976919889450073,0.06797254830598831,0.0281982421875,1.0007433891296387,0.9979171752929688,0.06451015919446945,0.032254863530397415,0.15878674387931824,0.009153991937637329,0.12494108080863953,0.4407874687633327,0.4403016683418616,1.0,0.955078125,0.89697265625,0.0
Balanced,dim_had_random_w32_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9977059364318848,0.06776651740074158,0.0281982421875,1.0007411241531372,0.9979344606399536,0.06424011290073395,0.032067302614450455,0.15877704322338104,0.00904460996389389,0.12271459400653839,0.4012921314073261,0.4008279841313352,1.0,0.962890625,0.91162109375,0.25
Balanced,head_dynamic_abs_w16_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.9977519512176514,0.06717110425233841,0.0286865234375,1.002307415008545,0.9979357123374939,0.06423293799161911,0.03077946975827217,0.15905097126960754,0.008266860619187355,0.12144491076469421,0.408118486012068,-0.0294839067068712,1.0,1.0,0.9462890625,0.0
Balanced,head_dynamic_abs_w16_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9977980852127075,0.06674820184707642,0.0279541015625,1.005293846130371,0.9979678988456726,0.0637664794921875,0.029799729585647583,0.15820473432540894,0.007244213484227657,0.11488232761621475,0.3632595843237642,-0.0567743550499513,1.0,1.0,0.98095703125,0.25
Balanced,head_dynamic_abs_w8_b64_r0.05,45,8,code_heldout_4,long-code,32768,32814,0.997706413269043,0.06776143610477448,0.0281982421875,1.0007742643356323,0.9979379177093506,0.06418891996145248,0.03208199888467789,0.15856710076332092,0.008731064386665821,0.11892801523208618,0.4858901688303773,-0.0314332244456627,1.0,0.994140625,0.943359375,0.25
Balanced,head_dynamic_abs_w8_b64_r0.1,45,8,code_heldout_4,long-code,32768,32814,0.9977662563323975,0.06697401404380798,0.0284423828125,1.0025547742843628,0.9979575276374817,0.06389151513576508,0.030633436515927315,0.1583535224199295,0.007750720717012882,0.11406974494457245,0.4466386298531114,-0.0587236727887428,1.0,0.998046875,0.96337890625,0.25
Aggressive,dim_had_even_w16_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999912977218628,0.004186021164059639,0.001953125,1.0003899335861206,0.999993085861206,0.003735689679160714,0.004030198324471712,0.012014303356409073,0.0007888800464570522,0.01339149009436369,0.5146426938899893,0.5141320776985867,0.984375,0.9765625,0.9423828125,0.0
Aggressive,dim_had_even_w16_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999914765357971,0.004142222460359335,0.001953125,1.0003942251205444,0.9999933242797852,0.003716366831213236,0.004002971574664116,0.011996197514235973,0.0007723973249085248,0.01305281650274992,0.4700289501752247,0.469541434423733,0.984375,0.9765625,0.9462890625,0.0
Aggressive,dim_had_random_w32_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999935030937195,0.003583034034818411,0.001953125,1.0001332759857178,0.9999962449073792,0.0027685852255672216,0.002950563095510006,0.011326439678668976,0.00036484128213487566,0.001853833207860589,0.4266341612067652,0.4261691147356238,0.9921875,0.986328125,0.953125,0.0
Aggressive,dim_had_random_w32_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999934434890747,0.0036121755838394165,0.001953125,1.0001391172409058,0.9999961853027344,0.0027625004295259714,0.0029436759650707245,0.01130715198814869,0.00035231822403147817,0.001712798373773694,0.3773883894560415,0.3769488418311403,0.9921875,0.986328125,0.9638671875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999947547912598,0.00322913215495646,0.001953125,1.0001251697540283,0.9999973177909851,0.002355231437832117,0.002407707506790757,0.01136770099401474,0.0002223940973635763,0.0009412921499460936,0.3832393722383056,-0.0294839067068712,1.0,1.0,0.9921875,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.999999463558197,0.001027724239975214,0.0009765625,1.0000089406967163,1.0,0.00033142007305286825,0.0001854782021837309,0.0014629957731813192,2.870481466743513e-06,3.0155169952195138e-05,0.3305805271979277,-0.0528757195723683,1.0,1.0,0.99755859375,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.999994158744812,0.0034043241757899523,0.00390625,1.0000414848327637,0.9999971389770508,0.0024471755605190992,0.002522127702832222,0.011397936381399632,0.00023775649606250226,0.0009675485198386014,0.4605211031540454,-0.0294839067068712,1.0,1.0,0.9833984375,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.999995231628418,0.00306381331756711,0.001953125,1.0001072883605957,0.9999973773956299,0.002308514202013612,0.0023591273929923773,0.011360169388353825,0.00020862552628386766,0.0006236571352928877,0.4078622581136675,-0.0548250373111598,1.0,1.0,0.9921875,0.25
Balanced,dim_had_even_w16_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999935626983643,0.003601913573220372,0.001953125,1.0000513792037964,0.9999961853027344,0.0027926694601774216,0.0029730824753642082,0.011297570541501045,0.0003556710435077548,0.0015612604329362512,0.5214688404692975,0.5209546897843567,0.9921875,0.978515625,0.94873046875,0.25
Balanced,dim_had_even_w16_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999933838844299,0.0035883584059774876,0.001953125,1.0000790357589722,0.9999961256980896,0.002793180523440242,0.002972777234390378,0.011309458874166012,0.00035163378925062716,0.0015489840880036354,0.4734420234648788,0.4729527404666179,0.9921875,0.98046875,0.95263671875,0.25
Balanced,dim_had_random_w32_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999934434890747,0.003626928897574544,0.001953125,1.0000754594802856,0.9999961853027344,0.0027955679688602686,0.00297378608956933,0.011309458874166012,0.00034901732578873634,0.001585762482136488,0.4310223982934633,0.4305550796479045,1.0,0.98828125,0.9580078125,0.0
Balanced,dim_had_random_w32_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999948143959045,0.0032390502747148275,0.001953125,1.0001555681228638,0.9999973773956299,0.0023540460970252752,0.0024071759544312954,0.011378951370716095,0.00026552495546638966,0.0013079948257654905,0.3842145360353497,0.3837714539169103,1.0,0.990234375,0.96923828125,0.0
Balanced,head_dynamic_abs_w16_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999946355819702,0.0032748139929026365,0.001953125,1.00016450881958,0.9999973177909851,0.0023588526528328657,0.002417556010186672,0.011370382271707058,0.0002414264454273507,0.0011066095903515816,0.3964040834984002,-0.0294839067068712,1.0,1.0,0.98876953125,0.5
Balanced,head_dynamic_abs_w16_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999994039535522,0.0011218804866075516,0.0009765625,0.9999768137931824,0.9999998807907104,0.00040539170731790364,0.00028977973852306604,0.0014629957731813192,6.716703865095042e-06,6.22983934590593e-05,0.3422824927624561,-0.0528757195723683,1.0,1.0,0.99658203125,0.5
Balanced,head_dynamic_abs_w8_b64_r0.05,46,8,code_heldout_4,long-code,32768,32815,0.9999946355819702,0.003255419433116913,0.001953125,1.0001168251037598,0.9999972581863403,0.0023765170481055975,0.0024569889064878225,0.0113977724686265,0.0002566264010965824,0.001317243673838675,0.475879932957489,-0.0294839067068712,1.0,1.0,0.9794921875,0.0
Balanced,head_dynamic_abs_w8_b64_r0.1,46,8,code_heldout_4,long-code,32768,32815,0.9999943375587463,0.00335542275570333,0.00390625,1.000002145767212,0.9999970197677612,0.002426596125587821,0.002481562551110983,0.011351333931088448,0.00021694897441193461,0.0006705701816827059,0.4181014779826298,-0.0548250373111598,1.0,1.0,0.990234375,0.0
Aggressive,dim_had_even_w16_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.99891597032547,0.04655269533395767,0.01953125,0.9983046054840088,0.9987329244613647,0.050373658537864685,0.035537801682949066,0.2429417371749878,0.007636623922735453,0.1071491688489914,0.5097513408093612,0.5092587833516082,0.984375,0.982421875,0.9248046875,0.0
Aggressive,dim_had_even_w16_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9989168047904968,0.046536605805158615,0.01953125,0.9983020424842834,0.9987330436706543,0.05036764219403267,0.03550828993320465,0.24303759634494781,0.007630595471709967,0.10701456665992737,0.4634324719648951,0.4629624870553118,0.984375,0.984375,0.9306640625,0.0
Aggressive,dim_had_random_w32_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.999137282371521,0.041892047971487045,0.0234375,0.9936330914497375,0.9990540742874146,0.04349686950445175,0.029143381863832474,0.242893785238266,0.004862931556999683,0.016007564961910248,0.4222330570453437,0.4217831498233431,0.9921875,0.986328125,0.93798828125,0.0
Aggressive,dim_had_random_w32_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9991369843482971,0.04189397394657135,0.0234375,0.9936758875846863,0.9990565180778503,0.04344307258725166,0.029098374769091606,0.24278415739536285,0.004762779455631971,0.014396542683243752,0.3671379814724524,0.3667149237024854,0.9921875,0.990234375,0.95458984375,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9999268054962158,0.012409570626914501,0.0078125,0.997170090675354,0.9999301433563232,0.011857247911393642,0.009260490536689758,0.07539873570203781,0.0012320035602897406,0.0036861503031104803,0.3705509507557288,-0.02753458896808,1.0,1.0,0.990234375,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,1.0,0.0,0.0,1.0,0.9999999403953552,7.908435861736507e-08,1.5546953946454778e-08,2.4875126314327645e-07,1.2325679676905565e-07,7.882512363721617e-06,0.317893710385178,-0.0509264018335771,1.0,1.0,0.9990234375,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9999231100082397,0.01277291588485241,0.0078125,0.99689120054245,0.9999255537986755,0.01225984189659357,0.009985409677028656,0.07581281661987305,0.0015202166978269815,0.004585744813084602,0.4519746465138956,-0.0294839067068712,1.0,0.998046875,0.98095703125,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9999266266822815,0.01242254301905632,0.0078125,0.997174859046936,0.999930202960968,0.011863411404192448,0.009266290813684464,0.075432188808918,0.0012245744001120329,0.003598338458687067,0.3978547050219405,-0.0528757195723683,1.0,1.0,0.9912109375,0.0
Balanced,dim_had_even_w16_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9991586208343506,0.04139062389731407,0.0234375,0.9935768246650696,0.9990664720535278,0.04321608319878578,0.029188234359025955,0.24088507890701294,0.004939831793308258,0.016399351879954338,0.5131643100926377,0.5126700893944931,0.984375,0.978515625,0.92138671875,0.0
Balanced,dim_had_even_w16_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9991559386253357,0.04144776985049248,0.0234375,0.9936379194259644,0.9990653991699219,0.043237410485744476,0.02919437363743782,0.24095040559768677,0.00492126727476716,0.016304606571793556,0.4668454412481716,0.4663737930981969,0.984375,0.982421875,0.92822265625,0.0
Balanced,dim_had_random_w32_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9991538524627686,0.041482407599687576,0.0234375,0.9937589764595032,0.9990657567977905,0.043228257447481155,0.02900969237089157,0.24101728200912476,0.004936598241329193,0.016797788441181183,0.4266211604095563,0.4261691147356238,0.9921875,0.984375,0.93212890625,0.0
Balanced,dim_had_random_w32_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9991379976272583,0.04188447445631027,0.0234375,0.9935740232467651,0.9990553855895996,0.04346940293908119,0.029143191874027252,0.24298474192619324,0.004816754721105099,0.01525570172816515,0.3759141882008776,0.3754868535270468,0.9921875,0.98828125,0.9462890625,0.25
Balanced,head_dynamic_abs_w16_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9999227523803711,0.012762787751853466,0.0078125,0.9970502257347107,0.9999257326126099,0.0122450590133667,0.00993573572486639,0.07582035660743713,0.0015330365858972073,0.005023588426411152,0.3822525597269625,-0.02753458896808,1.0,1.0,0.9853515625,0.25
Balanced,head_dynamic_abs_w16_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9999999403953552,0.00046920112799853086,0.0009765625,0.9999927282333374,0.9999999403953552,4.0492504922440276e-05,1.4258249393606093e-05,0.00022788323985878378,2.1687147011562047e-07,8.13722908787895e-06,0.3281326182350073,-0.0509264018335771,1.0,1.0,0.99853515625,0.0
Balanced,head_dynamic_abs_w8_b64_r0.05,47,8,code_heldout_4,long-code,32768,32816,0.9991334676742554,0.04198721423745155,0.0234375,0.9936080574989319,0.9990545511245728,0.04348677024245262,0.02910992130637169,0.24304857850074768,0.004713479429483414,0.01439058780670166,0.4639200390053632,-0.0294839067068712,1.0,0.99609375,0.97021484375,0.5
Balanced,head_dynamic_abs_w8_b64_r0.1,47,8,code_heldout_4,long-code,32768,32816,0.9999270439147949,0.012370784766972065,0.0078125,0.9972774982452393,0.9999300241470337,0.011869396083056927,0.009273912757635117,0.07546015828847885,0.0012295146007090807,0.003639490343630314,0.4029741589468552,-0.0528757195723683,1.0,1.0,0.98974609375,0.0
Aggressive,dim_had_even_w16_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999949932098389,0.0032030101865530014,0.001953125,1.0003942251205444,0.9999974370002747,0.002266002120450139,0.002037846716120839,0.005438055377453566,0.00028208864387124777,0.006423891056329012,0.5197306274187159,0.5192490367629142,1.0,0.99609375,0.95361328125,0.0
Aggressive,dim_had_even_w16_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999948740005493,0.0032102407421916723,0.001953125,1.0003411769866943,0.999997615814209,0.0022550588473677635,0.0019952873699367046,0.00548007246106863,0.00027574109844863415,0.006246394943445921,0.4802389005698266,0.4797753525523879,1.0,0.998046875,0.95556640625,0.0
Aggressive,dim_had_random_w32_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.999995231628418,0.0030692305881530046,0.0009765625,1.000044345855713,0.9999977350234985,0.0021712887100875378,0.0018936335109174252,0.006820484530180693,0.00018220562196802348,0.0038224828895181417,0.4309961300545448,0.4305550796479045,1.0,0.998046875,0.953125,0.0
Aggressive,dim_had_random_w32_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999954104423523,0.003011715365573764,0.0009765625,1.000067114830017,0.999997615814209,0.00216430751606822,0.0018776901997625828,0.006733601912856102,0.00016794631665106863,0.003701198846101761,0.3729774202395099,0.3725628769188597,1.0,0.998046875,0.962890625,0.0
Aggressive,head_dynamic_abs_w16_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999975562095642,0.002182042459025979,0.0009765625,1.0000429153442383,0.9999991655349731,0.0013321401784196496,0.0010752935195341706,0.005417097359895706,6.168153777252883e-05,0.0015242162626236677,0.3705396593229119,-0.02753458896808,1.0,1.0,0.99658203125,0.25
Aggressive,head_dynamic_abs_w16_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.3222719931742694,-0.0509264018335771,1.0,1.0,1.0,0.0
Aggressive,head_dynamic_abs_w8_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999963045120239,0.002683397149667144,0.0009765625,1.0000736713409424,0.9999979734420776,0.0020148197654634714,0.0016744759632274508,0.0065902769565582275,0.0001291633816435933,0.0033857915550470352,0.4553737392205259,-0.0294839067068712,1.0,1.0,0.9912109375,0.25
Aggressive,head_dynamic_abs_w8_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.999997615814209,0.0022104105446487665,0.0009765625,1.0000156164169312,0.9999991655349731,0.0013012537965551019,0.0010278965346515179,0.005417097359895706,5.859180964762345e-05,0.0015109064988791943,0.4080811774385227,-0.0528757195723683,1.0,1.0,0.99755859375,0.0
Balanced,dim_had_even_w16_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_even_w16_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_random_w32_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,dim_had_random_w32_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w16_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w16_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w8_b64_r0.05,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Balanced,head_dynamic_abs_w8_b64_r0.1,48,8,code_heldout_4,long-code,32768,32817,0.9999999403953552,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.579570931033231e-06,0.0,-0.000244140625,1.0,1.0,1.0,1.0
Aggressive,dim_had_even_w16_b64_r0.05,49,8,code_heldout_4,long-code,32768,32818,0.9999980926513672,0.0019260845147073269,0.001953125,0.9998982548713684,0.9999997019767761,0.0008336413884535432,0.0006882001180201769,0.00215732934884727,4.4726053602062166e-05,0.0007712115766480565,0.4638917667133889,0.4634498164900097,1.0,0.9921875,0.978515625,0.0
Aggressive,dim_had_even_w16_b64_r0.1,49,8,code_heldout_4,long-code,32768,32818,0.999998152256012,0.001853589667007327,0.001953125,0.9999086260795593,0.9999997615814209,0.0008406031411141157,0.0006958258454687893,0.0022077257744967937,4.010648262919858e-05,0.000752303225453943,0.3995368395392772,0.3991223311098928,1.0,0.994140625,0.982421875,0.0
